Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total
"Oct 28, 2015",@ Phoenix,REG,W,111-95,W,6.0,O,204.5
"Oct 29, 2015",@ LA Clippers,REG,L,104-88,L,12.0,U,213.0
"Nov 1, 2015",@ LA Lakers,REG,W,103-93,W,-4.0,U,212.5
"Nov 3, 2015",vs Toronto,REG,L,102-91,L,2.0,U,205.5
"Nov 5, 2015",vs Charlotte,REG,L,108-94,L,-4.0,O,200.5
"Nov 7, 2015",vs New Orleans,REG,W,107-98,W,-5.0,U,211.5
"Nov 10, 2015",@ New Orleans,REG,L,120-105,L,2.5,O,211.0
"Nov 11, 2015",vs LA Clippers,REG,W,118-108,W,6.5,O,211.5
"Nov 13, 2015",vs LA Lakers,REG,W,90-82,W,-7.5,U,210.5
"Nov 14, 2015",@ Houston,REG,W,110-98,W,7.5,O,207.5
"Nov 16, 2015",@ Philadelphia,REG,W,92-86,L,-8.0,U,203.5
"Nov 18, 2015",@ Boston,REG,W,106-102,W,5.0,O,207.5
"Nov 20, 2015",vs Utah,REG,W,102-93,W,-1.5,U,196.0
"Nov 22, 2015",@ Oklahoma City,REG,L,117-114,W,3.5,O,208.5
"Nov 24, 2015",@ Memphis,REG,L,110-96,L,3.5,O,196.0
"Nov 25, 2015",@ San Antonio,REG,L,88-83,W,10.0,U,197.5
"Nov 28, 2015",vs Denver,REG,W,92-81,W,-8.5,U,205.0
"Nov 30, 2015",@ Sacramento,REG,L,112-98,L,2.0,U,214.5
"Dec 1, 2015",@ Portland,REG,W,115-112,W,1.5,O,201.5
"Dec 4, 2015",vs Houston,REG,L,100-96,L,-5.0,U,212.0
"Dec 6, 2015",@ Washington,REG,W,116-104,W,-2.5,O,208.0
"Dec 7, 2015",@ New York,REG,W,104-97,W,0.0,O,198.5
"Dec 9, 2015",vs Atlanta,REG,L,98-95,L,1.5,U,202.0
"Dec 12, 2015",vs Washington,REG,L,114-111,L,-6.5,O,205.0
"Dec 14, 2015",vs Phoenix,REG,W,104-94,W,-4.0,U,208.5
"Dec 16, 2015",@ Indiana,REG,L,107-81,L,4.5,U,207.5
"Dec 18, 2015",vs Memphis,REG,W,97-88,W,-2.0,U,197.5
"Dec 22, 2015",@ Toronto,REG,L,103-99,W,4.5,O,196.0
"Dec 23, 2015",@ Brooklyn,REG,W,119-118,L,-3.5,O,199.0
"Dec 26, 2015",vs Chicago,REG,W,118-111,W,-2.5,O,200.5
"Dec 28, 2015",vs Milwaukee,REG,W,103-93,W,-5.5,U,202.0
"Dec 30, 2015",vs Golden State,REG,W,114-91,W,3.5,U,208.5
"Jan 1, 2016",@ Miami,REG,L,106-82,L,2.0,U,196.0
"Jan 2, 2016",vs New Orleans,REG,L,105-98,L,-4.0,U,205.5
"Jan 5, 2016",vs Sacramento,REG,W,117-116,L,-7.0,O,213.5
"Jan 6, 2016",@ New Orleans,REG,W,100-91,W,8.0,U,204.5
"Jan 8, 2016",@ Milwaukee,REG,L,96-95,P,1.0,U,204.5
"Jan 10, 2016",@ Minnesota,REG,W,93-87,W,-4.5,U,199.0
"Jan 12, 2016",vs Cleveland,REG,L,110-107,W,6.0,O,199.5
"Jan 13, 2016",@ Oklahoma City,REG,L,108-89,L,12.5,U,207.0
"Jan 15, 2016",@ Chicago,REG,W,83-77,W,1.0,U,201.0
"Jan 17, 2016",@ San Antonio,REG,L,112-83,L,12.5,U,195.5
"Jan 18, 2016",vs Boston,REG,W,118-113,W,2.0,O,202.5
"Jan 20, 2016",vs Minnesota,REG,W,106-94,W,-6.0,P,200.0
"Jan 22, 2016",vs Oklahoma City,REG,L,109-106,W,7.0,O,206.5
"Jan 24, 2016",@ Houston,REG,L,115-104,L,4.0,O,205.0
"Jan 26, 2016",@ LA Lakers,REG,W,92-90,L,-6.5,U,201.0
"Jan 27, 2016",@ Golden State,REG,L,127-107,L,17.5,O,214.5
"Jan 29, 2016",vs Brooklyn,REG,W,91-79,W,-8.0,U,199.5
"Jan 31, 2016",vs Phoenix,REG,W,91-78,W,-8.5,U,198.0
"Feb 1, 2016",@ Atlanta,REG,L,112-97,L,6.0,O,199.0
"Feb 3, 2016",vs Miami,REG,L,93-90,L,-2.5,U,194.5
"Feb 5, 2016",vs San Antonio,REG,L,116-90,L,6.5,O,198.0
"Feb 6, 2016",@ Memphis,REG,W,114-110,W,5.0,O,192.5
