Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total
"Oct 28, 2015",vs Chicago,REG,L,115-100,L,5.0,O,196.5
"Oct 30, 2015",@ San Antonio,REG,L,102-75,L,14.0,U,201.5
"Oct 31, 2015",@ Memphis,REG,L,101-91,W,12.0,U,192.5
"Nov 2, 2015",vs Milwaukee,REG,L,103-96,L,1.5,O,194.0
"Nov 4, 2015",@ Atlanta,REG,L,101-87,L,7.0,U,197.5
"Nov 6, 2015",vs LA Lakers,REG,L,104-98,L,-3.0,U,207.5
"Nov 7, 2015",@ Milwaukee,REG,L,94-86,L,6.5,U,192.5
"Nov 11, 2015",@ Houston,REG,W,106-98,W,11.0,U,208.0
"Nov 13, 2015",@ Sacramento,REG,L,111-109,W,6.5,O,204.0
"Nov 14, 2015",@ Golden State,REG,L,107-99,W,16.5,U,207.5
"Nov 17, 2015",vs Atlanta,REG,W,90-88,W,4.5,U,198.0
"Nov 18, 2015",@ Charlotte,REG,L,116-111,W,6.5,O,194.0
"Nov 20, 2015",@ Boston,REG,L,120-95,L,9.0,O,204.0
"Nov 22, 2015",vs Boston,REG,W,111-101,W,6.0,O,200.5
"Nov 25, 2015",@ Oklahoma City,REG,L,110-99,W,12.0,U,209.5
"Nov 28, 2015",@ Cleveland,REG,L,90-88,W,9.0,U,200.5
"Nov 29, 2015",vs Detroit,REG,W,87-83,W,5.0,U,193.0
"Dec 1, 2015",vs Phoenix,REG,W,94-91,W,4.0,U,208.0
"Dec 4, 2015",@ New York,REG,L,108-91,L,3.5,O,193.0
"Dec 6, 2015",vs Golden State,REG,L,114-98,L,11.5,O,209.5
"Dec 8, 2015",vs Houston,REG,W,110-105,W,5.0,O,207.0
"Dec 10, 2015",vs Philadelphia,REG,W,100-91,W,-6.5,U,198.5
"Dec 12, 2015",vs LA Clippers,REG,L,105-100,W,7.0,U,206.0
"Dec 14, 2015",vs Orlando,REG,L,105-82,L,3.5,U,197.5
"Dec 16, 2015",vs Miami,REG,L,104-98,L,5.5,O,191.5
"Dec 18, 2015",@ Indiana,REG,L,104-97,W,10.5,U,207.0
"Dec 20, 2015",vs Minnesota,REG,L,100-85,L,1.5,U,202.5
"Dec 21, 2015",@ Chicago,REG,W,105-102,W,10.5,O,197.0
"Dec 23, 2015",vs Dallas,REG,L,119-118,W,3.5,O,199.0
"Dec 26, 2015",vs Washington,REG,L,111-96,L,3.0,O,205.0
"Dec 28, 2015",@ Miami,REG,W,111-105,W,7.5,O,195.0
"Dec 30, 2015",@ Orlando,REG,L,100-93,W,7.5,U,199.0
"Jan 2, 2016",@ Boston,REG,W,100-97,W,9.5,U,203.5
"Jan 4, 2016",vs Boston,REG,L,103-94,L,7.5,U,201.5
"Jan 6, 2016",vs Toronto,REG,L,91-74,L,7.0,U,195.0
"Jan 8, 2016",vs Orlando,REG,L,83-77,L,3.0,U,191.5
"Jan 9, 2016",@ Detroit,REG,L,103-89,L,11.0,U,194.5
"Jan 11, 2016",vs San Antonio,REG,L,106-79,L,14.5,U,195.0
"Jan 13, 2016",vs New York,REG,W,110-104,W,3.5,O,191.0
"Jan 15, 2016",vs Portland,REG,L,116-104,L,4.0,O,204.5
"Jan 16, 2016",@ Atlanta,REG,L,114-86,L,10.0,U,207.0
"Jan 18, 2016",@ Toronto,REG,L,112-100,L,11.0,O,195.0
"Jan 20, 2016",vs Cleveland,REG,L,91-78,P,13.0,U,197.5
"Jan 22, 2016",vs Utah,REG,L,108-86,L,5.5,O,188.5
"Jan 24, 2016",vs Oklahoma City,REG,W,116-106,W,13.0,O,209.0
"Jan 26, 2016",vs Miami,REG,L,102-98,L,3.5,O,192.0
"Jan 29, 2016",@ Dallas,REG,L,91-79,L,8.0,U,199.5
"Jan 30, 2016",@ New Orleans,REG,L,105-103,W,8.5,O,204.5
"Feb 1, 2016",vs Detroit,REG,L,105-100,W,7.0,O,202.5
"Feb 3, 2016",vs Indiana,REG,L,114-100,L,6.5,O,199.0
"Feb 5, 2016",vs Sacramento,REG,W,128-119,W,5.5,O,214.0
"Feb 6, 2016",@ Philadelphia,REG,L,103-98,L,0.0,U,205.5
"Feb 8, 2016",vs Denver,REG,W,105-104,W,2.5,O,206.0
"Feb 10, 2016",vs Memphis,REG,L,109-90,L,4.0,O,198.0
"Feb 19, 2016",vs New York,REG,W,109-98,W,5.0,O,199.0
"Feb 21, 2016",vs Charlotte,REG,L,104-96,L,7.0,U,204.0
"Feb 23, 2016",@ Portland,REG,L,112-104,W,11.5,O,212.0
"Feb 25, 2016",@ Phoenix,REG,W,116-106,W,1.5,O,208.0
"Feb 27, 2016",@ Utah,REG,W,98-96,W,11.5,U,198.5
"Feb 29, 2016",@ LA Clippers,REG,L,105-95,W,12.0,U,212.5
"Mar 1, 2016",@ LA Lakers,REG,L,107-101,L,1.0,U,212.0
"Mar 4, 2016",@ Denver,REG,W,121-120,W,5.5,O,209.0
"Mar 5, 2016",@ Minnesota,REG,L,132-118,L,9.5,O,211.0
"Mar 8, 2016",@ Toronto,REG,L,104-99,W,13.0,U,207.5
"Mar 11, 2016",@ Philadelphia,REG,L,95-89,L,-2.0,U,209.0
"Mar 13, 2016",vs Milwaukee,REG,L,109-100,L,1.5,O,208.5
"Mar 15, 2016",vs Philadelphia,REG,W,131-114,W,-7.0,O,212.0
"Mar 17, 2016",@ Chicago,REG,L,118-102,L,7.0,O,213.0
"Mar 19, 2016",@ Detroit,REG,L,115-103,L,8.0,O,211.5
"Mar 22, 2016",vs Charlotte,REG,L,105-100,W,6.0,U,207.0
"Mar 24, 2016",vs Cleveland,REG,W,104-95,W,9.5,U,209.5
"Mar 26, 2016",vs Indiana,REG,W,120-110,W,6.0,O,205.0
"Mar 28, 2016",@ Miami,REG,L,110-99,L,8.5,U,213.0
"Mar 29, 2016",@ Orlando,REG,L,139-105,L,8.0,O,211.5
"Mar 31, 2016",@ Cleveland,REG,L,107-87,L,17.0,U,212.0
"Apr 1, 2016",@ New York,REG,L,105-91,L,6.0,U,201.0
"Apr 3, 2016",vs New Orleans,REG,L,106-87,L,-2.5,U,200.5
"Apr 6, 2016",@ Washington,REG,L,121-103,L,11.5,O,208.5
"Apr 8, 2016",@ Charlotte,REG,L,113-99,W,14.5,O,208.5
"Apr 10, 2016",@ Indiana,REG,L,129-105,L,13.5,O,204.0
"Apr 11, 2016",vs Washington,REG,L,120-111,L,6.5,O,213.5
"Apr 13, 2016",vs Toronto,REG,L,103-96,L,5.5,U,206.5
