Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total
"Oct 27, 2015",vs Detroit,REG,L,106-94,L,-7.0,O,196.5
"Oct 29, 2015",@ New York,REG,W,112-101,W,-4.5,O,199.0
"Oct 30, 2015",vs Charlotte,REG,W,97-94,L,-4.0,U,194.0
"Nov 1, 2015",@ Charlotte,REG,W,94-92,P,-2.0,U,195.0
"Nov 3, 2015",@ Miami,REG,W,98-92,W,3.5,U,197.0
"Nov 4, 2015",vs Brooklyn,REG,W,101-87,W,-7.0,U,197.5
"Nov 6, 2015",@ New Orleans,REG,W,121-115,W,-2.5,O,206.0
"Nov 7, 2015",vs Washington,REG,W,114-99,W,-5.0,O,205.5
"Nov 9, 2015",vs Minnesota,REG,L,117-107,L,-8.5,O,204.5
"Nov 11, 2015",vs New Orleans,REG,W,106-98,L,-13.0,U,208.5
"Nov 13, 2015",@ Boston,REG,L,106-93,L,-1.5,U,206.5
"Nov 15, 2015",vs Utah,REG,L,97-96,L,-3.0,O,191.5
"Nov 17, 2015",@ Brooklyn,REG,L,90-88,L,-4.5,U,198.0
"Nov 18, 2015",vs Sacramento,REG,W,103-97,W,-2.5,U,208.5
"Nov 21, 2015",@ Cleveland,REG,L,109-97,L,5.5,O,198.5
"Nov 24, 2015",vs Boston,REG,W,121-97,W,-2.5,O,205.0
"Nov 25, 2015",@ Minnesota,REG,L,99-95,L,-3.0,U,206.5
"Nov 27, 2015",@ Memphis,REG,W,116-101,W,2.5,O,197.0
"Nov 28, 2015",@ San Antonio,REG,L,108-88,L,7.0,O,193.0
"Nov 30, 2015",vs Oklahoma City,REG,W,106-100,W,3.0,U,213.5
"Dec 2, 2015",vs Toronto,REG,L,96-86,L,-4.0,U,196.5
"Dec 4, 2015",vs LA Lakers,REG,W,100-87,W,-11.0,U,206.5
"Dec 9, 2015",@ Dallas,REG,W,98-95,W,-1.5,U,202.0
"Dec 10, 2015",@ Oklahoma City,REG,L,107-94,L,7.5,U,210.5
"Dec 12, 2015",vs San Antonio,REG,L,103-78,L,3.0,U,190.5
"Dec 14, 2015",vs Miami,REG,L,100-88,L,-6.0,U,192.5
"Dec 16, 2015",vs Philadelphia,REG,W,127-106,W,-13.5,O,199.0
"Dec 18, 2015",@ Boston,REG,W,109-101,W,3.5,O,206.5
"Dec 20, 2015",@ Orlando,REG,W,103-100,W,-1.5,O,201.5
"Dec 21, 2015",vs Portland,REG,W,106-97,L,-11.0,O,195.5
"Dec 23, 2015",vs Detroit,REG,W,107-100,P,-7.0,O,200.0
"Dec 26, 2015",vs New York,REG,W,117-98,W,-7.5,O,203.0
"Dec 28, 2015",@ Indiana,REG,L,93-87,L,1.5,U,205.0
"Dec 29, 2015",@ Houston,REG,W,121-115,W,3.5,O,208.0
"Jan 3, 2016",@ New York,REG,L,111-97,L,-4.5,O,200.5
"Jan 5, 2016",vs New York,REG,L,107-101,L,-7.5,O,202.5
"Jan 7, 2016",@ Philadelphia,REG,W,126-98,W,-9.5,O,208.0
"Jan 9, 2016",vs Chicago,REG,W,120-105,W,-2.5,O,208.5
"Jan 13, 2016",@ Charlotte,REG,L,107-84,L,-2.5,U,206.5
"Jan 15, 2016",@ Milwaukee,REG,L,108-101,L,-4.5,O,206.5
"Jan 16, 2016",vs Brooklyn,REG,W,114-86,W,-10.0,U,207.0
"Jan 18, 2016",vs Orlando,REG,W,98-81,W,-8.0,U,198.0
"Jan 20, 2016",@ Portland,REG,W,104-98,W,-1.0,U,211.5
"Jan 21, 2016",@ Sacramento,REG,L,91-88,L,-1.0,U,216.5
"Jan 23, 2016",@ Phoenix,REG,L,98-95,L,-10.5,U,203.5
"Jan 25, 2016",@ Denver,REG,W,119-105,W,-4.0,O,208.0
"Jan 27, 2016",vs LA Clippers,REG,L,85-83,L,-5.5,U,206.0
"Jan 28, 2016",@ Indiana,REG,L,111-92,L,3.0,P,203.0
"Jan 31, 2016",@ Miami,REG,L,105-87,L,-3.0,U,197.5
"Feb 1, 2016",vs Dallas,REG,W,112-97,W,-6.0,O,199.0
"Feb 3, 2016",@ Philadelphia,REG,W,124-86,W,-7.5,O,208.5
"Feb 5, 2016",vs Indiana,REG,W,102-96,W,-5.5,U,208.5
"Feb 7, 2016",@ Orlando,REG,L,96-94,L,-3.5,U,202.5
"Feb 8, 2016",vs Orlando,REG,L,117-110,L,-8.5,O,202.5
"Feb 10, 2016",@ Chicago,REG,W,113-90,W,-4.0,U,205.5
"Feb 19, 2016",vs Miami,REG,L,115-111,L,-10.0,O,197.0
"Feb 20, 2016",vs Milwaukee,REG,L,117-109,L,-8.0,O,207.0
"Feb 22, 2016",vs Golden State,REG,L,102-92,L,6.0,U,226.5
"Feb 26, 2016",vs Chicago,REG,W,103-88,W,-7.5,U,208.5
"Feb 28, 2016",vs Charlotte,REG,W,87-76,W,-4.5,U,202.0
"Mar 1, 2016",@ Golden State,REG,L,109-105,W,5.5,O,213.5
"Mar 4, 2016",@ LA Lakers,REG,W,106-77,W,-11.0,U,203.5
"Mar 5, 2016",@ LA Clippers,REG,W,107-97,W,5.5,O,201.0
"Mar 8, 2016",@ Utah,REG,W,91-84,W,2.5,U,192.5
"Mar 10, 2016",@ Toronto,REG,L,104-96,L,3.5,U,201.0
"Mar 12, 2016",vs Memphis,REG,W,95-83,L,-14.0,U,193.5
"Mar 13, 2016",vs Indiana,REG,W,104-75,W,-5.5,U,198.0
"Mar 16, 2016",@ Detroit,REG,W,118-114,W,-1.0,O,199.5
"Mar 17, 2016",vs Denver,REG,W,116-98,W,-8.0,O,210.0
"Mar 19, 2016",vs Houston,REG,W,109-97,W,-7.0,U,215.0
"Mar 21, 2016",vs Washington,REG,L,117-102,L,-7.0,O,208.5
"Mar 23, 2016",@ Washington,REG,W,122-101,W,1.0,O,207.5
"Mar 25, 2016",vs Milwaukee,REG,W,101-90,W,-8.5,U,201.5
"Mar 26, 2016",@ Detroit,REG,W,112-95,W,1.5,P,207.0
"Mar 28, 2016",@ Chicago,REG,W,102-100,L,-3.5,U,206.5
"Mar 30, 2016",@ Toronto,REG,L,105-97,L,1.0,O,201.5
"Apr 1, 2016",vs Cleveland,REG,L,110-108,L,-2.5,O,206.0
"Apr 5, 2016",vs Phoenix,REG,W,103-90,L,-15.0,U,206.0
"Apr 7, 2016",vs Toronto,REG,W,95-87,W,-5.0,U,200.0
"Apr 9, 2016",vs Boston,REG,W,118-107,W,-5.0,O,207.0
"Apr 11, 2016",@ Cleveland,REG,L,109-94,L,6.0,U,205.0
"Apr 13, 2016",@ Washington,REG,L,109-98,L,-9.0,U,210.0
"Apr 16, 2016",vs Boston,PST,W,102-101,L,-5.5,U,206.0
"Apr 19, 2016",vs Boston,PST,W,89-72,W,-6.5,U,205.5
"Apr 22, 2016",@ Boston,PST,L,111-103,L,3.0,O,203.5
"Apr 24, 2016",@ Boston,PST,L,104-95,L,-1.0,U,203.0
"Apr 26, 2016",vs Boston,PST,W,110-83,W,-7.5,U,198.0
"Apr 28, 2016",@ Boston,PST,W,104-92,W,-3.0,U,199.0
"May 2, 2016",@ Cleveland,PST,L,104-93,L,7.5,U,199.5
"May 4, 2016",@ Cleveland,PST,L,123-98,L,7.0,O,196.0
"May 6, 2016",vs Cleveland,PST,L,121-108,L,2.5,O,196.5
"May 8, 2016",vs Cleveland,PST,L,100-99,W,5.0,U,203.0
