Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total
"Oct 28, 2015",vs Philadelphia,REG,W,112-95,W,-12.5,O,198.0
"Oct 30, 2015",vs Toronto,REG,L,113-103,L,-2.0,O,200.0
"Nov 1, 2015",vs San Antonio,REG,L,95-87,L,5.5,U,202.5
"Nov 4, 2015",@ Indiana,REG,L,100-98,L,-2.0,U,207.0
"Nov 6, 2015",vs Washington,REG,W,118-98,W,-1.5,O,210.0
"Nov 10, 2015",@ Milwaukee,REG,W,99-83,W,-2.0,U,202.5
"Nov 11, 2015",vs Indiana,REG,L,102-91,L,-3.5,U,202.5
"Nov 13, 2015",vs Atlanta,REG,W,106-93,W,1.5,U,206.5
"Nov 15, 2015",@ Oklahoma City,REG,W,100-85,W,5.0,U,211.5
"Nov 16, 2015",@ Houston,REG,W,111-95,W,5.0,U,207.0
"Nov 18, 2015",vs Dallas,REG,L,106-102,L,-5.0,O,207.5
"Nov 20, 2015",vs Brooklyn,REG,W,120-95,W,-9.0,O,204.0
"Nov 22, 2015",@ Brooklyn,REG,L,111-101,L,-6.0,O,200.5
"Nov 24, 2015",@ Atlanta,REG,L,121-97,L,2.5,O,205.0
"Nov 25, 2015",vs Philadelphia,REG,W,84-80,L,-12.0,U,201.5
"Nov 27, 2015",vs Washington,REG,W,111-78,W,-3.0,U,211.0
"Nov 29, 2015",@ Orlando,REG,L,110-91,L,-2.0,U,201.5
"Nov 30, 2015",@ Miami,REG,W,105-95,W,4.0,O,192.5
"Dec 3, 2015",@ Sacramento,REG,W,114-97,W,-2.0,U,215.0
"Dec 5, 2015",@ San Antonio,REG,L,108-105,W,8.5,O,192.0
"Dec 7, 2015",@ New Orleans,REG,W,111-93,W,-1.5,U,211.0
"Dec 9, 2015",vs Chicago,REG,W,105-100,W,-3.5,O,200.5
"Dec 11, 2015",vs Golden State,REG,L,124-119,P,5.0,O,214.0
"Dec 12, 2015",@ Charlotte,REG,W,98-93,W,3.0,U,202.5
"Dec 15, 2015",vs Cleveland,REG,L,89-77,L,1.5,U,202.5
"Dec 16, 2015",@ Detroit,REG,L,119-116,L,2.5,O,198.5
"Dec 18, 2015",vs Atlanta,REG,L,109-101,L,-3.5,O,206.5
"Dec 21, 2015",vs Minnesota,REG,W,113-99,W,-7.5,O,210.0
"Dec 23, 2015",@ Charlotte,REG,W,102-89,W,1.5,U,204.5
"Dec 26, 2015",@ Detroit,REG,W,99-93,W,-1.5,U,204.0
"Dec 27, 2015",vs New York,REG,W,100-91,W,-8.5,U,203.0
"Dec 30, 2015",vs LA Lakers,REG,L,112-104,L,-13.5,O,206.5
"Jan 2, 2016",vs Brooklyn,REG,L,100-97,L,-9.5,U,203.5
"Jan 4, 2016",@ Brooklyn,REG,W,103-94,W,-7.5,U,201.5
"Jan 6, 2016",vs Detroit,REG,L,99-94,L,-3.0,U,202.0
"Jan 7, 2016",@ Chicago,REG,L,101-92,L,6.0,U,204.5
"Jan 10, 2016",@ Memphis,REG,L,101-98,L,-3.0,O,192.0
"Jan 12, 2016",@ New York,REG,L,120-114,L,-1.0,O,200.5
"Jan 13, 2016",vs Indiana,REG,W,103-94,W,-3.5,U,204.5
"Jan 15, 2016",vs Phoenix,REG,W,117-103,W,-9.0,O,209.5
"Jan 16, 2016",@ Washington,REG,W,119-117,P,-2.0,O,211.0
"Jan 18, 2016",@ Dallas,REG,L,118-113,L,-2.0,O,202.5
"Jan 20, 2016",@ Toronto,REG,L,115-109,L,3.5,O,201.5
"Jan 22, 2016",vs Chicago,REG,W,110-101,W,-3.5,O,208.5
"Jan 24, 2016",@ Philadelphia,REG,W,112-92,W,-8.0,U,206.0
"Jan 25, 2016",@ Washington,REG,W,116-91,W,2.5,U,213.5
"Jan 27, 2016",vs Denver,REG,W,111-103,L,-9.5,P,214.0
"Jan 29, 2016",vs Orlando,REG,W,113-94,W,-8.0,O,206.0
"Jan 31, 2016",@ Orlando,REG,L,119-114,L,-4.0,O,203.5
"Feb 2, 2016",@ New York,REG,W,97-89,W,-4.5,U,208.5
"Feb 3, 2016",vs Detroit,REG,W,102-95,W,-4.0,U,209.5
"Feb 5, 2016",@ Cleveland,REG,W,104-103,W,6.5,U,210.5
"Feb 7, 2016",vs Sacramento,REG,W,128-119,W,-7.5,O,216.5
"Feb 9, 2016",@ Milwaukee,REG,L,112-111,L,-4.0,O,208.5
"Feb 10, 2016",vs LA Clippers,REG,W,139-134,W,-2.0,O,212.0
"Feb 19, 2016",@ Utah,REG,L,111-93,L,1.0,O,195.5
"Feb 21, 2016",@ Denver,REG,W,121-101,W,-3.5,O,213.5
"Feb 22, 2016",@ Minnesota,REG,L,124-122,L,-4.5,O,218.5
"Feb 25, 2016",vs Milwaukee,REG,W,112-107,L,-7.5,O,215.0
"Feb 27, 2016",vs Miami,REG,W,101-89,W,-6.0,U,209.5
"Feb 29, 2016",vs Utah,REG,W,100-95,W,-4.5,U,205.0
"Mar 2, 2016",vs Portland,REG,W,116-93,W,-6.0,U,219.5
"Mar 4, 2016",vs New York,REG,W,105-104,L,-10.0,U,210.0
"Mar 5, 2016",@ Cleveland,REG,L,120-103,L,8.0,O,210.0
"Mar 9, 2016",vs Memphis,REG,W,116-96,W,-11.5,O,210.5
"Mar 11, 2016",vs Houston,REG,L,102-98,L,-4.5,U,224.5
"Mar 15, 2016",@ Indiana,REG,L,103-98,L,2.5,U,210.0
"Mar 16, 2016",vs Oklahoma City,REG,L,130-109,L,5.0,O,220.0
"Mar 18, 2016",@ Toronto,REG,L,105-91,L,1.5,U,208.5
"Mar 20, 2016",@ Philadelphia,REG,W,120-105,W,-12.0,O,214.0
"Mar 21, 2016",vs Orlando,REG,W,107-96,W,-9.0,U,217.5
"Mar 23, 2016",vs Toronto,REG,W,91-79,W,-3.5,U,205.5
"Mar 26, 2016",@ Phoenix,REG,W,102-99,L,-9.0,U,217.0
"Mar 28, 2016",@ LA Clippers,REG,L,114-90,L,4.0,U,207.5
"Mar 31, 2016",@ Portland,REG,L,116-109,L,2.5,O,213.0
"Apr 1, 2016",@ Golden State,REG,W,109-106,W,11.5,U,221.0
"Apr 3, 2016",@ LA Lakers,REG,W,107-100,L,-9.0,U,210.0
"Apr 6, 2016",vs New Orleans,REG,W,104-97,L,-14.5,U,208.5
"Apr 8, 2016",vs Milwaukee,REG,W,124-109,W,-11.0,O,204.0
"Apr 9, 2016",@ Atlanta,REG,L,118-107,L,5.0,O,207.0
"Apr 11, 2016",vs Charlotte,REG,L,114-100,L,-7.0,O,210.0
"Apr 13, 2016",vs Miami,REG,W,98-88,W,-4.5,U,205.5
"Apr 16, 2016",@ Atlanta,PST,L,102-101,W,5.5,U,206.0
"Apr 19, 2016",@ Atlanta,PST,L,89-72,L,6.5,U,205.5
"Apr 22, 2016",vs Atlanta,PST,W,111-103,W,-3.0,O,203.5
"Apr 24, 2016",vs Atlanta,PST,W,104-95,W,1.0,U,203.0
"Apr 26, 2016",@ Atlanta,PST,L,110-83,L,7.5,U,198.0
"Apr 28, 2016",vs Atlanta,PST,L,104-92,L,3.0,U,199.0
