Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total
"Oct 28, 2015",@ LA Lakers,REG,W,112-111,W,2.5,O,203.0
"Oct 30, 2015",@ Denver,REG,W,95-78,W,3.5,U,204.0
"Nov 2, 2015",vs Portland,REG,L,106-101,L,-4.0,O,203.5
"Nov 5, 2015",vs Miami,REG,L,96-84,L,4.0,U,197.0
"Nov 7, 2015",@ Chicago,REG,W,102-93,W,9.5,U,201.5
"Nov 9, 2015",@ Atlanta,REG,W,117-107,W,8.5,O,204.5
"Nov 10, 2015",vs Charlotte,REG,L,104-95,L,3.5,U,202.0
"Nov 12, 2015",vs Golden State,REG,L,129-116,L,10.5,O,211.5
"Nov 13, 2015",@ Indiana,REG,L,107-103,W,7.5,O,200.0
"Nov 15, 2015",vs Memphis,REG,L,114-106,L,4.5,O,192.5
"Nov 17, 2015",@ Miami,REG,W,103-91,W,8.5,U,198.5
"Nov 18, 2015",@ Orlando,REG,L,104-101,W,5.0,O,204.0
"Nov 20, 2015",vs Detroit,REG,L,96-86,L,2.5,U,202.5
"Nov 23, 2015",vs Philadelphia,REG,W,100-95,L,-7.5,U,200.5
"Nov 25, 2015",vs Atlanta,REG,W,99-95,W,3.0,U,206.5
"Nov 27, 2015",@ Sacramento,REG,W,101-91,W,3.0,U,216.0
"Nov 29, 2015",@ LA Clippers,REG,L,107-99,W,10.0,P,206.0
"Dec 1, 2015",vs Orlando,REG,L,96-93,L,-1.5,U,202.5
"Dec 5, 2015",vs Portland,REG,L,109-103,L,-1.5,O,204.0
"Dec 7, 2015",vs LA Clippers,REG,L,110-106,P,4.0,O,205.5
"Dec 9, 2015",vs LA Lakers,REG,W,123-122,L,-7.5,O,204.0
"Dec 11, 2015",@ Denver,REG,L,111-108,L,1.0,O,202.0
"Dec 13, 2015",@ Phoenix,REG,L,108-101,L,5.5,U,209.5
"Dec 15, 2015",vs Denver,REG,L,112-100,L,-6.5,O,202.5
"Dec 16, 2015",@ New York,REG,L,107-102,L,4.0,O,199.0
"Dec 18, 2015",vs Sacramento,REG,W,99-95,W,2.5,U,213.0
"Dec 20, 2015",@ Brooklyn,REG,W,100-85,W,-1.5,U,202.5
"Dec 21, 2015",@ Boston,REG,L,113-99,L,7.5,O,210.0
"Dec 23, 2015",vs San Antonio,REG,L,108-83,L,11.0,U,195.0
"Dec 26, 2015",vs Indiana,REG,L,102-88,L,4.0,U,206.0
"Dec 28, 2015",@ San Antonio,REG,L,101-95,W,13.5,O,195.5
"Dec 30, 2015",vs Utah,REG,W,94-80,W,-4.0,U,191.0
"Dec 31, 2015",@ Detroit,REG,L,115-90,L,8.0,O,201.5
"Jan 2, 2016",vs Milwaukee,REG,L,95-85,L,-1.5,U,204.0
"Jan 4, 2016",@ Philadelphia,REG,L,109-99,L,-6.5,O,204.0
"Jan 6, 2016",vs Denver,REG,L,78-74,L,-3.5,U,201.5
"Jan 8, 2016",vs Cleveland,REG,L,125-99,L,10.0,O,195.0
"Jan 10, 2016",vs Dallas,REG,L,93-87,L,4.5,U,199.0
"Jan 12, 2016",vs Oklahoma City,REG,L,101-96,W,10.5,U,209.0
"Jan 13, 2016",@ Houston,REG,L,107-104,W,7.5,O,207.0
"Jan 15, 2016",@ Oklahoma City,REG,L,113-93,L,13.0,U,209.5
"Jan 17, 2016",vs Phoenix,REG,W,117-87,W,-3.5,U,206.5
"Jan 19, 2016",@ New Orleans,REG,L,114-99,L,5.5,O,204.0
"Jan 20, 2016",@ Dallas,REG,L,106-94,L,6.0,P,200.0
"Jan 23, 2016",vs Memphis,REG,W,106-101,W,3.0,O,192.0
"Jan 25, 2016",@ Cleveland,REG,L,114-107,W,13.5,O,205.0
"Jan 27, 2016",vs Oklahoma City,REG,L,126-123,W,6.5,O,213.0
"Jan 29, 2016",@ Utah,REG,L,103-90,L,8.5,O,192.5
"Jan 31, 2016",@ Portland,REG,L,96-93,W,6.5,U,208.5
"Feb 2, 2016",@ LA Lakers,REG,L,119-115,L,-4.5,O,206.0
"Feb 3, 2016",@ LA Clippers,REG,W,108-102,W,10.5,P,210.0
"Feb 6, 2016",vs Chicago,REG,W,112-105,W,-3.5,O,205.0
"Feb 8, 2016",vs New Orleans,REG,L,116-102,L,-2.0,O,210.5
"Feb 10, 2016",vs Toronto,REG,W,117-112,W,6.0,O,207.5
"Feb 19, 2016",@ Memphis,REG,L,109-104,L,4.5,O,205.5
"Feb 20, 2016",vs New York,REG,L,103-95,L,-2.0,U,207.5
"Feb 22, 2016",vs Boston,REG,W,124-122,W,4.5,O,218.5
"Feb 24, 2016",@ Toronto,REG,L,114-105,W,9.5,O,211.5
"Feb 27, 2016",@ New Orleans,REG,W,112-110,W,2.5,O,217.5
"Feb 28, 2016",@ Dallas,REG,L,128-101,L,7.5,O,211.0
"Mar 2, 2016",vs Washington,REG,L,104-98,L,2.5,U,219.0
"Mar 4, 2016",@ Milwaukee,REG,L,116-101,L,4.5,O,215.0
"Mar 5, 2016",vs Brooklyn,REG,W,132-118,W,-9.5,O,211.0
"Mar 7, 2016",@ Charlotte,REG,L,108-103,W,10.0,U,215.0
"Mar 8, 2016",vs San Antonio,REG,L,116-91,L,9.5,O,206.5
"Mar 11, 2016",@ Oklahoma City,REG,W,99-96,W,12.0,U,223.5
"Mar 14, 2016",@ Phoenix,REG,L,107-104,L,0.0,U,222.5
"Mar 16, 2016",@ Memphis,REG,W,114-108,W,-4.0,O,207.5
"Mar 18, 2016",@ Houston,REG,L,116-111,W,9.0,O,224.0
"Mar 21, 2016",vs Golden State,REG,L,109-104,W,12.5,U,232.5
"Mar 23, 2016",vs Sacramento,REG,W,113-104,W,-4.5,U,221.0
"Mar 25, 2016",@ Washington,REG,W,132-129,W,9.0,O,218.0
"Mar 26, 2016",vs Utah,REG,L,93-84,L,8.0,U,196.0
"Mar 28, 2016",vs Phoenix,REG,W,121-116,L,-6.0,O,219.0
"Mar 30, 2016",vs LA Clippers,REG,L,99-79,L,6.0,U,212.5
"Apr 1, 2016",@ Utah,REG,L,98-85,L,7.0,U,192.0
"Apr 3, 2016",vs Dallas,REG,L,88-78,L,3.0,U,205.0
"Apr 5, 2016",@ Golden State,REG,W,124-117,W,14.5,O,226.0
"Apr 7, 2016",@ Sacramento,REG,W,105-97,W,-1.0,U,222.5
"Apr 9, 2016",@ Portland,REG,W,106-105,W,8.5,U,216.0
"Apr 11, 2016",vs Houston,REG,L,129-105,L,3.5,O,216.5
"Apr 13, 2016",vs New Orleans,REG,W,144-109,W,-10.0,O,212.5
