Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total
"Oct 28, 2015",vs Dallas,REG,L,111-95,L,-6.0,O,204.5
"Oct 30, 2015",vs Portland,REG,W,110-92,W,-4.5,U,204.5
"Oct 31, 2015",@ Portland,REG,W,101-90,W,1.5,U,204.0
"Nov 2, 2015",@ LA Clippers,REG,L,102-96,W,9.0,U,208.0
"Nov 4, 2015",vs Sacramento,REG,W,118-97,W,-9.5,O,209.0
"Nov 6, 2015",vs Detroit,REG,L,100-92,L,-4.0,U,198.5
"Nov 8, 2015",@ Oklahoma City,REG,L,124-103,L,8.5,O,212.0
"Nov 12, 2015",vs LA Clippers,REG,W,118-104,W,-1.5,O,205.5
"Nov 14, 2015",vs Denver,REG,W,105-81,W,-7.5,U,205.0
"Nov 16, 2015",vs LA Lakers,REG,W,120-101,W,-11.5,O,205.0
"Nov 18, 2015",vs Chicago,REG,L,103-97,L,-3.0,U,203.0
"Nov 20, 2015",@ Denver,REG,W,114-107,W,-3.0,O,206.5
"Nov 22, 2015",@ New Orleans,REG,L,122-116,L,1.0,O,210.5
"Nov 23, 2015",@ San Antonio,REG,L,98-84,L,9.5,U,196.5
"Nov 25, 2015",vs New Orleans,REG,L,120-114,L,-4.0,O,211.5
"Nov 27, 2015",vs Golden State,REG,L,135-116,L,8.0,O,217.5
"Nov 29, 2015",@ Toronto,REG,W,107-102,W,3.0,O,202.5
"Dec 1, 2015",@ Brooklyn,REG,L,94-91,L,-4.0,U,208.0
"Dec 2, 2015",@ Detroit,REG,L,127-122,L,3.5,O,203.0
"Dec 4, 2015",@ Washington,REG,L,109-106,L,-2.5,P,215.0
"Dec 6, 2015",@ Memphis,REG,L,95-93,W,5.5,U,202.5
"Dec 7, 2015",@ Chicago,REG,W,103-101,W,7.0,O,203.5
"Dec 9, 2015",vs Orlando,REG,W,107-104,L,-4.5,O,206.0
"Dec 11, 2015",vs Portland,REG,L,106-96,L,-4.0,U,210.0
"Dec 13, 2015",vs Minnesota,REG,W,108-101,W,-5.5,U,209.5
"Dec 14, 2015",@ Dallas,REG,L,104-94,L,4.0,U,208.5
"Dec 16, 2015",@ Golden State,REG,L,128-103,L,12.0,O,219.5
"Dec 18, 2015",vs New Orleans,REG,W,104-88,W,-3.0,U,213.5
"Dec 20, 2015",vs Milwaukee,REG,L,101-95,L,-7.5,U,203.5
"Dec 21, 2015",@ Utah,REG,L,110-89,L,4.5,O,198.0
"Dec 23, 2015",vs Denver,REG,L,104-96,L,-9.0,U,208.0
"Dec 26, 2015",vs Philadelphia,REG,L,111-104,L,-11.5,O,205.0
"Dec 28, 2015",vs Cleveland,REG,L,101-97,W,9.5,U,199.0
"Dec 30, 2015",@ San Antonio,REG,L,112-79,L,14.5,U,198.5
"Dec 31, 2015",@ Oklahoma City,REG,L,110-106,W,16.0,O,212.0
"Jan 2, 2016",@ Sacramento,REG,L,142-119,L,5.5,O,213.0
"Jan 3, 2016",@ LA Lakers,REG,L,97-77,L,-1.0,U,209.0
"Jan 6, 2016",vs Charlotte,REG,W,111-102,W,2.0,O,203.5
"Jan 8, 2016",vs Miami,REG,L,103-95,L,5.0,O,197.5
"Jan 12, 2016",@ Indiana,REG,L,116-97,L,12.0,O,204.5
"Jan 15, 2016",@ Boston,REG,L,117-103,L,9.0,O,209.5
"Jan 17, 2016",@ Minnesota,REG,L,117-87,L,3.5,U,206.5
"Jan 19, 2016",vs Indiana,REG,L,97-94,W,5.5,U,207.5
"Jan 21, 2016",vs San Antonio,REG,L,117-89,L,16.0,O,200.0
"Jan 23, 2016",vs Atlanta,REG,W,98-95,W,10.5,U,203.5
"Jan 26, 2016",@ Philadelphia,REG,L,113-103,L,2.0,O,204.5
"Jan 27, 2016",@ Cleveland,REG,L,115-93,L,18.0,U,210.0
"Jan 29, 2016",@ New York,REG,L,102-84,L,7.0,U,203.0
"Jan 31, 2016",@ Dallas,REG,L,91-78,L,8.5,U,198.0
"Feb 2, 2016",vs Toronto,REG,L,104-97,W,9.5,O,200.0
