Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total
"Oct 28, 2015",@ Sacramento,REG,W,111-104,W,-6.0,O,211.0
"Oct 29, 2015",vs Dallas,REG,W,104-88,W,-12.0,U,213.0
"Oct 31, 2015",vs Sacramento,REG,W,114-109,L,-10.5,O,216.0
"Nov 2, 2015",vs Phoenix,REG,W,102-96,L,-9.0,U,208.0
"Nov 4, 2015",@ Golden State,REG,L,112-108,W,7.5,O,217.5
"Nov 7, 2015",vs Houston,REG,L,109-105,L,-5.5,O,211.5
"Nov 9, 2015",vs Memphis,REG,W,94-92,L,-7.5,U,200.0
"Nov 11, 2015",@ Dallas,REG,L,118-108,L,-6.5,O,211.5
"Nov 12, 2015",@ Phoenix,REG,L,118-104,L,1.5,O,205.5
"Nov 14, 2015",vs Detroit,REG,W,101-96,W,-2.5,O,196.5
"Nov 19, 2015",vs Golden State,REG,L,124-117,L,5.5,O,213.5
"Nov 20, 2015",@ Portland,REG,L,102-91,L,-4.5,U,210.0
"Nov 22, 2015",vs Toronto,REG,L,91-80,L,-6.5,U,204.0
"Nov 24, 2015",@ Denver,REG,W,111-94,W,-7.0,O,204.5
"Nov 25, 2015",vs Utah,REG,L,102-91,L,-4.5,U,197.0
"Nov 27, 2015",vs New Orleans,REG,W,111-90,W,-6.5,U,212.0
"Nov 29, 2015",vs Minnesota,REG,W,107-99,L,-10.0,P,206.0
"Nov 30, 2015",vs Portland,REG,W,102-87,W,-7.0,U,206.0
"Dec 2, 2015",vs Indiana,REG,L,103-91,L,2.0,U,202.0
"Dec 5, 2015",vs Orlando,REG,W,103-101,L,-2.5,O,198.0
"Dec 7, 2015",@ Minnesota,REG,W,110-106,P,-4.0,O,205.5
"Dec 9, 2015",@ Milwaukee,REG,W,109-95,W,-5.5,O,200.0
"Dec 10, 2015",@ Chicago,REG,L,83-80,L,-1.5,U,203.5
"Dec 12, 2015",@ Brooklyn,REG,W,105-100,L,-7.0,U,206.0
"Dec 14, 2015",@ Detroit,REG,W,105-103,P,-2.0,O,204.5
"Dec 16, 2015",vs Milwaukee,REG,W,103-90,W,-11.0,U,198.0
"Dec 18, 2015",@ San Antonio,REG,L,115-107,L,7.5,O,195.5
"Dec 19, 2015",@ Houston,REG,L,107-97,L,-2.5,U,213.0
"Dec 21, 2015",vs Oklahoma City,REG,L,100-99,W,2.0,U,210.0
"Dec 25, 2015",@ LA Lakers,REG,W,94-84,L,-12.5,U,207.5
"Dec 26, 2015",@ Utah,REG,W,109-104,W,-2.0,O,192.5
"Dec 28, 2015",@ Washington,REG,W,108-91,W,1.0,U,207.5
"Dec 30, 2015",@ Charlotte,REG,W,122-117,W,-2.5,O,201.0
"Dec 31, 2015",@ New Orleans,REG,W,95-89,W,2.0,U,208.0
"Jan 2, 2016",vs Philadelphia,REG,W,130-99,W,-14.0,O,203.5
"Jan 6, 2016",@ Portland,REG,W,109-98,W,-3.5,O,205.5
"Jan 9, 2016",vs Charlotte,REG,W,97-83,W,-8.5,U,203.0
"Jan 10, 2016",vs New Orleans,REG,W,114-111,L,-9.5,O,204.5
"Jan 13, 2016",vs Miami,REG,W,104-90,W,-3.0,U,197.5
"Jan 16, 2016",vs Sacramento,REG,L,110-103,L,-4.0,U,218.0
"Jan 18, 2016",vs Houston,REG,W,140-132,W,-5.0,O,209.5
"Jan 21, 2016",@ Cleveland,REG,L,115-102,L,6.5,O,202.5
"Jan 22, 2016",@ New York,REG,W,116-88,W,-2.5,U,207.0
"Jan 24, 2016",@ Toronto,REG,L,112-94,L,2.5,O,205.0
"Jan 26, 2016",@ Indiana,REG,W,91-89,W,0.0,U,207.0
"Jan 27, 2016",@ Atlanta,REG,W,85-83,W,5.5,U,206.0
"Jan 29, 2016",vs LA Lakers,REG,W,105-93,L,-14.0,U,204.0
"Jan 31, 2016",vs Chicago,REG,W,120-93,W,-4.5,O,202.5
"Feb 3, 2016",vs Minnesota,REG,L,108-102,L,-10.5,P,210.0
"Feb 5, 2016",@ Orlando,REG,W,107-93,W,-3.5,U,204.5
"Feb 7, 2016",@ Miami,REG,W,100-93,W,-1.0,U,195.0
"Feb 8, 2016",@ Philadelphia,REG,W,98-92,L,-9.0,U,207.0
"Feb 10, 2016",@ Boston,REG,L,139-134,L,2.0,O,212.0
"Feb 18, 2016",vs San Antonio,REG,W,105-86,W,1.0,U,206.0
"Feb 20, 2016",vs Golden State,REG,L,115-112,W,4.0,U,228.5
"Feb 22, 2016",vs Phoenix,REG,W,124-84,W,-14.5,U,212.0
"Feb 24, 2016",vs Denver,REG,L,87-81,L,-11.0,U,213.5
"Feb 26, 2016",@ Sacramento,REG,W,117-107,W,-5.0,O,218.5
"Feb 29, 2016",vs Brooklyn,REG,W,105-95,L,-12.0,U,212.5
"Mar 2, 2016",vs Oklahoma City,REG,W,103-98,W,1.5,U,218.0
"Mar 5, 2016",vs Atlanta,REG,L,107-97,L,-5.5,O,201.0
"Mar 7, 2016",@ Dallas,REG,W,109-90,W,-5.5,U,208.5
"Mar 9, 2016",@ Oklahoma City,REG,L,120-108,L,6.0,O,215.5
"Mar 11, 2016",vs New York,REG,W,101-94,L,-10.5,U,205.0
"Mar 13, 2016",vs Cleveland,REG,L,114-90,L,2.5,U,208.0
"Mar 15, 2016",@ San Antonio,REG,L,108-87,L,9.5,U,201.0
"Mar 16, 2016",@ Houston,REG,W,122-106,W,3.5,O,217.0
"Mar 19, 2016",@ Memphis,REG,L,113-102,L,-9.0,O,198.5
"Mar 20, 2016",@ New Orleans,REG,L,109-105,L,-10.0,O,209.0
"Mar 23, 2016",@ Golden State,REG,L,114-98,L,10.5,U,223.0
"Mar 24, 2016",vs Portland,REG,W,96-94,L,-6.0,U,214.5
"Mar 27, 2016",vs Denver,REG,W,105-90,W,-8.5,U,208.5
"Mar 28, 2016",vs Boston,REG,W,114-90,W,-4.0,U,207.5
"Mar 30, 2016",@ Minnesota,REG,W,99-79,W,-6.0,U,212.5
"Mar 31, 2016",@ Oklahoma City,REG,L,119-117,W,16.5,O,208.5
"Apr 3, 2016",vs Washington,REG,W,114-109,L,-6.5,O,206.0
"Apr 5, 2016",vs LA Lakers,REG,W,103-81,W,-14.5,U,208.0
"Apr 6, 2016",@ LA Lakers,REG,W,91-81,L,-11.5,U,203.0
"Apr 8, 2016",@ Utah,REG,W,102-99,W,13.5,O,184.0
"Apr 10, 2016",vs Dallas,REG,W,98-91,W,-6.5,U,195.0
"Apr 12, 2016",vs Memphis,REG,W,110-84,W,-9.0,U,200.5
"Apr 13, 2016",@ Phoenix,REG,L,114-105,L,5.0,O,206.0
"Apr 17, 2016",vs Portland,PST,W,115-95,W,-8.5,U,210.5
"Apr 20, 2016",vs Portland,PST,W,102-81,W,-8.5,U,210.5
"Apr 23, 2016",@ Portland,PST,L,96-88,L,-1.5,U,208.5
"Apr 25, 2016",@ Portland,PST,L,98-84,L,-4.0,U,205.0
"Apr 27, 2016",vs Portland,PST,L,108-98,L,2.5,O,195.5
"Apr 29, 2016",@ Portland,PST,L,106-103,W,9.5,O,199.0
