Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total
"Oct 28, 2015",@ Houston,REG,W,105-85,W,10.5,U,212.0
"Oct 30, 2015",vs Minnesota,REG,L,95-78,L,-3.5,U,204.0
"Nov 1, 2015",@ Oklahoma City,REG,L,117-93,L,12.5,U,213.0
"Nov 3, 2015",@ LA Lakers,REG,W,120-109,W,2.5,O,203.5
"Nov 5, 2015",vs Utah,REG,L,96-84,L,3.0,U,190.5
"Nov 6, 2015",@ Golden State,REG,L,119-104,W,17.5,O,211.0
"Nov 9, 2015",vs Portland,REG,W,108-104,W,1.0,O,206.0
"Nov 11, 2015",vs Milwaukee,REG,W,103-102,L,-3.5,O,194.5
"Nov 13, 2015",vs Houston,REG,W,107-98,W,6.5,U,210.5
"Nov 14, 2015",@ Phoenix,REG,L,105-81,L,7.5,U,205.0
"Nov 17, 2015",@ New Orleans,REG,W,115-98,W,6.0,O,206.5
"Nov 18, 2015",@ San Antonio,REG,L,109-98,W,13.5,O,198.0
"Nov 20, 2015",vs Phoenix,REG,L,114-107,L,3.0,O,206.5
"Nov 22, 2015",vs Golden State,REG,L,118-105,P,13.0,O,210.0
"Nov 24, 2015",vs LA Clippers,REG,L,111-94,L,7.0,O,204.5
"Nov 27, 2015",vs San Antonio,REG,L,91-80,L,7.5,U,195.0
"Nov 28, 2015",@ Dallas,REG,L,92-81,L,8.5,U,205.0
"Nov 30, 2015",@ Milwaukee,REG,L,92-74,L,3.5,U,199.0
"Dec 2, 2015",@ Chicago,REG,L,99-90,W,9.5,U,197.0
"Dec 3, 2015",@ Toronto,REG,W,106-105,W,10.0,O,191.0
"Dec 5, 2015",@ Philadelphia,REG,W,108-105,P,-3.0,O,193.5
"Dec 8, 2015",vs Orlando,REG,L,85-74,L,4.0,U,199.0
"Dec 11, 2015",vs Minnesota,REG,W,111-108,W,-1.0,O,202.0
"Dec 14, 2015",vs Houston,REG,W,114-108,W,4.5,O,209.5
"Dec 15, 2015",@ Minnesota,REG,W,112-100,W,6.5,O,202.5
"Dec 18, 2015",@ Utah,REG,L,97-88,L,5.5,U,194.0
"Dec 20, 2015",vs New Orleans,REG,L,130-125,L,-1.0,O,204.5
"Dec 22, 2015",vs LA Lakers,REG,L,111-107,L,-5.0,O,204.5
"Dec 23, 2015",@ Phoenix,REG,W,104-96,W,9.0,U,208.0
"Dec 26, 2015",@ San Antonio,REG,L,101-86,L,14.5,U,194.5
"Dec 27, 2015",@ Oklahoma City,REG,L,122-112,W,16.5,O,207.0
"Dec 29, 2015",vs Cleveland,REG,L,93-87,P,6.0,U,195.0
"Dec 30, 2015",@ Portland,REG,L,110-103,L,6.5,O,201.5
"Jan 2, 2016",@ Golden State,REG,L,111-108,W,15.0,O,216.0
"Jan 3, 2016",vs Portland,REG,L,112-106,L,2.0,O,203.5
"Jan 6, 2016",@ Minnesota,REG,W,78-74,W,3.5,U,201.5
"Jan 8, 2016",@ Memphis,REG,L,91-84,L,5.5,U,189.0
"Jan 10, 2016",vs Charlotte,REG,W,95-92,W,1.5,U,198.0
"Jan 13, 2016",vs Golden State,REG,W,112-110,W,9.5,O,215.5
"Jan 15, 2016",vs Miami,REG,L,98-95,L,2.0,O,189.5
"Jan 17, 2016",vs Indiana,REG,W,129-126,W,2.5,O,200.0
"Jan 19, 2016",vs Oklahoma City,REG,L,110-104,W,9.0,O,213.0
"Jan 21, 2016",vs Memphis,REG,L,102-101,W,2.5,O,195.5
"Jan 23, 2016",vs Detroit,REG,W,104-101,W,4.5,U,205.5
"Jan 25, 2016",vs Atlanta,REG,L,119-105,L,4.0,O,208.0
"Jan 27, 2016",@ Boston,REG,L,111-103,W,9.5,P,214.0
"Jan 28, 2016",@ Washington,REG,W,117-113,W,7.5,O,212.0
"Jan 30, 2016",@ Indiana,REG,L,109-105,W,9.0,O,208.5
"Feb 1, 2016",vs Toronto,REG,W,112-93,W,5.0,P,205.0
"Feb 3, 2016",@ Utah,REG,L,85-81,W,8.0,U,195.0
"Feb 5, 2016",vs Chicago,REG,W,115-110,W,-3.0,O,207.0
"Feb 7, 2016",@ New York,REG,W,101-96,W,4.0,U,201.5
"Feb 8, 2016",@ Brooklyn,REG,L,105-104,L,-2.5,O,206.0
"Feb 10, 2016",@ Detroit,REG,W,103-92,W,4.0,U,207.0
"Feb 19, 2016",@ Sacramento,REG,L,116-110,L,3.5,O,218.5
"Feb 21, 2016",vs Boston,REG,L,121-101,L,3.5,O,213.5
"Feb 23, 2016",vs Sacramento,REG,L,114-110,L,-2.5,O,222.5
"Feb 24, 2016",@ LA Clippers,REG,W,87-81,W,11.0,U,213.5
"Feb 26, 2016",@ Dallas,REG,L,122-116,P,6.0,O,208.0
"Feb 29, 2016",vs Memphis,REG,L,103-96,L,1.0,U,204.0
