Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total
"Oct 28, 2015",vs Minnesota,REG,L,112-111,L,-2.5,O,203.0
"Oct 30, 2015",@ Sacramento,REG,L,132-114,L,7.0,O,211.5
"Nov 1, 2015",vs Dallas,REG,L,103-93,L,4.0,U,212.5
"Nov 3, 2015",vs Denver,REG,L,120-109,L,-2.5,O,203.5
"Nov 6, 2015",@ Brooklyn,REG,W,104-98,W,3.0,U,207.5
"Nov 8, 2015",@ New York,REG,L,99-95,W,5.5,U,211.5
"Nov 10, 2015",@ Miami,REG,L,101-88,L,11.0,U,200.0
"Nov 11, 2015",@ Orlando,REG,L,101-99,W,8.0,U,201.5
"Nov 13, 2015",@ Dallas,REG,L,90-82,L,7.5,U,210.5
"Nov 15, 2015",vs Detroit,REG,W,97-85,W,5.0,U,200.5
"Nov 16, 2015",@ Phoenix,REG,L,120-101,L,11.5,O,205.0
"Nov 20, 2015",vs Toronto,REG,L,102-91,L,7.0,U,203.5
"Nov 22, 2015",vs Portland,REG,L,107-93,L,2.5,U,204.5
"Nov 24, 2015",@ Golden State,REG,L,111-77,L,17.0,U,215.0
"Nov 28, 2015",@ Portland,REG,L,108-96,L,8.5,O,201.5
"Nov 29, 2015",vs Indiana,REG,L,107-103,W,10.0,O,202.0
"Dec 1, 2015",@ Philadelphia,REG,L,103-91,L,1.0,U,195.0
"Dec 2, 2015",@ Washington,REG,W,108-104,W,10.0,O,204.0
"Dec 4, 2015",@ Atlanta,REG,L,100-87,L,11.0,U,206.5
"Dec 6, 2015",@ Detroit,REG,L,111-91,L,9.5,O,199.5
"Dec 7, 2015",@ Toronto,REG,L,102-93,W,11.5,U,198.5
"Dec 9, 2015",@ Minnesota,REG,L,123-122,W,7.5,O,204.0
"Dec 11, 2015",@ San Antonio,REG,L,109-87,L,15.0,O,193.5
"Dec 12, 2015",@ Houston,REG,L,126-97,L,12.0,O,212.0
"Dec 15, 2015",vs Milwaukee,REG,W,113-95,W,3.5,O,198.5
"Dec 17, 2015",vs Houston,REG,L,107-87,L,6.5,U,215.0
"Dec 19, 2015",@ Oklahoma City,REG,L,118-78,L,16.5,U,207.5
"Dec 22, 2015",@ Denver,REG,W,111-107,W,5.0,O,204.5
"Dec 23, 2015",vs Oklahoma City,REG,L,120-85,L,14.0,U,207.5
"Dec 25, 2015",vs LA Clippers,REG,L,94-84,W,12.5,U,207.5
"Dec 27, 2015",@ Memphis,REG,L,112-96,L,9.5,O,195.0
"Dec 28, 2015",@ Charlotte,REG,L,108-98,W,12.0,O,203.5
"Dec 30, 2015",@ Boston,REG,W,112-104,W,13.5,O,206.5
"Jan 1, 2016",vs Philadelphia,REG,W,93-84,W,-2.5,U,207.5
"Jan 3, 2016",vs Phoenix,REG,W,97-77,W,1.0,U,209.0
"Jan 5, 2016",vs Golden State,REG,L,109-88,L,13.5,U,211.5
"Jan 7, 2016",@ Sacramento,REG,L,118-115,W,8.5,O,214.5
"Jan 8, 2016",vs Oklahoma City,REG,L,117-113,W,15.0,O,212.0
"Jan 10, 2016",vs Utah,REG,L,86-74,L,3.5,U,191.0
"Jan 12, 2016",vs New Orleans,REG,W,95-91,W,2.0,U,203.5
"Jan 14, 2016",@ Golden State,REG,L,116-98,W,18.5,U,216.0
"Jan 16, 2016",@ Utah,REG,L,109-82,L,8.5,P,191.0
"Jan 17, 2016",vs Houston,REG,L,112-95,L,9.5,O,205.5
"Jan 20, 2016",vs Sacramento,REG,L,112-93,L,7.0,U,215.0
"Jan 22, 2016",vs San Antonio,REG,L,108-95,W,16.0,O,198.5
"Jan 23, 2016",@ Portland,REG,L,121-103,L,11.5,O,209.5
"Jan 26, 2016",vs Dallas,REG,L,92-90,W,6.5,U,201.0
"Jan 28, 2016",vs Chicago,REG,L,114-91,L,8.5,O,199.5
"Jan 29, 2016",@ LA Clippers,REG,L,105-93,W,14.0,U,204.0
"Jan 31, 2016",vs Charlotte,REG,L,101-82,L,4.0,U,201.0
"Feb 2, 2016",vs Minnesota,REG,W,119-115,W,4.5,O,206.0
"Feb 4, 2016",@ New Orleans,REG,W,99-96,W,9.5,U,210.0
"Feb 6, 2016",@ San Antonio,REG,L,106-102,W,16.5,O,205.5
"Feb 8, 2016",@ Indiana,REG,L,89-87,W,12.0,U,207.0
"Feb 10, 2016",@ Cleveland,REG,L,120-111,W,16.0,O,210.0
"Feb 19, 2016",vs San Antonio,REG,L,119-113,W,10.0,O,200.5
"Feb 21, 2016",@ Chicago,REG,L,126-115,L,7.0,O,210.0
