Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total
"Jan 12, 2016",@ Minnesota,REG,W,101-96,L,-10.5,U,209.0
"Jan 13, 2016",vs Dallas,REG,W,108-89,W,-12.5,U,207.0
"Jan 15, 2016",vs Minnesota,REG,W,113-93,W,-13.0,U,209.5
"Jan 17, 2016",vs Miami,REG,W,99-74,W,-9.5,U,201.0
"Jan 19, 2016",@ Denver,REG,W,110-104,L,-9.0,O,213.0
"Jan 20, 2016",vs Charlotte,REG,W,109-95,W,-9.5,U,206.5
"Jan 22, 2016",@ Dallas,REG,W,109-106,L,-7.0,O,206.5
"Jan 24, 2016",@ Brooklyn,REG,L,116-106,L,-13.0,O,209.0
"Jan 26, 2016",@ New York,REG,W,128-122,L,-9.0,O,208.5
"Jan 27, 2016",@ Minnesota,REG,W,126-123,L,-6.5,O,213.0
"Jan 29, 2016",vs Houston,REG,W,116-108,P,-8.0,O,223.0
"Feb 1, 2016",vs Washington,REG,W,114-98,W,-10.0,U,223.0
"Feb 3, 2016",vs Orlando,REG,W,117-114,L,-11.0,O,212.0
"Feb 6, 2016",@ Golden State,REG,L,116-108,L,7.5,U,233.5
"Feb 8, 2016",@ Phoenix,REG,W,122-106,W,-13.0,O,214.0
"Feb 11, 2016",vs New Orleans,REG,W,121-95,W,-12.0,U,218.0
"Feb 19, 2016",vs Indiana,REG,L,101-98,L,-8.0,U,214.5
"Feb 21, 2016",vs Cleveland,REG,L,115-92,L,-3.5,U,218.0
"Feb 24, 2016",@ Dallas,REG,W,116-103,W,-5.5,O,215.0
"Feb 25, 2016",@ New Orleans,REG,L,123-119,L,-6.5,O,221.5
"Feb 27, 2016",vs Golden State,REG,L,121-118,P,3.0,O,233.5
"Feb 29, 2016",@ Sacramento,REG,W,131-116,W,-8.5,O,227.5
"Mar 2, 2016",@ LA Clippers,REG,L,103-98,L,-1.5,U,218.0
"Mar 3, 2016",@ Golden State,REG,L,121-106,L,7.5,U,230.5
"Mar 6, 2016",@ Milwaukee,REG,W,104-96,P,-8.0,U,219.0
"Mar 9, 2016",vs LA Clippers,REG,W,120-108,W,-6.0,O,215.5
"Mar 11, 2016",vs Minnesota,REG,L,99-96,L,-12.0,U,223.5
"Mar 12, 2016",@ San Antonio,REG,L,93-85,W,9.0,U,211.5
"Mar 14, 2016",vs Portland,REG,W,128-94,W,-7.5,O,217.0
"Mar 16, 2016",@ Boston,REG,W,130-109,W,-5.0,O,220.0
"Mar 18, 2016",@ Philadelphia,REG,W,111-97,L,-15.5,U,219.5
"Mar 19, 2016",@ Indiana,REG,W,115-111,W,-3.5,O,211.0
"Mar 22, 2016",vs Houston,REG,W,111-107,L,-9.0,U,226.0
"Mar 24, 2016",vs Utah,REG,W,113-91,W,-9.5,O,199.0
"Mar 26, 2016",vs San Antonio,REG,W,111-92,W,-12.5,U,207.5
"Mar 28, 2016",@ Toronto,REG,W,119-100,W,-3.0,O,211.5
"Mar 29, 2016",@ Detroit,REG,L,88-82,L,1.5,U,214.0
"Mar 31, 2016",vs LA Clippers,REG,W,119-117,L,-16.5,O,208.5
"Apr 3, 2016",@ Houston,REG,L,118-110,L,-3.0,O,221.5
"Apr 5, 2016",@ Denver,REG,W,124-102,W,-9.0,O,217.0
"Apr 6, 2016",@ Portland,REG,L,120-115,W,8.0,O,213.5
"Apr 9, 2016",@ Sacramento,REG,L,114-112,L,-8.5,O,225.0
"Apr 11, 2016",vs LA Lakers,REG,W,112-79,W,-15.5,U,216.5
"Apr 12, 2016",@ San Antonio,REG,L,102-98,W,13.0,U,202.5
"Apr 16, 2016",vs Dallas,PST,W,108-70,W,-12.0,U,206.0
"Apr 18, 2016",vs Dallas,PST,L,85-84,L,-14.0,U,203.0
"Apr 21, 2016",@ Dallas,PST,W,131-102,W,-9.5,O,198.5
"Apr 23, 2016",@ Dallas,PST,W,119-108,W,-8.5,O,203.5
"Apr 25, 2016",vs Dallas,PST,W,118-104,L,-14.5,O,204.5
"Apr 30, 2016",@ San Antonio,PST,L,124-92,L,6.5,O,200.0
"May 2, 2016",@ San Antonio,PST,W,98-97,W,7.5,U,200.0
"May 6, 2016",vs San Antonio,PST,L,100-96,L,2.5,U,200.0
"May 8, 2016",vs San Antonio,PST,W,111-97,W,-2.0,O,199.0
"May 10, 2016",@ San Antonio,PST,W,95-91,W,7.5,U,199.0
"May 12, 2016",vs San Antonio,PST,W,113-99,W,0.0,O,197.5
"May 16, 2016",@ Golden State,PST,W,108-102,W,7.5,U,225.0
"May 18, 2016",@ Golden State,PST,L,118-91,L,9.0,U,223.0
"May 22, 2016",vs Golden State,PST,W,133-105,W,2.5,O,219.0
"May 24, 2016",vs Golden State,PST,W,118-94,W,1.5,U,222.0
"May 26, 2016",@ Golden State,PST,L,120-111,L,7.0,O,219.5
"May 28, 2016",vs Golden State,PST,L,108-101,L,-3.0,U,221.5
"May 30, 2016",@ Golden State,PST,L,96-88,L,7.0,U,219.0
