Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total
"Oct 28, 2015",vs San Antonio,REG,W,112-106,W,-4.0,O,207.5
"Oct 30, 2015",@ Orlando,REG,W,139-136,L,-7.5,O,205.5
"Nov 1, 2015",vs Denver,REG,W,117-93,W,-12.5,U,213.0
"Nov 2, 2015",@ Houston,REG,L,110-105,L,-4.5,U,217.5
"Nov 4, 2015",vs Toronto,REG,L,103-98,L,-8.0,U,212.0
"Nov 5, 2015",@ Chicago,REG,L,104-98,L,1.0,U,211.5
"Nov 8, 2015",vs Phoenix,REG,W,124-103,W,-8.5,O,212.0
"Nov 10, 2015",@ Washington,REG,W,125-101,W,-6.5,O,216.0
"Nov 13, 2015",vs Philadelphia,REG,W,102-85,W,-13.0,U,206.5
"Nov 15, 2015",vs Boston,REG,L,100-85,L,-5.0,U,211.5
"Nov 16, 2015",@ Memphis,REG,L,122-114,L,2.5,O,197.5
"Nov 18, 2015",vs New Orleans,REG,W,110-103,L,-12.0,O,212.5
"Nov 20, 2015",vs New York,REG,L,93-90,L,-6.5,U,206.5
"Nov 22, 2015",vs Dallas,REG,W,117-114,L,-3.5,O,208.5
"Nov 23, 2015",@ Utah,REG,W,111-89,W,1.5,U,201.0
"Nov 25, 2015",vs Brooklyn,REG,W,110-99,L,-12.0,U,209.5
"Nov 27, 2015",vs Detroit,REG,W,103-87,W,-8.0,U,209.0
"Nov 30, 2015",@ Atlanta,REG,L,106-100,L,-3.0,U,213.5
"Dec 3, 2015",@ Miami,REG,L,97-95,L,-4.0,U,203.5
"Dec 6, 2015",vs Sacramento,REG,W,98-95,L,-12.0,U,221.5
"Dec 8, 2015",@ Memphis,REG,W,125-88,W,-2.0,O,201.5
"Dec 10, 2015",vs Atlanta,REG,W,107-94,W,-7.5,U,210.5
"Dec 11, 2015",@ Utah,REG,W,94-90,W,-3.5,U,204.0
"Dec 13, 2015",vs Utah,REG,W,104-98,L,-9.0,U,203.5
"Dec 16, 2015",vs Portland,REG,W,106-90,W,-10.0,U,207.5
"Dec 17, 2015",@ Cleveland,REG,L,104-100,L,2.0,O,203.0
"Dec 19, 2015",vs LA Lakers,REG,W,118-78,W,-16.5,U,207.5
"Dec 21, 2015",@ LA Clippers,REG,W,100-99,L,-2.0,U,210.0
"Dec 23, 2015",@ LA Lakers,REG,W,120-85,W,-14.0,U,207.5
"Dec 25, 2015",vs Chicago,REG,L,105-96,L,-10.0,U,206.0
"Dec 27, 2015",vs Denver,REG,W,122-112,L,-16.5,O,207.0
"Dec 29, 2015",vs Milwaukee,REG,W,131-123,L,-13.5,O,207.0
"Dec 31, 2015",vs Phoenix,REG,W,110-106,L,-16.0,O,212.0
"Jan 2, 2016",@ Charlotte,REG,W,109-90,W,-9.0,U,210.0
"Jan 4, 2016",vs Sacramento,REG,L,116-104,L,-7.5,O,214.0
"Jan 6, 2016",vs Memphis,REG,W,112-94,W,-8.5,O,198.5
"Jan 8, 2016",@ LA Lakers,REG,W,117-113,L,-15.0,O,212.0
"Jan 10, 2016",@ Portland,REG,L,115-110,L,-7.5,O,215.5
