Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total
"Oct 28, 2015",@ Toronto,REG,L,106-99,L,5.5,O,199.5
"Oct 29, 2015",vs Memphis,REG,L,112-103,L,3.0,O,191.0
"Oct 31, 2015",vs Utah,REG,L,97-76,L,-3.5,U,193.5
"Nov 3, 2015",@ Detroit,REG,W,94-82,W,4.5,U,200.5
"Nov 4, 2015",vs Boston,REG,W,100-98,W,2.0,U,207.0
"Nov 6, 2015",vs Miami,REG,W,90-87,W,0.0,U,195.0
"Nov 8, 2015",@ Cleveland,REG,L,101-97,W,8.0,O,196.5
"Nov 9, 2015",vs Orlando,REG,W,97-84,W,-4.5,U,195.5
"Nov 11, 2015",@ Boston,REG,W,102-91,W,3.5,U,202.5
"Nov 13, 2015",vs Minnesota,REG,W,107-103,L,-7.5,O,200.0
"Nov 16, 2015",@ Chicago,REG,L,96-95,W,6.5,U,197.5
"Nov 18, 2015",@ Philadelphia,REG,W,112-85,W,-6.0,O,190.5
"Nov 21, 2015",vs Milwaukee,REG,W,123-86,W,-5.0,O,193.0
"Nov 24, 2015",@ Washington,REG,W,123-106,W,3.0,O,207.5
"Nov 27, 2015",vs Chicago,REG,W,104-92,W,-3.5,U,199.5
"Nov 29, 2015",@ LA Lakers,REG,W,107-103,L,-10.0,O,202.0
"Dec 2, 2015",@ LA Clippers,REG,W,103-91,W,-2.0,U,202.0
"Dec 3, 2015",@ Portland,REG,L,123-111,L,-2.5,O,202.5
"Dec 5, 2015",@ Utah,REG,L,122-119,L,-2.0,O,196.5
"Dec 8, 2015",vs Golden State,REG,L,131-123,L,6.0,O,215.0
"Dec 11, 2015",vs Miami,REG,W,96-83,W,-4.5,U,196.5
"Dec 12, 2015",@ Detroit,REG,L,118-96,L,1.5,O,204.0
"Dec 14, 2015",vs Toronto,REG,W,106-90,W,-4.5,U,200.5
"Dec 16, 2015",vs Dallas,REG,W,107-81,W,-4.5,U,207.5
"Dec 18, 2015",vs Brooklyn,REG,W,104-97,L,-10.5,U,207.0
"Dec 19, 2015",@ Memphis,REG,L,96-84,L,-1.0,U,200.0
"Dec 21, 2015",@ San Antonio,REG,L,106-92,L,9.0,U,199.0
"Dec 23, 2015",vs Sacramento,REG,L,108-106,L,-7.0,U,215.0
"Dec 26, 2015",@ Minnesota,REG,W,102-88,W,-4.0,U,206.0
"Dec 28, 2015",vs Atlanta,REG,W,93-87,W,-1.5,U,205.0
"Dec 30, 2015",@ Chicago,REG,L,102-100,W,3.0,O,201.5
"Dec 31, 2015",vs Milwaukee,REG,L,120-116,L,-5.5,O,201.0
"Jan 2, 2016",vs Detroit,REG,W,94-82,W,-4.5,U,204.5
"Jan 4, 2016",@ Miami,REG,L,103-100,L,1.5,O,193.5
"Jan 6, 2016",@ Orlando,REG,W,95-86,W,-3.5,U,198.0
"Jan 8, 2016",@ New Orleans,REG,W,91-86,W,-2.0,U,205.0
"Jan 10, 2016",@ Houston,REG,L,107-103,L,2.5,O,207.0
"Jan 12, 2016",vs Phoenix,REG,W,116-97,W,-12.0,O,204.5
"Jan 13, 2016",@ Boston,REG,L,103-94,L,3.5,U,204.5
"Jan 15, 2016",vs Washington,REG,L,118-104,L,-7.0,O,208.5
"Jan 17, 2016",@ Denver,REG,L,129-126,L,-2.5,O,200.0
"Jan 19, 2016",@ Phoenix,REG,W,97-94,L,-5.5,U,207.5
"Jan 22, 2016",@ Golden State,REG,L,122-110,W,12.5,O,216.5
"Jan 23, 2016",@ Sacramento,REG,L,108-97,L,3.0,U,214.5
"Jan 26, 2016",vs LA Clippers,REG,L,91-89,L,0.0,U,207.0
"Jan 28, 2016",vs Atlanta,REG,W,111-92,W,-3.0,P,203.0
"Jan 30, 2016",vs Denver,REG,W,109-105,L,-9.0,O,208.5
"Feb 1, 2016",vs Cleveland,REG,L,111-106,W,5.5,O,208.0
"Feb 3, 2016",@ Brooklyn,REG,W,114-100,W,-6.5,O,199.0
"Feb 5, 2016",@ Atlanta,REG,L,102-96,L,5.5,U,208.5
"Feb 6, 2016",vs Detroit,REG,W,112-104,W,-4.5,O,203.5
"Feb 8, 2016",vs LA Lakers,REG,W,89-87,L,-12.0,U,207.0
"Feb 10, 2016",vs Charlotte,REG,L,117-95,L,-3.5,O,201.0
"Feb 19, 2016",@ Oklahoma City,REG,W,101-98,W,8.0,U,214.5
"Feb 21, 2016",@ Orlando,REG,W,105-102,W,-1.5,O,203.0
"Feb 22, 2016",@ Miami,REG,L,101-93,L,1.5,U,202.5
"Feb 24, 2016",vs New York,REG,W,108-105,L,-6.5,O,201.5
"Feb 26, 2016",vs Charlotte,REG,L,96-95,L,-4.0,U,203.0
"Feb 28, 2016",vs Portland,REG,L,111-102,L,-6.0,O,207.5
"Feb 29, 2016",@ Cleveland,REG,L,100-96,W,8.0,U,202.5
"Mar 2, 2016",@ Milwaukee,REG,W,104-99,W,-3.0,U,206.5
"Mar 4, 2016",@ Charlotte,REG,L,108-101,L,3.5,O,202.5
"Mar 5, 2016",@ Washington,REG,W,100-99,W,2.5,U,207.0
"Mar 7, 2016",vs San Antonio,REG,W,99-91,W,6.5,U,195.0
"Mar 12, 2016",@ Dallas,REG,W,112-105,W,1.0,O,203.0
"Mar 13, 2016",@ Atlanta,REG,L,104-75,L,5.5,U,198.0
"Mar 15, 2016",vs Boston,REG,W,103-98,W,-2.5,U,210.0
"Mar 17, 2016",vs Toronto,REG,L,101-94,L,-1.5,U,203.0
"Mar 19, 2016",vs Oklahoma City,REG,L,115-111,L,3.5,O,211.0
"Mar 21, 2016",vs Philadelphia,REG,W,91-75,W,-15.5,U,211.5
"Mar 24, 2016",vs New Orleans,REG,W,92-84,L,-14.0,U,202.0
"Mar 26, 2016",@ Brooklyn,REG,L,120-110,L,-6.0,O,205.0
"Mar 27, 2016",vs Houston,REG,W,104-101,W,-1.5,U,210.5
"Mar 29, 2016",vs Chicago,REG,L,98-96,L,-6.0,U,204.5
"Mar 31, 2016",vs Orlando,REG,L,114-94,L,-6.0,U,208.5
"Apr 2, 2016",@ Philadelphia,REG,W,115-102,W,-11.0,O,201.5
"Apr 3, 2016",@ New York,REG,W,92-87,L,-7.0,U,195.5
"Apr 6, 2016",vs Cleveland,REG,W,123-109,W,-3.5,O,196.0
"Apr 8, 2016",@ Toronto,REG,L,111-98,L,-5.5,O,194.0
"Apr 10, 2016",vs Brooklyn,REG,W,129-105,W,-13.5,O,204.0
"Apr 12, 2016",vs New York,REG,W,102-90,W,-11.5,U,197.5
"Apr 13, 2016",@ Milwaukee,REG,W,97-92,W,5.0,U,201.5
"Apr 16, 2016",@ Toronto,PST,W,100-90,W,7.0,U,194.5
"Apr 18, 2016",@ Toronto,PST,L,98-87,L,8.0,U,195.0
"Apr 21, 2016",vs Toronto,PST,L,101-85,L,0.0,U,194.5
"Apr 23, 2016",vs Toronto,PST,W,100-83,W,1.0,U,193.0
"Apr 26, 2016",@ Toronto,PST,L,102-99,W,7.5,O,194.0
"Apr 29, 2016",vs Toronto,PST,W,101-83,W,-2.0,U,192.5
"May 1, 2016",@ Toronto,PST,L,89-84,W,6.0,U,189.5
