Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total
"Oct 27, 2015",@ Golden State,REG,L,111-95,L,10.5,U,215.5
"Oct 28, 2015",@ Portland,REG,L,112-94,L,2.5,U,206.5
"Oct 31, 2015",vs Golden State,REG,L,134-120,L,5.5,O,211.5
"Nov 3, 2015",vs Orlando,REG,L,103-94,L,-5.0,U,205.5
"Nov 6, 2015",vs Atlanta,REG,L,121-115,L,2.5,O,206.0
"Nov 7, 2015",@ Dallas,REG,L,107-98,L,5.0,U,211.5
"Nov 10, 2015",vs Dallas,REG,W,120-105,W,-2.5,O,211.0
"Nov 11, 2015",@ Atlanta,REG,L,106-98,W,13.0,U,208.5
"Nov 13, 2015",@ Toronto,REG,L,100-81,L,10.0,U,205.0
"Nov 15, 2015",@ New York,REG,L,95-87,L,1.5,U,203.5
"Nov 17, 2015",vs Denver,REG,L,115-98,L,-6.0,O,206.5
"Nov 18, 2015",@ Oklahoma City,REG,L,110-103,W,12.0,O,212.5
"Nov 20, 2015",vs San Antonio,REG,W,104-90,W,7.5,U,201.5
"Nov 22, 2015",vs Phoenix,REG,W,122-116,W,-1.0,O,210.5
"Nov 25, 2015",@ Phoenix,REG,W,120-114,W,4.0,O,211.5
"Nov 27, 2015",@ LA Clippers,REG,L,111-90,L,6.5,U,212.0
"Nov 28, 2015",@ Utah,REG,L,101-87,L,5.5,U,195.5
"Dec 1, 2015",vs Memphis,REG,L,113-104,L,0.0,O,202.0
"Dec 2, 2015",@ Houston,REG,L,108-101,L,3.5,U,214.5
"Dec 4, 2015",vs Cleveland,REG,W,114-108,W,4.5,O,208.5
"Dec 7, 2015",vs Boston,REG,L,111-93,L,1.5,U,211.0
"Dec 11, 2015",vs Washington,REG,W,107-105,L,-3.5,O,211.0
"Dec 12, 2015",@ Chicago,REG,L,98-94,W,7.0,U,202.0
"Dec 14, 2015",@ Portland,REG,L,105-101,L,3.0,U,211.0
"Dec 16, 2015",@ Utah,REG,W,104-94,W,3.5,U,200.5
"Dec 18, 2015",@ Phoenix,REG,L,104-88,L,3.0,U,213.5
"Dec 20, 2015",@ Denver,REG,W,130-125,W,1.0,O,204.5
"Dec 23, 2015",vs Portland,REG,W,115-89,W,-7.5,O,203.5
"Dec 25, 2015",@ Miami,REG,L,94-88,L,4.0,U,200.0
"Dec 26, 2015",vs Houston,REG,W,110-108,W,1.5,O,209.0
"Dec 28, 2015",@ Orlando,REG,L,104-89,L,4.0,U,204.5
"Dec 31, 2015",vs LA Clippers,REG,L,95-89,L,-2.0,U,208.0
"Jan 2, 2016",@ Dallas,REG,W,105-98,W,4.0,U,205.5
"Jan 6, 2016",vs Dallas,REG,L,100-91,L,-8.0,U,204.5
"Jan 8, 2016",vs Indiana,REG,L,91-86,L,2.0,U,205.0
"Jan 10, 2016",@ LA Clippers,REG,L,114-111,W,9.5,O,204.5
"Jan 12, 2016",@ LA Lakers,REG,L,95-91,L,-2.0,U,203.5
"Jan 13, 2016",@ Sacramento,REG,W,109-97,W,6.5,U,216.0
"Jan 15, 2016",vs Charlotte,REG,W,109-107,L,-3.5,O,202.0
"Jan 18, 2016",@ Memphis,REG,L,101-99,W,4.5,O,193.0
"Jan 19, 2016",vs Minnesota,REG,W,114-99,W,-5.5,O,204.0
"Jan 21, 2016",vs Detroit,REG,W,115-99,W,-2.5,O,206.0
"Jan 23, 2016",vs Milwaukee,REG,W,116-99,W,-6.5,O,202.5
"Jan 25, 2016",vs Houston,REG,L,112-111,L,-4.0,O,216.5
"Jan 28, 2016",vs Sacramento,REG,W,114-105,W,5.5,O,216.0
"Jan 30, 2016",vs Brooklyn,REG,W,105-103,L,-8.5,O,204.5
"Feb 1, 2016",vs Memphis,REG,L,110-95,L,-3.0,O,202.5
"Feb 3, 2016",@ San Antonio,REG,L,110-97,L,12.5,P,207.0
"Feb 4, 2016",vs LA Lakers,REG,L,99-96,L,-9.5,U,210.0
"Feb 6, 2016",@ Cleveland,REG,L,99-84,L,9.5,U,206.5
"Feb 8, 2016",@ Minnesota,REG,W,116-102,W,2.0,O,210.5
"Feb 10, 2016",vs Utah,REG,W,100-96,W,-1.5,O,194.0
"Feb 11, 2016",@ Oklahoma City,REG,L,121-95,L,12.0,U,218.0
"Feb 19, 2016",vs Philadelphia,REG,W,121-114,L,-9.0,O,204.0
"Feb 21, 2016",@ Detroit,REG,W,111-106,W,5.0,O,206.5
"Feb 23, 2016",@ Washington,REG,L,109-89,L,5.0,U,217.5
"Feb 25, 2016",vs Oklahoma City,REG,W,123-119,W,6.5,O,221.5
"Feb 27, 2016",vs Minnesota,REG,L,112-110,L,-2.5,O,217.5
"Mar 2, 2016",@ Houston,REG,L,100-95,W,6.0,U,222.0
"Mar 3, 2016",vs San Antonio,REG,L,94-86,W,10.0,U,208.5
"Mar 5, 2016",vs Utah,REG,L,106-94,L,-1.0,O,195.5
"Mar 7, 2016",vs Sacramento,REG,W,115-112,W,1.5,O,219.5
"Mar 9, 2016",@ Charlotte,REG,L,122-113,L,8.5,O,209.0
"Mar 11, 2016",@ Memphis,REG,L,121-114,L,-3.0,O,204.5
"Mar 12, 2016",@ Milwaukee,REG,L,103-92,L,6.5,U,211.5
"Mar 14, 2016",@ Golden State,REG,L,125-107,L,16.0,O,231.5
"Mar 16, 2016",@ Sacramento,REG,W,123-108,W,3.5,O,223.5
"Mar 18, 2016",vs Portland,REG,L,117-112,L,2.0,O,220.0
"Mar 20, 2016",vs LA Clippers,REG,W,109-105,W,10.0,O,209.0
"Mar 22, 2016",vs Miami,REG,L,113-99,L,10.0,O,209.5
"Mar 24, 2016",@ Indiana,REG,L,92-84,W,14.0,U,202.0
"Mar 26, 2016",vs Toronto,REG,L,115-91,L,11.5,O,200.0
"Mar 28, 2016",vs New York,REG,W,99-91,W,5.5,U,203.0
"Mar 30, 2016",@ San Antonio,REG,L,100-92,W,19.0,U,196.0
"Mar 31, 2016",vs Denver,REG,W,101-95,W,7.0,U,206.5
"Apr 3, 2016",@ Brooklyn,REG,W,106-87,W,2.5,U,200.5
