Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total
"Oct 27, 2015",@ Atlanta,REG,W,106-94,W,7.0,O,196.5
"Oct 28, 2015",vs Utah,REG,W,92-87,W,0.0,U,191.5
"Oct 30, 2015",vs Chicago,REG,W,98-94,W,2.5,U,204.0
"Nov 3, 2015",vs Indiana,REG,L,94-82,L,-4.5,U,200.5
"Nov 6, 2015",@ Phoenix,REG,W,100-92,W,4.0,U,198.5
"Nov 8, 2015",@ Portland,REG,W,120-103,W,1.5,O,199.5
"Nov 9, 2015",@ Golden State,REG,L,109-95,L,12.5,U,208.5
"Nov 11, 2015",@ Sacramento,REG,L,101-92,L,-2.0,U,205.5
"Nov 14, 2015",@ LA Clippers,REG,L,101-96,L,2.5,O,196.5
"Nov 15, 2015",@ LA Lakers,REG,L,97-85,L,-5.0,U,200.5
"Nov 17, 2015",vs Cleveland,REG,W,104-99,W,4.5,O,195.0
"Nov 20, 2015",@ Minnesota,REG,W,96-86,W,-2.5,U,202.5
"Nov 21, 2015",vs Washington,REG,L,97-95,L,0.0,U,206.0
"Nov 23, 2015",@ Milwaukee,REG,L,109-88,L,-3.0,O,190.5
"Nov 25, 2015",vs Miami,REG,W,104-81,W,-1.5,U,189.5
"Nov 27, 2015",@ Oklahoma City,REG,L,103-87,L,8.0,U,209.0
"Nov 29, 2015",@ Brooklyn,REG,L,87-83,L,-5.0,U,193.0
"Nov 30, 2015",vs Houston,REG,W,116-105,W,-4.5,O,198.0
"Dec 2, 2015",vs Phoenix,REG,W,127-122,W,-3.5,O,203.0
"Dec 4, 2015",vs Milwaukee,REG,W,102-95,W,-6.5,O,192.0
"Dec 6, 2015",vs LA Lakers,REG,W,111-91,W,-9.5,O,199.5
"Dec 7, 2015",@ Charlotte,REG,L,104-84,L,2.5,U,197.5
"Dec 9, 2015",vs Memphis,REG,L,93-92,L,-4.5,U,193.5
"Dec 11, 2015",@ Philadelphia,REG,W,107-95,W,-9.0,O,192.5
"Dec 12, 2015",vs Indiana,REG,W,118-96,W,-1.5,O,204.0
"Dec 14, 2015",vs LA Clippers,REG,L,105-103,P,2.0,O,204.5
"Dec 16, 2015",vs Boston,REG,W,119-116,W,-2.5,O,198.5
"Dec 18, 2015",@ Chicago,REG,W,147-144,W,5.0,O,197.0
"Dec 22, 2015",@ Miami,REG,W,93-92,W,2.5,U,195.0
"Dec 23, 2015",@ Atlanta,REG,L,107-100,P,7.0,O,200.0
"Dec 26, 2015",vs Boston,REG,L,99-93,L,1.5,U,204.0
"Dec 29, 2015",@ New York,REG,L,108-96,L,-1.5,O,198.5
"Dec 31, 2015",vs Minnesota,REG,W,115-90,W,-8.0,O,201.5
"Jan 2, 2016",@ Indiana,REG,L,94-82,L,4.5,U,204.5
"Jan 4, 2016",vs Orlando,REG,W,115-89,W,-4.5,O,198.0
"Jan 6, 2016",@ Boston,REG,W,99-94,W,3.0,U,202.0
"Jan 9, 2016",vs Brooklyn,REG,W,103-89,W,-11.0,U,194.5
"Jan 12, 2016",vs San Antonio,REG,L,109-99,L,7.0,O,196.0
"Jan 14, 2016",@ Memphis,REG,L,103-101,L,-1.0,O,192.0
"Jan 16, 2016",vs Golden State,REG,W,113-95,W,7.0,U,216.5
"Jan 18, 2016",vs Chicago,REG,L,111-101,L,-3.0,O,201.5
"Jan 20, 2016",@ Houston,REG,W,123-114,W,3.0,O,209.5
"Jan 21, 2016",@ New Orleans,REG,L,115-99,L,2.5,O,206.0
"Jan 23, 2016",@ Denver,REG,L,104-101,L,-4.5,U,205.5
"Jan 25, 2016",@ Utah,REG,W,95-92,W,2.5,U,192.5
"Jan 27, 2016",vs Philadelphia,REG,W,110-97,W,-12.0,P,207.0
"Jan 29, 2016",vs Cleveland,REG,L,114-106,L,4.0,O,207.5
"Jan 30, 2016",@ Toronto,REG,L,111-107,W,7.5,O,204.5
"Feb 1, 2016",@ Brooklyn,REG,W,105-100,L,-7.0,O,202.5
"Feb 3, 2016",@ Boston,REG,L,102-95,L,4.0,U,209.5
"Feb 4, 2016",vs New York,REG,W,111-105,W,-4.5,O,200.5
"Feb 6, 2016",@ Indiana,REG,L,112-104,L,4.5,O,203.5
"Feb 8, 2016",vs Toronto,REG,L,103-89,L,2.0,U,206.0
"Feb 10, 2016",vs Denver,REG,L,103-92,L,-4.0,U,207.0
"Feb 19, 2016",@ Washington,REG,L,98-86,L,2.0,U,209.0
"Feb 21, 2016",vs New Orleans,REG,L,111-106,L,-5.0,O,206.5
"Feb 22, 2016",@ Cleveland,REG,W,96-88,W,9.5,U,207.5
"Feb 24, 2016",vs Philadelphia,REG,W,111-91,W,-11.5,U,209.5
"Feb 27, 2016",@ Milwaukee,REG,W,102-91,W,1.0,U,202.0
"Feb 28, 2016",vs Toronto,REG,W,114-101,W,-1.5,O,199.0
"Mar 2, 2016",@ San Antonio,REG,L,97-81,L,11.0,U,201.0
"Mar 5, 2016",@ New York,REG,L,102-89,L,-7.0,U,201.0
"Mar 6, 2016",vs Portland,REG,W,123-103,W,1.5,O,207.5
"Mar 9, 2016",@ Dallas,REG,W,102-96,W,1.5,U,206.5
"Mar 11, 2016",@ Charlotte,REG,L,118-103,L,4.0,O,202.5
"Mar 12, 2016",@ Philadelphia,REG,W,125-111,W,-11.0,O,205.5
"Mar 14, 2016",@ Washington,REG,L,124-81,L,2.0,U,210.5
"Mar 16, 2016",vs Atlanta,REG,L,118-114,L,1.0,O,199.5
"Mar 18, 2016",vs Sacramento,REG,W,115-108,P,-7.0,O,218.5
"Mar 19, 2016",vs Brooklyn,REG,W,115-103,W,-8.0,O,211.5
"Mar 21, 2016",vs Milwaukee,REG,W,92-91,L,-7.5,U,206.5
"Mar 23, 2016",vs Orlando,REG,W,118-102,W,-6.0,O,204.5
"Mar 25, 2016",vs Charlotte,REG,W,112-105,W,-1.5,O,206.0
"Mar 26, 2016",vs Atlanta,REG,L,112-95,L,-1.5,P,207.0
"Mar 29, 2016",vs Oklahoma City,REG,W,88-82,W,-1.5,U,214.0
"Apr 1, 2016",vs Dallas,REG,L,98-89,L,-5.5,U,205.0
"Apr 2, 2016",@ Chicago,REG,W,94-90,W,3.0,U,206.5
"Apr 5, 2016",@ Miami,REG,L,107-89,L,4.5,U,202.0
"Apr 6, 2016",@ Orlando,REG,W,108-104,W,3.0,O,208.5
"Apr 8, 2016",vs Washington,REG,W,112-99,W,-6.0,O,203.5
"Apr 12, 2016",vs Miami,REG,L,99-93,L,1.5,U,199.5
"Apr 13, 2016",@ Cleveland,REG,W,112-110,W,4.0,O,194.0
"Apr 17, 2016",@ Cleveland,PST,L,106-101,W,11.0,O,200.5
"Apr 20, 2016",@ Cleveland,PST,L,107-90,L,11.0,U,202.0
"Apr 22, 2016",vs Cleveland,PST,L,101-91,L,4.5,U,200.5
"Apr 24, 2016",vs Cleveland,PST,L,100-98,W,6.5,P,198.0
