Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total
"Oct 27, 2015",@ Chicago,REG,L,97-95,W,4.0,U,198.5
"Oct 28, 2015",@ Memphis,REG,W,106-76,W,5.5,U,189.0
"Oct 30, 2015",vs Miami,REG,W,102-92,W,-4.5,U,200.5
"Nov 2, 2015",@ Philadelphia,REG,W,107-100,L,-13.0,O,195.0
"Nov 4, 2015",vs New York,REG,W,96-86,L,-10.5,U,205.0
"Nov 6, 2015",vs Philadelphia,REG,W,108-102,L,-13.5,O,196.0
"Nov 8, 2015",vs Indiana,REG,W,101-97,L,-8.0,O,196.5
"Nov 10, 2015",vs Utah,REG,W,118-114,L,-5.5,O,186.5
"Nov 13, 2015",@ New York,REG,W,90-84,L,-7.0,U,203.5
"Nov 14, 2015",@ Milwaukee,REG,L,108-105,L,-5.0,O,195.0
"Nov 17, 2015",@ Detroit,REG,L,104-99,L,-4.5,O,195.0
"Nov 19, 2015",vs Milwaukee,REG,W,115-100,W,-10.0,O,192.5
"Nov 21, 2015",vs Atlanta,REG,W,109-97,W,-5.5,O,198.5
"Nov 23, 2015",vs Orlando,REG,W,117-103,W,-8.0,O,199.5
"Nov 25, 2015",@ Toronto,REG,L,103-99,L,-3.0,O,200.5
"Nov 27, 2015",@ Charlotte,REG,W,95-90,W,-4.0,U,204.0
"Nov 28, 2015",vs Brooklyn,REG,W,90-88,L,-9.0,U,200.5
"Dec 1, 2015",vs Washington,REG,L,97-85,L,-8.5,U,205.0
"Dec 4, 2015",@ New Orleans,REG,L,114-108,L,-4.5,O,208.5
"Dec 5, 2015",@ Miami,REG,L,99-84,L,5.0,U,188.0
"Dec 8, 2015",vs Portland,REG,W,105-100,L,-9.0,O,200.0
"Dec 11, 2015",@ Orlando,REG,W,111-76,W,-3.5,U,196.0
"Dec 15, 2015",@ Boston,REG,W,89-77,W,-1.5,U,202.5
"Dec 17, 2015",vs Oklahoma City,REG,W,104-100,W,-2.0,O,203.0
"Dec 20, 2015",vs Philadelphia,REG,W,108-86,W,-16.5,U,198.0
"Dec 23, 2015",vs New York,REG,W,91-84,L,-12.5,U,195.0
"Dec 25, 2015",@ Golden State,REG,L,89-83,W,6.5,U,207.5
"Dec 26, 2015",@ Portland,REG,L,105-76,L,-7.5,U,195.5
"Dec 28, 2015",@ Phoenix,REG,W,101-97,L,-9.5,U,199.0
"Dec 29, 2015",@ Denver,REG,W,93-87,P,-6.0,U,195.0
"Jan 2, 2016",vs Orlando,REG,W,104-79,W,-8.5,U,192.0
"Jan 4, 2016",vs Toronto,REG,W,122-100,W,-8.0,O,194.0
"Jan 6, 2016",@ Washington,REG,W,121-115,L,-7.5,O,202.5
"Jan 8, 2016",@ Minnesota,REG,W,125-99,W,-10.0,O,195.0
"Jan 10, 2016",@ Philadelphia,REG,W,95-85,L,-16.5,U,206.0
"Jan 12, 2016",@ Dallas,REG,W,110-107,L,-6.0,O,199.5
"Jan 14, 2016",@ San Antonio,REG,L,99-95,W,6.0,U,195.5
"Jan 15, 2016",@ Houston,REG,W,91-77,W,-2.0,U,205.0
"Jan 18, 2016",vs Golden State,REG,L,132-98,L,-3.5,O,209.5
"Jan 20, 2016",@ Brooklyn,REG,W,91-78,P,-13.0,U,197.5
"Jan 21, 2016",vs LA Clippers,REG,W,115-102,W,-6.5,O,202.5
"Jan 23, 2016",vs Chicago,REG,L,96-83,L,-10.5,U,202.0
"Jan 25, 2016",vs Minnesota,REG,W,114-107,L,-13.5,O,205.0
"Jan 27, 2016",vs Phoenix,REG,W,115-93,W,-18.0,U,210.0
"Jan 29, 2016",@ Detroit,REG,W,114-106,W,-4.0,O,207.5
"Jan 30, 2016",vs San Antonio,REG,W,117-103,W,1.5,O,202.5
"Feb 1, 2016",@ Indiana,REG,W,111-106,L,-5.5,O,208.0
"Feb 3, 2016",@ Charlotte,REG,L,106-97,L,-8.0,O,202.0
"Feb 5, 2016",vs Boston,REG,L,104-103,L,-6.5,U,210.5
"Feb 6, 2016",vs New Orleans,REG,W,99-84,W,-9.5,U,206.5
