Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total
"Oct 17, 2017",@ Golden State,REG,W,122-121,W,9.5,O,230.5
"Oct 18, 2017",@ Sacramento,REG,W,105-100,L,-7.0,U,216.5
"Oct 21, 2017",vs Dallas,REG,W,107-91,W,-11.5,U,216.0
"Oct 23, 2017",vs Memphis,REG,L,98-90,L,-8.0,U,214.0
"Oct 25, 2017",@ Philadelphia,REG,W,105-104,L,-3.0,U,221.0
"Oct 27, 2017",@ Charlotte,REG,W,109-93,W,-2.5,U,214.5
"Oct 28, 2017",@ Memphis,REG,L,103-89,L,2.0,U,202.5
"Oct 30, 2017",vs Philadelphia,REG,L,115-107,L,-7.0,O,215.0
"Nov 1, 2017",@ New York,REG,W,119-97,W,-5.5,O,214.0
"Nov 3, 2017",@ Atlanta,REG,W,119-104,W,-9.0,O,213.5
"Nov 5, 2017",vs Utah,REG,W,137-110,W,-6.5,O,204.0
"Nov 9, 2017",vs Cleveland,REG,W,117-113,L,-6.0,O,227.5
"Nov 11, 2017",vs Memphis,REG,W,111-96,W,-7.0,U,210.0
"Nov 12, 2017",@ Indiana,REG,W,118-95,W,-3.5,U,226.0
"Nov 14, 2017",vs Toronto,REG,L,129-113,L,-6.5,O,218.5
"Nov 16, 2017",@ Phoenix,REG,W,142-116,W,-12.5,O,230.5
"Nov 18, 2017",@ Memphis,REG,W,105-83,W,-7.5,U,214.0
"Nov 22, 2017",vs Denver,REG,W,125-95,W,-9.0,U,223.5
"Nov 25, 2017",vs New York,REG,W,117-102,L,-18.5,O,214.0
"Nov 27, 2017",vs Brooklyn,REG,W,117-103,L,-18.0,U,224.5
"Nov 29, 2017",vs Indiana,REG,W,118-97,W,-11.0,U,224.5
"Dec 3, 2017",@ LA Lakers,REG,W,118-95,W,-12.0,U,223.0
"Dec 7, 2017",@ Utah,REG,W,112-101,W,-6.0,O,211.0
"Dec 9, 2017",@ Portland,REG,W,124-117,L,-8.5,O,217.0
"Dec 11, 2017",vs New Orleans,REG,W,130-123,L,-13.5,O,227.5
"Dec 13, 2017",vs Charlotte,REG,W,108-96,P,-12.0,U,219.0
"Dec 15, 2017",vs San Antonio,REG,W,124-109,W,-8.0,O,214.0
"Dec 16, 2017",vs Milwaukee,REG,W,115-111,L,-10.5,O,222.0
"Dec 18, 2017",vs Utah,REG,W,120-99,W,-12.0,O,216.5
"Dec 20, 2017",vs LA Lakers,REG,L,122-116,L,-14.5,O,225.5
"Dec 22, 2017",vs LA Clippers,REG,L,128-118,L,-12.0,O,221.0
"Dec 25, 2017",@ Oklahoma City,REG,L,112-107,L,2.0,U,219.5
"Dec 28, 2017",@ Boston,REG,L,99-98,L,-2.0,U,216.5
"Dec 29, 2017",@ Washington,REG,L,121-103,L,-1.5,U,224.5
"Dec 31, 2017",vs LA Lakers,REG,W,148-142,L,-15.0,O,226.0
"Jan 3, 2018",@ Orlando,REG,W,116-98,W,-7.5,U,216.5
"Jan 4, 2018",vs Golden State,REG,L,124-114,L,4.5,O,230.5
"Jan 6, 2018",@ Detroit,REG,L,108-101,L,-6.0,U,212.0
"Jan 8, 2018",@ Chicago,REG,W,116-107,W,-6.0,O,220.0
"Jan 10, 2018",vs Portland,REG,W,121-112,W,-7.0,O,217.5
"Jan 12, 2018",@ Phoenix,REG,W,112-95,W,-7.0,U,231.0
"Jan 15, 2018",@ LA Clippers,REG,L,113-102,L,-4.5,U,230.5
"Jan 18, 2018",vs Minnesota,REG,W,116-98,W,-5.5,U,225.0
"Jan 20, 2018",vs Golden State,REG,W,116-108,W,2.5,U,237.5
"Jan 22, 2018",vs Miami,REG,W,99-90,L,-10.5,U,213.0
"Jan 24, 2018",@ Dallas,REG,W,104-97,W,-6.5,U,216.5
"Jan 26, 2018",@ New Orleans,REG,L,115-113,L,-4.5,P,228.0
"Jan 28, 2018",vs Phoenix,REG,W,113-102,L,-14.5,U,225.5
"Jan 30, 2018",vs Orlando,REG,W,114-107,L,-13.0,O,219.5
"Feb 1, 2018",@ San Antonio,REG,W,102-91,W,-2.5,U,208.5
"Feb 3, 2018",@ Cleveland,REG,W,120-88,W,-4.0,U,232.0
"Feb 6, 2018",@ Brooklyn,REG,W,123-113,L,-11.0,O,218.5
"Feb 7, 2018",@ Miami,REG,W,109-101,W,-4.5,O,207.0
"Feb 9, 2018",vs Denver,REG,W,130-104,W,-8.5,O,223.0
