Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total
"Oct 18, 2017",vs Denver,REG,W,106-96,W,-2.5,U,204.5
"Oct 20, 2017",@ Minnesota,REG,L,100-97,W,4.5,P,197.0
"Oct 21, 2017",vs Oklahoma City,REG,W,96-87,W,4.0,U,200.0
"Oct 24, 2017",@ LA Clippers,REG,L,102-84,L,5.0,U,195.5
"Oct 25, 2017",@ Phoenix,REG,L,97-88,L,-7.5,U,205.0
"Oct 28, 2017",vs LA Lakers,REG,W,96-81,W,-11.0,U,202.0
"Oct 30, 2017",vs Dallas,REG,W,104-89,W,-8.5,O,190.5
"Nov 1, 2017",vs Portland,REG,W,112-103,W,-3.5,O,191.5
"Nov 3, 2017",vs Toronto,REG,L,109-100,L,-1.5,O,195.0
"Nov 5, 2017",@ Houston,REG,L,137-110,L,6.5,O,204.0
"Nov 7, 2017",vs Philadelphia,REG,L,104-97,L,-6.5,U,204.5
"Nov 10, 2017",vs Miami,REG,L,84-74,L,-2.5,U,193.5
"Nov 11, 2017",vs Brooklyn,REG,W,114-106,W,-7.0,O,208.5
"Nov 13, 2017",vs Minnesota,REG,L,109-98,L,3.0,U,209.5
"Nov 15, 2017",@ New York,REG,L,106-101,L,3.5,O,203.0
"Nov 17, 2017",@ Brooklyn,REG,L,118-107,L,2.0,O,209.0
"Nov 18, 2017",@ Orlando,REG,W,125-85,W,6.0,O,207.0
"Nov 20, 2017",@ Philadelphia,REG,L,107-86,L,6.0,U,211.0
"Nov 22, 2017",vs Chicago,REG,W,110-80,W,-8.5,U,195.0
"Nov 25, 2017",vs Milwaukee,REG,W,121-108,W,1.5,O,196.5
"Nov 28, 2017",vs Denver,REG,W,106-77,W,1.0,U,205.5
"Nov 30, 2017",@ LA Clippers,REG,W,126-107,W,1.0,O,202.5
"Dec 1, 2017",vs New Orleans,REG,W,114-108,W,3.5,O,205.0
"Dec 4, 2017",vs Washington,REG,W,116-69,W,-4.0,U,196.5
"Dec 5, 2017",@ Oklahoma City,REG,L,100-94,W,8.0,U,199.0
"Dec 7, 2017",vs Houston,REG,L,112-101,L,6.0,O,211.0
"Dec 9, 2017",@ Milwaukee,REG,L,117-100,L,1.0,O,197.0
"Dec 13, 2017",@ Chicago,REG,L,103-100,L,-5.5,O,196.5
"Dec 15, 2017",@ Boston,REG,W,107-95,W,4.5,O,197.5
"Dec 16, 2017",@ Cleveland,REG,L,109-100,W,9.5,U,212.0
"Dec 18, 2017",@ Houston,REG,L,120-99,L,12.0,O,216.5
"Dec 20, 2017",@ Oklahoma City,REG,L,107-79,L,8.0,U,196.5
"Dec 21, 2017",vs San Antonio,REG,W,100-89,W,2.0,U,195.0
"Dec 23, 2017",vs Oklahoma City,REG,L,103-89,L,-1.5,U,197.5
"Dec 26, 2017",@ Denver,REG,L,107-83,L,6.0,U,205.5
"Dec 27, 2017",@ Golden State,REG,L,126-101,L,11.0,O,204.0
"Dec 30, 2017",vs Cleveland,REG,W,104-101,W,2.5,U,207.5
"Jan 3, 2018",vs New Orleans,REG,L,108-98,L,-1.0,U,212.5
"Jan 5, 2018",@ Denver,REG,L,99-91,L,6.5,U,208.5
"Jan 7, 2018",@ Miami,REG,L,103-102,W,4.0,O,196.0
"Jan 10, 2018",@ Washington,REG,W,107-104,W,8.0,O,208.5
"Jan 12, 2018",@ Charlotte,REG,L,99-88,L,4.5,U,206.0
"Jan 15, 2018",vs Indiana,REG,L,109-94,L,-5.0,U,207.0
"Jan 17, 2018",@ Sacramento,REG,W,120-105,W,-4.5,O,203.5
"Jan 19, 2018",vs New York,REG,L,117-115,L,-5.5,O,201.0
"Jan 20, 2018",vs LA Clippers,REG,W,125-113,W,-2.5,O,213.0
"Jan 22, 2018",@ Atlanta,REG,L,104-90,L,-2.5,U,204.0
"Jan 24, 2018",@ Detroit,REG,W,98-95,W,2.5,U,199.5
"Jan 26, 2018",@ Toronto,REG,W,97-93,W,8.0,U,209.0
"Jan 30, 2018",vs Golden State,REG,W,129-99,W,7.5,O,216.0
"Feb 2, 2018",@ Phoenix,REG,W,129-97,W,-6.0,O,210.5
"Feb 3, 2018",@ San Antonio,REG,W,120-111,W,6.0,O,196.0
"Feb 5, 2018",@ New Orleans,REG,W,133-109,W,1.0,O,216.0
"Feb 7, 2018",@ Memphis,REG,W,92-88,L,-6.5,U,199.0
"Feb 9, 2018",vs Charlotte,REG,W,106-94,W,-6.5,U,206.0
"Feb 11, 2018",@ Portland,REG,W,115-96,W,4.0,O,206.0
"Feb 12, 2018",vs San Antonio,REG,W,101-99,L,-4.0,O,197.5
"Feb 14, 2018",vs Phoenix,REG,W,107-97,L,-11.0,U,213.0
"Feb 23, 2018",vs Portland,REG,L,100-81,L,-4.5,U,208.0
"Feb 24, 2018",vs Dallas,REG,W,97-90,L,-10.5,U,204.0
"Feb 26, 2018",vs Houston,REG,L,96-85,L,1.5,U,211.5
"Mar 2, 2018",vs Minnesota,REG,W,116-108,W,-7.5,O,208.5
"Mar 3, 2018",@ Sacramento,REG,W,98-91,P,-7.0,U,201.5
"Mar 5, 2018",vs Orlando,REG,W,94-80,W,-9.0,U,207.5
"Mar 7, 2018",@ Indiana,REG,W,104-84,W,-1.5,U,201.0
"Mar 9, 2018",@ Memphis,REG,W,95-78,W,-10.0,U,197.5
"Mar 11, 2018",@ New Orleans,REG,W,116-99,W,-1.5,O,211.5
"Mar 13, 2018",vs Detroit,REG,W,110-79,W,-8.5,U,195.5
"Mar 15, 2018",vs Phoenix,REG,W,116-88,W,-14.0,U,214.5
"Mar 17, 2018",vs Sacramento,REG,W,103-97,L,-15.5,O,197.0
"Mar 20, 2018",vs Atlanta,REG,L,99-94,L,-14.0,U,207.5
"Mar 22, 2018",@ Dallas,REG,W,119-112,L,-8.5,O,199.0
"Mar 23, 2018",@ San Antonio,REG,L,124-120,L,3.0,O,193.5
"Mar 25, 2018",@ Golden State,REG,W,110-91,W,-9.0,O,198.0
"Mar 28, 2018",vs Boston,REG,L,97-94,L,-10.5,U,193.5
"Mar 30, 2018",vs Memphis,REG,W,107-97,L,-14.5,O,197.0
"Apr 1, 2018",@ Minnesota,REG,W,121-97,W,-2.5,O,208.0
"Apr 3, 2018",vs LA Lakers,REG,W,117-110,L,-11.0,O,209.5
"Apr 5, 2018",vs LA Clippers,REG,W,117-95,W,-7.5,O,211.5
"Apr 8, 2018",@ LA Lakers,REG,W,112-97,W,-9.5,O,208.0
"Apr 10, 2018",vs Golden State,REG,W,119-79,W,-8.0,U,211.0
"Apr 11, 2018",@ Portland,REG,L,102-93,L,2.0,U,202.5
