Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total
"Oct 18, 2017",@ Indiana,REG,L,140-131,L,3.0,O,217.0
"Oct 20, 2017",vs Orlando,REG,W,126-121,W,-2.0,O,226.5
"Oct 22, 2017",vs Atlanta,REG,W,116-104,W,-1.5,P,220.0
"Oct 24, 2017",@ Orlando,REG,L,125-121,W,4.5,O,228.5
"Oct 25, 2017",vs Cleveland,REG,W,112-107,W,8.0,U,223.5
"Oct 27, 2017",@ New York,REG,L,107-86,L,2.0,U,222.5
"Oct 29, 2017",vs Denver,REG,L,124-111,L,5.5,O,222.5
"Oct 31, 2017",vs Phoenix,REG,L,122-114,L,-4.0,O,230.0
"Nov 3, 2017",@ LA Lakers,REG,L,124-112,L,3.0,O,227.0
"Nov 6, 2017",@ Phoenix,REG,W,98-92,W,-1.0,U,233.5
"Nov 7, 2017",@ Denver,REG,L,112-104,W,12.0,U,230.5
"Nov 10, 2017",@ Portland,REG,W,101-97,W,8.5,U,218.5
"Nov 11, 2017",@ Utah,REG,L,114-106,L,7.0,O,208.5
"Nov 14, 2017",vs Boston,REG,L,109-102,L,6.5,O,209.5
"Nov 17, 2017",vs Utah,REG,W,118-107,W,-2.0,O,209.0
"Nov 19, 2017",vs Golden State,REG,L,118-111,W,11.5,U,230.5
"Nov 22, 2017",@ Cleveland,REG,L,119-109,W,11.5,P,228.0
"Nov 24, 2017",vs Portland,REG,L,127-125,W,5.0,O,210.5
"Nov 26, 2017",@ Memphis,REG,W,98-88,W,5.5,U,212.0
"Nov 27, 2017",@ Houston,REG,L,117-103,W,18.0,U,224.5
"Nov 29, 2017",@ Dallas,REG,W,109-104,W,5.5,O,211.0
"Dec 2, 2017",vs Atlanta,REG,L,114-102,L,-4.5,U,217.0
"Dec 4, 2017",@ Atlanta,REG,W,110-90,W,1.0,U,222.0
"Dec 7, 2017",vs Oklahoma City,REG,W,100-95,W,7.0,U,215.5
"Dec 9, 2017",vs Miami,REG,L,101-89,L,2.5,U,212.5
"Dec 12, 2017",vs Washington,REG,W,103-98,W,3.5,U,213.5
"Dec 14, 2017",vs New York,REG,L,111-104,L,-1.5,O,213.0
"Dec 15, 2017",@ Toronto,REG,L,120-87,L,13.0,U,218.0
"Dec 17, 2017",vs Indiana,REG,L,109-97,L,3.5,U,219.5
"Dec 20, 2017",vs Sacramento,REG,L,104-99,L,-5.5,U,206.0
"Dec 22, 2017",vs Washington,REG,W,119-84,W,6.0,U,215.5
"Dec 23, 2017",@ Indiana,REG,L,123-119,W,9.5,O,216.0
"Dec 26, 2017",@ San Antonio,REG,L,109-97,P,12.0,U,206.5
"Dec 27, 2017",@ New Orleans,REG,L,128-113,L,9.0,O,221.5
"Dec 29, 2017",@ Miami,REG,W,111-87,W,6.0,U,204.0
"Dec 31, 2017",@ Boston,REG,L,108-105,W,9.5,O,209.5
"Jan 1, 2018",vs Orlando,REG,W,98-95,W,-1.5,U,219.0
"Jan 3, 2018",vs Minnesota,REG,W,98-97,W,6.0,U,211.5
"Jan 6, 2018",vs Boston,REG,L,87-85,W,3.0,U,205.5
"Jan 8, 2018",vs Toronto,REG,L,114-113,W,7.5,O,218.0
"Jan 10, 2018",vs Detroit,REG,L,114-80,L,2.0,U,206.0
"Jan 12, 2018",@ Atlanta,REG,W,110-105,W,3.0,O,211.0
"Jan 13, 2018",@ Washington,REG,L,119-113,W,9.5,O,215.5
"Jan 15, 2018",vs New York,REG,L,119-104,L,-3.5,O,211.0
"Jan 17, 2018",vs San Antonio,REG,L,100-95,P,5.0,U,204.5
"Jan 19, 2018",vs Miami,REG,W,101-95,W,3.0,U,206.5
"Jan 21, 2018",@ Detroit,REG,W,101-100,W,6.0,U,209.5
"Jan 23, 2018",@ Oklahoma City,REG,L,109-108,W,9.5,O,211.0
"Jan 26, 2018",@ Milwaukee,REG,L,116-91,L,6.0,U,212.0
"Jan 27, 2018",@ Minnesota,REG,L,111-97,L,11.0,U,215.5
"Jan 30, 2018",@ New York,REG,L,111-95,L,5.5,U,214.0
"Jan 31, 2018",vs Philadelphia,REG,W,116-108,W,8.0,O,213.0
"Feb 2, 2018",vs LA Lakers,REG,L,102-99,L,-1.0,U,217.5
"Feb 4, 2018",vs Milwaukee,REG,L,109-94,L,4.5,U,207.0
"Feb 6, 2018",vs Houston,REG,L,123-113,W,11.0,O,218.5
"Feb 7, 2018",@ Detroit,REG,L,115-106,W,9.5,O,211.0
"Feb 10, 2018",vs New Orleans,REG,L,138-128,L,2.5,O,220.5
"Feb 12, 2018",vs LA Clippers,REG,L,114-101,L,4.5,U,221.5
"Feb 14, 2018",vs Indiana,REG,L,108-103,L,3.5,U,211.5
"Feb 22, 2018",@ Charlotte,REG,L,111-96,L,8.5,U,216.5
"Feb 26, 2018",vs Chicago,REG,W,104-87,W,-4.5,U,216.0
"Feb 27, 2018",@ Cleveland,REG,L,129-123,W,10.5,O,222.0
"Mar 1, 2018",@ Sacramento,REG,L,116-111,L,-2.5,O,213.0
"Mar 4, 2018",@ LA Clippers,REG,L,123-120,W,7.0,O,222.5
"Mar 6, 2018",@ Golden State,REG,L,114-101,W,15.0,U,231.5
"Mar 8, 2018",@ Charlotte,REG,W,125-111,W,7.0,O,217.5
"Mar 11, 2018",vs Philadelphia,REG,L,120-97,L,5.5,U,219.0
"Mar 13, 2018",vs Toronto,REG,L,116-102,L,9.0,U,218.5
"Mar 16, 2018",@ Philadelphia,REG,L,120-116,W,8.5,O,217.5
"Mar 17, 2018",vs Dallas,REG,W,114-106,W,-4.5,O,211.5
"Mar 19, 2018",vs Memphis,REG,W,118-115,L,-8.0,O,211.0
"Mar 21, 2018",vs Charlotte,REG,L,111-105,L,1.0,U,221.5
"Mar 23, 2018",@ Toronto,REG,L,116-112,W,11.0,O,221.0
"Mar 25, 2018",vs Cleveland,REG,L,121-114,L,6.5,O,228.5
"Mar 28, 2018",@ Orlando,REG,W,111-104,W,-2.5,U,215.5
"Mar 31, 2018",@ Miami,REG,W,110-109,W,8.0,O,213.5
"Apr 1, 2018",vs Detroit,REG,L,108-96,L,0.0,U,212.5
