Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total
"Oct 17, 2017",vs Boston,REG,W,102-99,L,-4.5,U,216.0
"Oct 20, 2017",@ Milwaukee,REG,W,116-97,W,1.0,O,209.5
"Oct 21, 2017",vs Orlando,REG,L,114-93,L,-11.5,U,216.0
"Oct 24, 2017",vs Chicago,REG,W,119-112,L,-15.5,O,205.5
"Oct 25, 2017",@ Brooklyn,REG,L,112-107,L,-8.0,U,223.5
"Oct 28, 2017",@ New Orleans,REG,L,123-101,L,-2.0,O,220.0
"Oct 29, 2017",vs New York,REG,L,114-95,L,-10.5,U,212.5
"Nov 1, 2017",vs Indiana,REG,L,124-107,L,-10.0,O,217.5
"Nov 3, 2017",@ Washington,REG,W,130-122,W,3.5,O,225.0
"Nov 5, 2017",vs Atlanta,REG,L,117-115,L,-11.5,O,220.5
"Nov 7, 2017",vs Milwaukee,REG,W,124-119,P,-5.0,O,221.5
"Nov 9, 2017",@ Houston,REG,L,117-113,W,6.0,O,227.5
"Nov 11, 2017",@ Dallas,REG,W,111-104,W,-6.0,O,213.5
"Nov 13, 2017",@ New York,REG,W,104-101,L,-5.0,U,221.5
"Nov 15, 2017",@ Charlotte,REG,W,115-107,W,0.0,O,219.0
"Nov 17, 2017",vs LA Clippers,REG,W,118-113,L,-6.5,O,223.5
"Nov 20, 2017",@ Detroit,REG,W,116-88,W,-2.0,U,218.0
"Nov 22, 2017",vs Brooklyn,REG,W,119-109,L,-11.5,P,228.0
"Nov 24, 2017",vs Charlotte,REG,W,100-99,L,-5.0,U,217.5
"Nov 27, 2017",@ Philadelphia,REG,W,113-91,W,2.5,U,224.5
"Nov 28, 2017",vs Miami,REG,W,108-97,W,-4.0,U,210.0
"Nov 30, 2017",@ Atlanta,REG,W,121-114,L,-7.5,O,217.5
"Dec 2, 2017",vs Memphis,REG,W,116-111,L,-11.5,O,205.5
"Dec 4, 2017",@ Chicago,REG,W,113-91,W,-9.0,U,210.0
"Dec 6, 2017",vs Sacramento,REG,W,101-95,L,-12.5,U,210.0
"Dec 8, 2017",@ Indiana,REG,L,106-102,L,-3.5,U,221.0
"Dec 9, 2017",vs Philadelphia,REG,W,105-98,W,-5.5,U,220.5
"Dec 12, 2017",vs Atlanta,REG,W,123-114,L,-12.0,O,215.0
"Dec 14, 2017",vs LA Lakers,REG,W,121-112,L,-10.0,O,220.5
"Dec 16, 2017",vs Utah,REG,W,109-100,L,-9.5,U,212.0
"Dec 17, 2017",@ Washington,REG,W,106-99,W,2.5,U,215.0
"Dec 19, 2017",@ Milwaukee,REG,L,119-116,L,-1.5,O,215.0
"Dec 21, 2017",vs Chicago,REG,W,115-112,L,-10.0,O,216.0
"Dec 25, 2017",@ Golden State,REG,L,99-92,L,4.5,U,215.5
"Dec 27, 2017",@ Sacramento,REG,L,109-95,L,-9.0,U,207.5
"Dec 30, 2017",@ Utah,REG,L,104-101,L,-2.5,U,207.5
"Jan 2, 2018",vs Portland,REG,W,127-110,W,-8.5,O,216.5
"Jan 3, 2018",@ Boston,REG,L,102-88,L,3.0,U,212.5
"Jan 6, 2018",@ Orlando,REG,W,131-127,L,-9.0,O,221.5
"Jan 8, 2018",@ Minnesota,REG,L,127-99,L,-1.0,O,223.0
"Jan 11, 2018",@ Toronto,REG,L,133-99,L,-2.5,O,222.0
"Jan 12, 2018",@ Indiana,REG,L,97-95,L,-1.5,U,221.0
"Jan 15, 2018",vs Golden State,REG,L,118-108,L,5.5,U,233.5
"Jan 18, 2018",vs Orlando,REG,W,104-103,L,-11.5,U,227.5
"Jan 20, 2018",vs Oklahoma City,REG,L,148-124,L,-2.5,O,219.5
"Jan 23, 2018",@ San Antonio,REG,L,114-102,L,-2.5,O,210.5
"Jan 26, 2018",vs Indiana,REG,W,115-108,W,-6.0,P,223.0
"Jan 28, 2018",vs Detroit,REG,W,121-104,W,-7.5,O,219.0
"Jan 30, 2018",@ Detroit,REG,L,125-114,L,-6.0,O,219.5
"Jan 31, 2018",vs Miami,REG,W,91-89,L,-2.5,U,217.5
"Feb 3, 2018",vs Houston,REG,L,120-88,L,4.0,U,232.0
"Feb 6, 2018",@ Orlando,REG,L,116-98,L,-6.5,U,226.5
"Feb 7, 2018",vs Minnesota,REG,W,140-138,W,3.5,O,225.5
"Feb 9, 2018",@ Atlanta,REG,W,123-107,W,-2.0,O,212.5
"Feb 11, 2018",@ Boston,REG,W,121-99,W,5.0,O,212.0
"Feb 13, 2018",@ Oklahoma City,REG,W,120-112,W,3.5,O,223.5
"Feb 22, 2018",vs Washington,REG,L,110-103,L,-6.5,U,221.5
"Feb 23, 2018",@ Memphis,REG,W,112-89,W,-5.0,U,214.0
"Feb 25, 2018",vs San Antonio,REG,L,110-94,L,-4.5,U,213.0
"Feb 27, 2018",vs Brooklyn,REG,W,129-123,L,-10.5,O,222.0
"Mar 1, 2018",vs Philadelphia,REG,L,108-97,L,-3.0,U,222.0
"Mar 3, 2018",vs Denver,REG,L,126-117,L,-4.5,O,228.5
"Mar 5, 2018",vs Detroit,REG,W,112-90,W,-6.0,U,220.5
"Mar 7, 2018",@ Denver,REG,W,113-108,W,3.5,U,229.5
"Mar 9, 2018",@ LA Clippers,REG,L,116-102,L,-1.0,U,230.0
"Mar 11, 2018",@ LA Lakers,REG,L,127-113,L,-2.0,O,229.5
"Mar 13, 2018",@ Phoenix,REG,W,129-107,W,-8.0,O,231.0
"Mar 15, 2018",@ Portland,REG,L,113-105,L,6.0,U,220.5
"Mar 17, 2018",@ Chicago,REG,W,114-109,L,-7.0,O,222.0
"Mar 19, 2018",vs Milwaukee,REG,W,124-117,W,-2.5,O,226.0
"Mar 21, 2018",vs Toronto,REG,W,132-129,W,2.0,O,225.0
"Mar 23, 2018",vs Phoenix,REG,W,120-95,W,-15.0,U,228.0
"Mar 25, 2018",@ Brooklyn,REG,W,121-114,W,-6.5,O,228.5
"Mar 27, 2018",@ Miami,REG,L,98-79,L,-2.0,U,221.5
"Mar 28, 2018",@ Charlotte,REG,W,118-105,W,2.0,U,224.5
"Mar 30, 2018",vs New Orleans,REG,W,107-102,W,-4.5,U,231.0
"Apr 1, 2018",vs Dallas,REG,W,98-87,W,-10.5,U,213.0
"Apr 3, 2018",vs Toronto,REG,W,112-106,W,-1.5,U,223.0
"Apr 5, 2018",vs Washington,REG,W,119-115,L,-5.5,O,220.0
"Apr 6, 2018",@ Philadelphia,REG,L,132-130,W,3.5,O,225.5
