Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total
"Oct 19, 2017",vs LA Clippers,REG,L,108-92,L,6.5,U,219.0
"Oct 20, 2017",@ Phoenix,REG,W,132-130,W,3.0,O,220.5
"Oct 22, 2017",vs New Orleans,REG,L,119-112,L,4.5,O,221.5
"Oct 25, 2017",vs Washington,REG,W,102-99,W,5.5,U,228.5
"Oct 27, 2017",vs Toronto,REG,L,101-92,L,6.0,U,221.5
"Oct 28, 2017",@ Utah,REG,L,96-81,L,11.0,U,202.0
"Oct 31, 2017",vs Detroit,REG,W,113-93,W,3.0,U,207.0
"Nov 2, 2017",@ Portland,REG,L,113-110,W,6.0,O,212.0
"Nov 3, 2017",vs Brooklyn,REG,W,124-112,W,-3.0,O,227.0
"Nov 5, 2017",vs Memphis,REG,W,107-102,W,2.5,O,206.5
"Nov 8, 2017",@ Boston,REG,L,107-96,L,6.5,U,215.0
"Nov 9, 2017",@ Washington,REG,L,111-95,L,10.0,U,223.0
"Nov 11, 2017",@ Milwaukee,REG,L,98-90,L,6.0,U,217.5
"Nov 13, 2017",@ Phoenix,REG,W,100-93,W,1.0,U,230.0
"Nov 15, 2017",vs Philadelphia,REG,L,115-109,L,4.0,O,220.5
"Nov 17, 2017",vs Phoenix,REG,L,122-113,L,-7.5,O,229.0
"Nov 19, 2017",vs Denver,REG,W,127-109,W,5.5,O,222.5
"Nov 21, 2017",vs Chicago,REG,W,103-94,W,-5.5,U,211.0
"Nov 22, 2017",@ Sacramento,REG,L,113-102,L,1.0,O,205.5
"Nov 27, 2017",@ LA Clippers,REG,L,120-115,L,4.5,O,216.5
"Nov 29, 2017",vs Golden State,REG,L,127-123,W,13.5,O,228.5
"Dec 2, 2017",@ Denver,REG,L,115-100,L,3.5,U,222.0
"Dec 3, 2017",vs Houston,REG,L,118-95,L,12.0,U,223.0
"Dec 7, 2017",@ Philadelphia,REG,W,107-104,W,8.5,U,222.0
"Dec 9, 2017",@ Charlotte,REG,W,110-99,W,3.5,U,212.5
"Dec 12, 2017",@ New York,REG,L,113-109,L,2.5,O,211.0
"Dec 14, 2017",@ Cleveland,REG,L,121-112,W,10.0,O,220.5
"Dec 18, 2017",vs Golden State,REG,L,116-114,W,5.5,O,219.0
"Dec 20, 2017",@ Houston,REG,W,122-116,W,14.5,O,225.5
"Dec 22, 2017",@ Golden State,REG,L,113-106,W,11.5,O,216.5
"Dec 23, 2017",vs Portland,REG,L,95-92,L,-3.5,U,200.0
"Dec 25, 2017",vs Minnesota,REG,L,121-104,L,6.0,O,216.0
"Dec 27, 2017",vs Memphis,REG,L,109-99,L,-3.5,O,203.0
"Dec 29, 2017",vs LA Clippers,REG,L,121-106,L,3.0,O,217.5
"Dec 31, 2017",@ Houston,REG,L,148-142,W,15.0,O,226.0
"Jan 1, 2018",@ Minnesota,REG,L,114-96,L,9.5,U,214.5
"Jan 3, 2018",vs Oklahoma City,REG,L,133-96,L,5.5,O,214.0
"Jan 5, 2018",vs Charlotte,REG,L,108-94,L,2.5,U,216.5
"Jan 7, 2018",vs Atlanta,REG,W,132-113,W,-3.5,O,216.0
"Jan 9, 2018",vs Sacramento,REG,W,99-86,W,-8.0,U,213.0
"Jan 11, 2018",vs San Antonio,REG,W,93-81,W,2.5,U,212.5
"Jan 13, 2018",@ Dallas,REG,W,107-101,W,4.5,U,213.5
"Jan 15, 2018",@ Memphis,REG,L,123-114,L,3.5,O,204.0
"Jan 17, 2018",@ Oklahoma City,REG,L,114-90,L,9.5,U,215.5
"Jan 19, 2018",vs Indiana,REG,W,99-86,W,2.0,U,213.5
"Jan 21, 2018",vs New York,REG,W,127-107,W,2.0,O,213.5
"Jan 23, 2018",vs Boston,REG,W,108-107,W,5.0,O,206.5
"Jan 26, 2018",@ Chicago,REG,W,108-103,W,4.0,U,222.5
"Jan 28, 2018",@ Toronto,REG,L,123-111,L,10.5,O,217.0
"Jan 31, 2018",@ Orlando,REG,L,127-105,L,-2.5,O,217.0
"Feb 2, 2018",@ Brooklyn,REG,W,102-99,W,1.0,U,217.5
"Feb 4, 2018",@ Oklahoma City,REG,W,108-104,W,9.5,U,220.0
"Feb 6, 2018",vs Phoenix,REG,W,112-93,W,-7.5,U,217.5
"Feb 8, 2018",vs Oklahoma City,REG,W,106-81,W,-1.0,U,211.5
"Feb 10, 2018",@ Dallas,REG,L,130-123,L,3.0,O,213.5
"Feb 14, 2018",@ New Orleans,REG,L,139-117,L,5.5,O,231.5
"Feb 15, 2018",@ Minnesota,REG,L,119-111,W,10.0,O,228.0
"Feb 23, 2018",vs Dallas,REG,W,124-102,W,-4.5,O,221.5
"Feb 24, 2018",@ Sacramento,REG,W,113-108,W,-2.0,P,221.0
"Feb 26, 2018",@ Atlanta,REG,W,123-104,W,-2.0,O,221.0
"Mar 1, 2018",@ Miami,REG,W,131-113,W,5.5,O,218.0
"Mar 3, 2018",@ San Antonio,REG,W,116-112,W,5.5,O,218.5
"Mar 5, 2018",vs Portland,REG,L,108-103,L,2.0,U,226.0
"Mar 7, 2018",vs Orlando,REG,W,108-107,L,-6.5,U,226.5
"Mar 9, 2018",@ Denver,REG,L,125-116,L,7.0,O,230.5
"Mar 11, 2018",vs Cleveland,REG,W,127-113,W,2.0,O,229.5
"Mar 13, 2018",vs Denver,REG,W,112-103,W,2.5,U,232.5
"Mar 14, 2018",@ Golden State,REG,L,117-106,L,6.0,U,224.5
"Mar 16, 2018",vs Miami,REG,L,92-91,L,-2.5,U,220.5
"Mar 19, 2018",@ Indiana,REG,L,110-100,L,5.0,U,219.5
"Mar 22, 2018",@ New Orleans,REG,L,128-125,L,2.5,O,231.5
"Mar 24, 2018",@ Memphis,REG,W,100-93,W,-6.0,U,214.5
"Mar 26, 2018",@ Detroit,REG,L,112-106,L,5.0,O,213.0
"Mar 28, 2018",vs Dallas,REG,W,103-93,W,-8.5,U,216.5
"Mar 30, 2018",vs Milwaukee,REG,L,124-122,L,1.5,O,222.5
"Apr 1, 2018",vs Sacramento,REG,L,84-83,L,-7.5,U,211.5
"Apr 3, 2018",@ Utah,REG,L,117-110,W,11.0,O,209.5
"Apr 4, 2018",vs San Antonio,REG,W,122-112,W,6.5,O,204.5
"Apr 6, 2018",vs Minnesota,REG,L,113-96,L,5.0,U,221.0
"Apr 8, 2018",vs Utah,REG,L,112-97,L,9.5,O,208.0
"Apr 10, 2018",vs Houston,REG,L,105-99,W,9.0,U,218.0
"Apr 11, 2018",@ LA Clippers,REG,W,115-100,W,2.5,O,214.5
