Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total
"Oct 18, 2017",vs Atlanta,REG,L,117-111,L,-5.5,O,199.0
"Oct 20, 2017",vs Sacramento,REG,L,93-88,L,-6.0,U,202.0
"Oct 21, 2017",@ Houston,REG,L,107-91,L,11.5,U,216.0
"Oct 23, 2017",vs Golden State,REG,L,133-103,L,13.5,O,216.5
"Oct 25, 2017",vs Memphis,REG,W,103-94,W,3.5,U,197.5
"Oct 26, 2017",@ Memphis,REG,L,96-91,W,7.5,U,194.5
"Oct 28, 2017",vs Philadelphia,REG,L,112-110,L,1.0,O,205.0
"Oct 30, 2017",@ Utah,REG,L,104-89,L,8.5,O,190.5
"Nov 1, 2017",@ LA Clippers,REG,L,119-98,L,10.5,O,206.5
"Nov 3, 2017",vs New Orleans,REG,L,99-94,L,4.5,U,211.5
"Nov 4, 2017",@ Minnesota,REG,L,112-99,L,12.0,U,214.0
"Nov 7, 2017",@ Washington,REG,W,113-99,W,10.0,U,213.5
"Nov 11, 2017",vs Cleveland,REG,L,111-104,L,6.0,O,213.5
"Nov 12, 2017",@ Oklahoma City,REG,L,112-99,L,10.0,O,202.5
"Nov 14, 2017",vs San Antonio,REG,L,97-91,W,6.5,U,200.0
"Nov 17, 2017",vs Minnesota,REG,L,111-87,L,6.0,U,211.5
"Nov 18, 2017",vs Milwaukee,REG,W,111-79,W,6.0,U,203.5
"Nov 20, 2017",vs Boston,REG,L,110-102,L,6.5,O,200.5
"Nov 22, 2017",@ Memphis,REG,W,95-94,W,5.5,U,199.5
"Nov 25, 2017",vs Oklahoma City,REG,W,97-81,W,6.0,U,204.5
"Nov 27, 2017",@ San Antonio,REG,L,115-108,W,9.0,O,194.5
"Nov 29, 2017",vs Brooklyn,REG,L,109-104,L,-5.5,O,211.0
"Dec 2, 2017",vs LA Clippers,REG,W,108-82,W,-4.5,U,209.0
"Dec 4, 2017",vs Denver,REG,W,122-105,W,-2.0,O,209.0
"Dec 6, 2017",@ Boston,REG,L,97-90,W,8.0,U,201.5
"Dec 8, 2017",@ Milwaukee,REG,L,109-102,L,6.5,O,202.0
"Dec 10, 2017",@ Minnesota,REG,L,97-92,W,8.0,U,207.5
"Dec 12, 2017",vs San Antonio,REG,W,95-89,W,6.0,U,200.0
