Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total
"Oct 18, 2017",vs Miami,REG,W,116-109,W,3.5,O,205.5
"Oct 20, 2017",@ Brooklyn,REG,L,126-121,L,2.0,O,226.5
"Oct 21, 2017",@ Cleveland,REG,W,114-93,W,11.5,U,216.0
"Oct 24, 2017",vs Brooklyn,REG,W,125-121,L,-4.5,O,228.5
"Oct 27, 2017",vs San Antonio,REG,W,114-87,W,5.5,U,207.0
"Oct 29, 2017",@ Charlotte,REG,L,120-113,L,4.0,O,210.5
"Oct 30, 2017",@ New Orleans,REG,W,115-99,W,7.5,U,223.0
"Nov 1, 2017",@ Memphis,REG,W,101-99,W,3.0,U,206.0
"Nov 3, 2017",vs Chicago,REG,L,105-83,L,-7.5,U,204.5
"Nov 5, 2017",vs Boston,REG,L,104-88,L,3.5,U,208.5
"Nov 8, 2017",vs New York,REG,W,112-99,W,-8.5,U,214.5
"Nov 10, 2017",@ Phoenix,REG,W,128-112,W,-4.0,O,227.0
"Nov 11, 2017",@ Denver,REG,L,125-107,L,9.0,O,216.5
"Nov 13, 2017",@ Golden State,REG,L,110-100,W,12.0,U,223.5
"Nov 15, 2017",@ Portland,REG,L,99-94,P,5.0,U,214.5
"Nov 18, 2017",vs Utah,REG,L,125-85,L,-6.0,O,207.0
"Nov 20, 2017",vs Indiana,REG,L,105-97,L,-3.5,U,218.5
"Nov 22, 2017",@ Minnesota,REG,L,124-118,W,7.0,O,217.5
"Nov 24, 2017",@ Boston,REG,L,118-103,L,6.5,O,208.5
"Nov 25, 2017",@ Philadelphia,REG,L,130-111,L,5.5,O,221.0
"Nov 27, 2017",@ Indiana,REG,L,121-109,L,4.5,O,218.5
"Nov 29, 2017",vs Oklahoma City,REG,W,121-108,W,6.0,O,213.0
"Dec 1, 2017",vs Golden State,REG,L,133-112,L,10.5,O,228.5
"Dec 3, 2017",@ New York,REG,W,105-100,W,-2.5,U,211.0
"Dec 4, 2017",@ Charlotte,REG,L,104-94,L,7.5,U,218.5
"Dec 6, 2017",vs Atlanta,REG,W,110-106,L,-6.5,O,215.5
"Dec 8, 2017",vs Denver,REG,L,103-89,L,-1.5,U,218.0
"Dec 9, 2017",@ Atlanta,REG,L,117-110,L,5.0,O,208.5
"Dec 13, 2017",vs LA Clippers,REG,L,106-95,L,1.0,U,210.5
"Dec 15, 2017",vs Portland,REG,L,95-88,L,4.5,U,208.0
"Dec 17, 2017",@ Detroit,REG,L,114-110,W,8.5,O,204.0
"Dec 20, 2017",@ Chicago,REG,L,112-94,L,5.0,U,210.5
"Dec 22, 2017",vs New Orleans,REG,L,111-97,L,6.5,U,218.0
"Dec 23, 2017",@ Washington,REG,L,130-103,L,12.0,O,211.5
"Dec 26, 2017",@ Miami,REG,L,107-89,L,9.0,U,204.5
"Dec 28, 2017",vs Detroit,REG,W,102-89,W,4.0,U,205.5
"Dec 30, 2017",vs Miami,REG,L,117-111,L,1.5,O,206.0
"Jan 1, 2018",@ Brooklyn,REG,L,98-95,L,1.5,U,219.0
"Jan 3, 2018",vs Houston,REG,L,116-98,L,7.5,U,216.5
