Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total
"Oct 18, 2017",@ Dallas,REG,W,117-111,W,5.5,O,199.0
"Oct 20, 2017",@ Charlotte,REG,L,109-91,L,4.5,U,205.0
"Oct 22, 2017",@ Brooklyn,REG,L,116-104,L,1.5,P,220.0
"Oct 23, 2017",@ Miami,REG,L,104-93,P,11.0,U,205.0
"Oct 26, 2017",@ Chicago,REG,L,91-86,L,2.0,U,200.0
"Oct 27, 2017",vs Denver,REG,L,105-100,W,7.5,U,210.0
"Oct 29, 2017",vs Milwaukee,REG,L,117-106,L,5.5,O,199.5
"Nov 1, 2017",@ Philadelphia,REG,L,119-109,L,8.0,O,208.5
"Nov 3, 2017",vs Houston,REG,L,119-104,L,9.0,O,213.5
"Nov 5, 2017",@ Cleveland,REG,W,117-115,W,11.5,O,220.5
"Nov 6, 2017",vs Boston,REG,L,110-107,W,8.0,O,203.5
"Nov 10, 2017",@ Detroit,REG,L,111-104,W,7.5,O,209.0
"Nov 11, 2017",@ Washington,REG,L,113-94,L,10.0,U,216.5
"Nov 13, 2017",@ New Orleans,REG,L,106-105,W,9.5,U,217.0
"Nov 15, 2017",vs Sacramento,REG,W,126-80,W,-5.0,O,205.0
"Nov 18, 2017",vs Boston,REG,L,110-99,L,6.0,O,202.5
"Nov 20, 2017",@ San Antonio,REG,L,96-85,L,9.0,U,203.5
"Nov 22, 2017",vs LA Clippers,REG,L,116-103,L,3.0,O,209.0
"Nov 24, 2017",vs New York,REG,W,116-104,W,-2.0,O,207.0
"Nov 25, 2017",vs Toronto,REG,L,112-78,L,6.5,U,208.5
"Nov 30, 2017",vs Cleveland,REG,L,121-114,W,7.5,O,217.5
"Dec 2, 2017",@ Brooklyn,REG,W,114-102,W,4.5,U,217.0
"Dec 4, 2017",vs Brooklyn,REG,L,110-90,L,-1.0,U,222.0
"Dec 6, 2017",@ Orlando,REG,L,110-106,W,6.5,O,215.5
"Dec 9, 2017",vs Orlando,REG,W,117-110,W,-5.0,O,208.5
"Dec 10, 2017",@ New York,REG,L,111-107,W,5.5,O,206.5
"Dec 12, 2017",@ Cleveland,REG,L,123-114,W,12.0,O,215.0
"Dec 14, 2017",vs Detroit,REG,L,105-91,L,4.0,U,205.5
"Dec 15, 2017",@ Memphis,REG,L,96-94,W,6.5,U,199.0
"Dec 18, 2017",vs Miami,REG,W,110-104,W,-2.0,O,201.5
"Dec 20, 2017",vs Indiana,REG,L,105-95,L,4.5,U,213.0
"Dec 22, 2017",@ Oklahoma City,REG,L,120-117,W,11.0,O,204.0
"Dec 23, 2017",vs Dallas,REG,W,112-107,W,1.5,O,203.0
"Dec 27, 2017",vs Washington,REG,W,113-99,W,6.0,U,214.0
"Dec 29, 2017",@ Toronto,REG,L,111-98,L,11.0,U,218.0
"Dec 30, 2017",vs Portland,REG,W,104-89,W,2.5,U,204.0
"Jan 2, 2018",@ Phoenix,REG,L,104-103,P,1.0,U,217.0
"Jan 5, 2018",@ Portland,REG,L,110-89,L,7.0,U,208.0
"Jan 7, 2018",@ LA Lakers,REG,L,132-113,L,3.5,O,216.0
"Jan 8, 2018",@ LA Clippers,REG,L,108-107,W,4.5,O,214.0
"Jan 10, 2018",@ Denver,REG,W,110-97,W,9.0,U,215.5
"Jan 12, 2018",vs Brooklyn,REG,L,110-105,L,-3.0,O,211.0
"Jan 15, 2018",vs San Antonio,REG,W,102-99,W,5.5,U,201.5
"Jan 17, 2018",vs New Orleans,REG,W,94-93,W,2.5,U,219.5
"Jan 20, 2018",vs Chicago,REG,L,113-97,L,-2.0,U,216.0
"Jan 22, 2018",vs Utah,REG,W,104-90,W,2.5,U,204.0
"Jan 24, 2018",vs Toronto,REG,L,108-93,L,6.5,U,214.5
"Jan 26, 2018",@ Charlotte,REG,L,121-110,L,7.0,O,212.0
"Jan 27, 2018",vs Washington,REG,L,129-104,L,3.5,O,211.5
"Jan 29, 2018",vs Minnesota,REG,W,105-100,W,6.5,U,213.0
"Jan 31, 2018",vs Charlotte,REG,L,123-110,L,2.5,O,210.5
"Feb 2, 2018",@ Boston,REG,L,119-110,L,7.0,O,200.0
"Feb 4, 2018",@ New York,REG,W,99-96,W,5.5,U,210.0
"Feb 6, 2018",vs Memphis,REG,W,108-82,W,-3.0,U,203.5
"Feb 8, 2018",@ Orlando,REG,L,100-98,L,-2.0,U,211.0
"Feb 9, 2018",vs Cleveland,REG,L,123-107,L,2.0,O,212.5
"Feb 11, 2018",vs Detroit,REG,W,118-115,W,4.0,O,208.5
"Feb 13, 2018",@ Milwaukee,REG,L,97-92,W,7.5,U,208.0
"Feb 14, 2018",@ Detroit,REG,L,104-98,W,10.5,U,207.5
"Feb 23, 2018",@ Indiana,REG,L,116-93,L,7.0,P,209.0
"Feb 26, 2018",vs LA Lakers,REG,L,123-104,L,2.0,O,221.0
"Feb 28, 2018",vs Indiana,REG,W,107-102,W,4.5,U,213.5
"Mar 2, 2018",vs Golden State,REG,L,114-109,W,13.0,U,227.5
"Mar 4, 2018",vs Phoenix,REG,W,113-112,L,-1.5,P,225.0
"Mar 6, 2018",@ Toronto,REG,L,106-90,L,12.5,U,217.0
"Mar 9, 2018",@ Indiana,REG,L,112-87,L,8.5,U,211.5
"Mar 11, 2018",vs Chicago,REG,L,129-122,L,-2.0,O,213.5
"Mar 13, 2018",vs Oklahoma City,REG,L,119-107,L,6.0,O,216.5
"Mar 15, 2018",vs Charlotte,REG,L,129-117,L,5.5,O,219.0
"Mar 17, 2018",@ Milwaukee,REG,L,122-117,W,10.5,O,214.5
"Mar 20, 2018",@ Utah,REG,W,99-94,W,14.0,U,207.5
"Mar 22, 2018",@ Sacramento,REG,L,105-90,L,3.5,U,212.5
"Mar 23, 2018",@ Golden State,REG,L,106-94,L,11.5,U,220.5
"Mar 25, 2018",@ Houston,REG,L,118-99,L,13.5,O,215.5
"Mar 28, 2018",@ Minnesota,REG,L,126-114,P,12.0,O,220.0
"Mar 30, 2018",vs Philadelphia,REG,L,101-91,L,8.0,U,223.0
"Apr 1, 2018",vs Orlando,REG,W,94-88,W,-1.5,U,209.0
"Apr 3, 2018",@ Miami,REG,L,101-98,W,12.5,U,207.0
"Apr 4, 2018",vs Miami,REG,L,115-86,L,7.0,U,207.0
"Apr 6, 2018",@ Washington,REG,W,103-97,W,10.5,U,210.0
"Apr 8, 2018",@ Boston,REG,W,112-106,W,9.5,O,201.0
"Apr 10, 2018",vs Philadelphia,REG,L,121-113,W,10.0,O,221.0
