Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total
"Oct 18, 2017",vs New Orleans,REG,W,103-91,W,-2.0,U,204.5
"Oct 21, 2017",vs Golden State,REG,W,111-101,W,8.5,P,212.0
"Oct 23, 2017",@ Houston,REG,W,98-90,W,8.0,U,214.0
"Oct 25, 2017",@ Dallas,REG,L,103-94,L,-3.5,U,197.5
"Oct 26, 2017",vs Dallas,REG,W,96-91,L,-7.5,U,194.5
"Oct 28, 2017",vs Houston,REG,W,103-89,W,-2.0,U,202.5
"Oct 30, 2017",vs Charlotte,REG,L,104-99,L,-5.5,O,194.5
"Nov 1, 2017",vs Orlando,REG,L,101-99,L,-3.0,U,206.0
"Nov 4, 2017",@ LA Clippers,REG,W,113-104,W,5.0,O,199.5
"Nov 5, 2017",@ LA Lakers,REG,L,107-102,L,-2.5,O,206.5
"Nov 7, 2017",@ Portland,REG,W,98-97,W,2.5,U,200.5
"Nov 11, 2017",@ Houston,REG,L,111-96,L,7.0,U,210.0
"Nov 13, 2017",@ Milwaukee,REG,L,110-103,L,3.0,O,200.0
"Nov 15, 2017",vs Indiana,REG,L,116-113,L,-3.0,O,203.5
"Nov 18, 2017",vs Houston,REG,L,105-83,L,7.5,U,214.0
"Nov 20, 2017",vs Portland,REG,L,100-92,L,1.0,U,197.5
"Nov 22, 2017",vs Dallas,REG,L,95-94,L,-5.5,U,199.5
"Nov 24, 2017",@ Denver,REG,L,104-92,L,6.0,U,211.0
"Nov 26, 2017",vs Brooklyn,REG,L,98-88,L,-5.5,U,212.0
"Nov 29, 2017",@ San Antonio,REG,L,104-95,P,9.0,O,195.0
"Dec 1, 2017",vs San Antonio,REG,L,95-79,L,3.5,U,192.5
"Dec 2, 2017",@ Cleveland,REG,L,116-111,W,11.5,O,205.5
"Dec 4, 2017",vs Minnesota,REG,W,95-92,W,3.0,U,201.0
"Dec 6, 2017",@ New York,REG,L,99-88,L,1.5,U,197.0
"Dec 8, 2017",vs Toronto,REG,L,116-107,L,5.5,O,201.5
"Dec 9, 2017",vs Oklahoma City,REG,L,102-101,W,4.5,O,197.0
"Dec 11, 2017",vs Miami,REG,L,107-82,L,-1.5,U,194.5
"Dec 13, 2017",@ Washington,REG,L,93-87,W,7.5,U,199.5
"Dec 15, 2017",vs Atlanta,REG,W,96-94,L,-6.5,U,199.0
"Dec 16, 2017",vs Boston,REG,L,102-93,L,5.5,P,195.0
"Dec 20, 2017",@ Golden State,REG,L,97-84,L,9.5,U,204.0
"Dec 21, 2017",@ Phoenix,REG,L,97-95,L,-3.5,U,202.5
"Dec 23, 2017",vs LA Clippers,REG,W,115-112,W,-2.5,O,197.5
"Dec 26, 2017",@ Phoenix,REG,L,99-97,L,-1.5,U,204.5
"Dec 27, 2017",@ LA Lakers,REG,W,109-99,W,3.5,O,203.0
"Dec 30, 2017",@ Golden State,REG,L,141-128,W,14.5,O,205.5
"Dec 31, 2017",@ Sacramento,REG,W,114-96,W,2.5,O,192.0
"Jan 2, 2018",@ LA Clippers,REG,L,113-105,L,5.5,O,206.0
"Jan 5, 2018",vs Washington,REG,L,102-100,W,4.5,U,204.5
"Jan 10, 2018",vs New Orleans,REG,W,105-102,W,-1.0,U,210.5
"Jan 12, 2018",@ Denver,REG,L,87-78,L,6.5,U,203.5
"Jan 15, 2018",vs LA Lakers,REG,W,123-114,W,-3.5,O,204.0
"Jan 17, 2018",vs New York,REG,W,105-99,W,2.5,O,203.5
"Jan 19, 2018",vs Sacramento,REG,W,106-88,W,-6.5,U,202.0
"Jan 20, 2018",@ New Orleans,REG,L,111-104,W,9.0,O,210.0
"Jan 22, 2018",vs Philadelphia,REG,W,105-101,W,3.0,O,203.0
"Jan 24, 2018",vs San Antonio,REG,L,108-85,L,1.5,O,191.5
"Jan 26, 2018",vs LA Clippers,REG,L,109-100,L,4.5,U,212.0
"Jan 29, 2018",vs Phoenix,REG,W,120-109,W,-8.5,O,205.5
"Jan 31, 2018",@ Indiana,REG,L,105-101,W,7.0,O,202.0
"Feb 1, 2018",@ Detroit,REG,L,104-102,W,8.5,O,201.5
"Feb 4, 2018",@ Toronto,REG,L,101-86,L,11.0,U,209.5
"Feb 6, 2018",@ Atlanta,REG,L,108-82,L,3.0,U,203.5
"Feb 7, 2018",vs Utah,REG,L,92-88,W,6.5,U,199.0
"Feb 11, 2018",@ Oklahoma City,REG,L,110-92,L,4.5,O,199.5
"Feb 14, 2018",vs Oklahoma City,REG,L,121-114,L,4.5,O,208.0
"Feb 23, 2018",vs Cleveland,REG,L,112-89,L,5.0,U,214.0
"Feb 24, 2018",@ Miami,REG,L,115-89,L,9.5,O,198.5
"Feb 26, 2018",@ Boston,REG,L,109-98,W,11.5,O,204.0
"Feb 28, 2018",vs Phoenix,REG,L,110-102,L,-3.0,U,217.0
"Mar 2, 2018",vs Denver,REG,L,108-102,W,9.0,U,216.5
"Mar 3, 2018",@ Orlando,REG,L,107-100,L,6.5,U,212.0
"Mar 5, 2018",@ San Antonio,REG,L,100-98,W,12.5,U,201.0
"Mar 7, 2018",@ Chicago,REG,L,119-110,L,3.5,O,211.0
"Mar 9, 2018",vs Utah,REG,L,95-78,L,10.0,U,197.5
"Mar 10, 2018",@ Dallas,REG,L,114-80,L,9.5,U,208.5
"Mar 12, 2018",vs Milwaukee,REG,L,121-103,L,7.5,O,205.5
"Mar 15, 2018",vs Chicago,REG,L,111-110,L,-2.5,O,210.0
"Mar 17, 2018",vs Denver,REG,W,101-94,W,7.0,U,214.5
"Mar 19, 2018",@ Brooklyn,REG,L,118-115,W,8.0,O,211.0
"Mar 21, 2018",@ Philadelphia,REG,L,119-105,L,12.5,O,208.5
"Mar 22, 2018",@ Charlotte,REG,L,140-79,L,8.0,O,215.0
"Mar 24, 2018",vs LA Lakers,REG,L,100-93,L,6.0,U,214.5
"Mar 26, 2018",@ Minnesota,REG,W,101-93,W,13.0,U,215.0
"Mar 28, 2018",vs Portland,REG,W,108-103,W,5.5,O,200.0
"Mar 30, 2018",@ Utah,REG,L,107-97,W,14.5,O,197.0
"Apr 1, 2018",@ Portland,REG,L,113-98,P,15.0,O,205.0
"Apr 4, 2018",@ New Orleans,REG,L,123-95,L,13.0,O,217.0
"Apr 6, 2018",vs Sacramento,REG,L,94-93,W,4.0,U,205.0
"Apr 8, 2018",vs Detroit,REG,W,130-117,W,6.0,O,202.5
"Apr 9, 2018",@ Minnesota,REG,L,113-94,L,16.0,U,214.0
"Apr 11, 2018",@ Oklahoma City,REG,L,137-123,W,16.5,O,211.5
