Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total
"Oct 18, 2017",vs Philadelphia,REG,W,120-115,L,-6.5,O,217.5
"Oct 20, 2017",vs Detroit,REG,W,115-111,L,-7.0,O,211.5
"Oct 23, 2017",@ Denver,REG,W,109-104,W,5.0,U,224.5
"Oct 25, 2017",@ LA Lakers,REG,L,102-99,L,-5.5,U,228.5
"Oct 27, 2017",@ Golden State,REG,L,120-117,W,12.0,O,230.5
"Oct 29, 2017",@ Sacramento,REG,W,110-83,W,-7.5,U,208.5
"Nov 1, 2017",vs Phoenix,REG,L,122-116,L,-11.0,O,228.0
"Nov 3, 2017",vs Cleveland,REG,L,130-122,L,-3.5,O,225.0
"Nov 5, 2017",@ Toronto,REG,W,107-96,W,6.5,U,213.5
"Nov 7, 2017",vs Dallas,REG,L,113-99,L,-10.0,U,213.5
"Nov 9, 2017",vs LA Lakers,REG,W,111-95,W,-10.0,U,223.0
"Nov 11, 2017",vs Atlanta,REG,W,113-94,W,-10.0,U,216.5
"Nov 13, 2017",vs Sacramento,REG,W,110-92,W,-11.0,U,208.0
"Nov 15, 2017",@ Miami,REG,W,102-93,W,2.0,U,211.5
"Nov 17, 2017",vs Miami,REG,L,91-88,L,-4.5,U,205.5
"Nov 19, 2017",@ Toronto,REG,L,100-91,L,6.5,U,208.5
"Nov 20, 2017",@ Milwaukee,REG,W,99-88,W,3.5,U,208.0
"Nov 22, 2017",@ Charlotte,REG,L,129-124,L,3.0,O,208.0
"Nov 25, 2017",vs Portland,REG,L,108-105,L,-4.5,O,202.0
"Nov 28, 2017",@ Minnesota,REG,W,92-89,W,5.0,U,209.5
"Nov 29, 2017",@ Philadelphia,REG,L,118-113,W,7.5,O,211.0
"Dec 1, 2017",vs Detroit,REG,W,109-91,W,1.0,U,203.5
"Dec 4, 2017",@ Utah,REG,L,116-69,L,4.0,U,196.5
"Dec 5, 2017",@ Portland,REG,W,106-92,W,6.5,U,202.5
"Dec 7, 2017",@ Phoenix,REG,W,109-99,W,-6.5,U,213.0
"Dec 9, 2017",@ LA Clippers,REG,L,113-112,L,-2.0,O,205.0
"Dec 12, 2017",@ Brooklyn,REG,L,103-98,L,-3.5,U,213.5
"Dec 13, 2017",vs Memphis,REG,W,93-87,L,-7.5,U,199.5
