Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total
"Oct 19, 2017",vs New York,REG,W,105-84,W,-12.5,U,215.5
"Oct 21, 2017",@ Utah,REG,L,96-87,L,-4.0,U,200.0
"Oct 22, 2017",vs Minnesota,REG,L,115-113,L,-4.0,O,210.5
"Oct 25, 2017",vs Indiana,REG,W,114-96,W,-13.5,U,217.5
"Oct 27, 2017",@ Minnesota,REG,L,119-116,L,-2.0,O,218.0
"Oct 28, 2017",@ Chicago,REG,W,101-69,W,-8.5,U,203.5
"Oct 31, 2017",@ Milwaukee,REG,W,110-91,W,-2.0,U,210.0
"Nov 3, 2017",vs Boston,REG,L,101-94,L,-6.5,U,207.5
"Nov 5, 2017",@ Portland,REG,L,103-99,L,-3.0,U,210.5
"Nov 7, 2017",@ Sacramento,REG,L,94-86,L,-10.5,U,202.5
"Nov 9, 2017",@ Denver,REG,L,102-94,L,-1.5,U,215.5
"Nov 10, 2017",vs LA Clippers,REG,W,120-111,W,-5.5,O,209.5
"Nov 12, 2017",vs Dallas,REG,W,112-99,W,-10.0,O,202.5
"Nov 15, 2017",vs Chicago,REG,W,92-79,W,-12.5,U,204.5
"Nov 17, 2017",@ San Antonio,REG,L,104-101,L,-1.5,O,200.5
"Nov 20, 2017",@ New Orleans,REG,L,114-107,L,-3.0,O,213.5
"Nov 22, 2017",vs Golden State,REG,W,108-91,W,5.5,U,221.5
"Nov 24, 2017",vs Detroit,REG,L,99-98,L,-8.5,U,201.5
"Nov 25, 2017",@ Dallas,REG,L,97-81,L,-6.0,U,204.5
"Nov 29, 2017",@ Orlando,REG,L,121-108,L,-6.0,O,213.0
"Dec 1, 2017",vs Minnesota,REG,W,111-107,L,-5.5,O,208.0
"Dec 3, 2017",vs San Antonio,REG,W,90-87,L,-8.5,U,198.5
"Dec 5, 2017",vs Utah,REG,W,100-94,L,-8.0,U,199.0
"Dec 7, 2017",@ Brooklyn,REG,L,100-95,L,-7.0,U,215.5
"Dec 9, 2017",@ Memphis,REG,W,102-101,L,-4.5,O,197.0
"Dec 11, 2017",vs Charlotte,REG,L,116-103,L,-7.5,O,206.5
"Dec 13, 2017",@ Indiana,REG,W,100-95,W,-1.0,U,214.0
"Dec 15, 2017",@ Philadelphia,REG,W,119-117,W,1.5,O,213.5
"Dec 16, 2017",@ New York,REG,L,111-96,L,-4.5,O,202.0
"Dec 18, 2017",vs Denver,REG,W,95-94,L,-5.0,U,210.5
