Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total
"Oct 17, 2017",@ Cleveland,REG,L,102-99,W,4.5,U,216.0
"Oct 18, 2017",vs Milwaukee,REG,L,108-100,L,-1.5,O,204.0
"Oct 20, 2017",@ Philadelphia,REG,W,102-92,W,3.0,U,216.5
"Oct 24, 2017",vs New York,REG,W,110-89,W,-7.0,U,208.0
"Oct 26, 2017",@ Milwaukee,REG,W,96-89,W,4.5,U,207.0
"Oct 28, 2017",@ Miami,REG,W,96-90,W,0.0,U,204.5
"Oct 30, 2017",vs San Antonio,REG,W,108-94,W,-4.0,O,193.5
"Nov 1, 2017",vs Sacramento,REG,W,113-86,W,-12.0,O,195.0
"Nov 3, 2017",@ Oklahoma City,REG,W,101-94,W,6.5,U,207.5
"Nov 5, 2017",@ Orlando,REG,W,104-88,W,-3.5,U,208.5
"Nov 6, 2017",@ Atlanta,REG,W,110-107,L,-8.0,O,203.5
"Nov 8, 2017",vs LA Lakers,REG,W,107-96,W,-6.5,U,215.0
"Nov 10, 2017",vs Charlotte,REG,W,90-87,P,-3.0,U,204.0
"Nov 12, 2017",vs Toronto,REG,W,95-94,W,3.5,U,202.0
"Nov 14, 2017",@ Brooklyn,REG,W,109-102,W,-6.5,O,209.5
"Nov 16, 2017",vs Golden State,REG,W,92-88,W,7.0,U,218.0
"Nov 18, 2017",@ Atlanta,REG,W,110-99,W,-6.0,O,202.5
"Nov 20, 2017",@ Dallas,REG,W,110-102,W,-6.5,O,200.5
"Nov 22, 2017",@ Miami,REG,L,104-98,L,-1.5,O,196.0
"Nov 24, 2017",vs Orlando,REG,W,118-103,W,-6.5,O,208.5
"Nov 25, 2017",@ Indiana,REG,W,108-98,W,-3.5,O,204.5
"Nov 27, 2017",vs Detroit,REG,L,118-108,L,-6.0,O,198.5
"Nov 30, 2017",vs Philadelphia,REG,W,108-97,W,-8.0,U,211.5
"Dec 2, 2017",vs Phoenix,REG,W,116-111,L,-12.0,O,216.0
"Dec 4, 2017",vs Milwaukee,REG,W,111-100,W,-4.5,O,203.5
"Dec 6, 2017",vs Dallas,REG,W,97-90,L,-8.0,U,201.5
"Dec 8, 2017",@ San Antonio,REG,L,105-102,L,2.5,O,197.5
"Dec 10, 2017",@ Detroit,REG,W,91-81,W,-1.5,U,201.5
"Dec 11, 2017",@ Chicago,REG,L,108-85,L,-5.5,U,193.5
"Dec 13, 2017",vs Denver,REG,W,124-118,P,-6.0,O,208.0
"Dec 15, 2017",vs Utah,REG,L,107-95,L,-4.5,O,197.5
"Dec 16, 2017",@ Memphis,REG,W,102-93,W,-5.5,P,195.0
"Dec 18, 2017",@ Indiana,REG,W,112-111,L,-2.5,O,206.5
