Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total
"Oct 18, 2017",@ Phoenix,REG,W,124-76,W,-2.5,U,219.5
"Oct 20, 2017",@ Indiana,REG,W,114-96,W,-5.5,U,218.5
"Oct 21, 2017",@ Milwaukee,REG,L,113-110,W,3.5,O,208.5
"Oct 24, 2017",vs New Orleans,REG,W,103-93,W,-5.5,U,216.0
"Oct 26, 2017",vs LA Clippers,REG,L,104-103,L,-2.0,U,216.5
"Oct 28, 2017",vs Phoenix,REG,W,114-107,L,-12.0,O,218.0
"Oct 30, 2017",vs Toronto,REG,L,99-85,L,-3.5,U,211.0
"Nov 1, 2017",@ Utah,REG,L,112-103,L,3.5,O,191.5
"Nov 2, 2017",vs LA Lakers,REG,W,113-110,L,-6.0,O,212.0
"Nov 5, 2017",vs Oklahoma City,REG,W,103-99,W,3.0,U,210.5
"Nov 7, 2017",vs Memphis,REG,L,98-97,L,-2.5,U,200.5
"Nov 10, 2017",vs Brooklyn,REG,L,101-97,L,-8.5,U,218.5
"Nov 13, 2017",vs Denver,REG,W,99-82,W,-1.5,U,212.5
"Nov 15, 2017",vs Orlando,REG,W,99-94,P,-5.0,U,214.5
"Nov 17, 2017",@ Sacramento,REG,L,86-82,L,-7.0,U,199.0
"Nov 18, 2017",vs Sacramento,REG,W,102-90,P,-12.0,U,194.5
"Nov 20, 2017",@ Memphis,REG,W,100-92,W,-1.0,U,197.5
"Nov 22, 2017",@ Philadelphia,REG,L,101-81,L,4.0,U,211.0
"Nov 24, 2017",@ Brooklyn,REG,W,127-125,L,-5.0,O,210.5
"Nov 25, 2017",@ Washington,REG,W,108-105,W,4.5,O,202.0
"Nov 27, 2017",@ New York,REG,W,103-91,W,-1.5,U,204.0
"Nov 30, 2017",vs Milwaukee,REG,L,103-91,L,-4.0,U,200.5
"Dec 2, 2017",vs New Orleans,REG,L,123-116,L,-7.5,O,210.5
"Dec 5, 2017",vs Washington,REG,L,106-92,L,-6.5,U,202.5
"Dec 9, 2017",vs Houston,REG,L,124-117,W,8.5,O,217.0
"Dec 11, 2017",@ Golden State,REG,L,111-104,W,8.5,U,217.0
"Dec 13, 2017",@ Miami,REG,W,102-95,W,3.0,U,204.0
"Dec 15, 2017",@ Orlando,REG,W,95-88,W,-4.5,U,208.0
"Dec 16, 2017",@ Charlotte,REG,W,93-91,W,3.5,U,205.5
"Dec 18, 2017",@ Minnesota,REG,L,108-107,W,4.5,O,207.5
"Dec 20, 2017",vs San Antonio,REG,L,93-91,L,-3.0,U,198.5
"Dec 22, 2017",vs Denver,REG,L,102-85,L,2.0,U,203.0
"Dec 23, 2017",@ LA Lakers,REG,W,95-92,W,3.5,U,200.0
"Dec 28, 2017",vs Philadelphia,REG,W,114-110,W,2.0,O,207.0
"Dec 30, 2017",@ Atlanta,REG,L,104-89,L,-2.5,U,204.0
"Jan 1, 2018",@ Chicago,REG,W,124-120,W,3.0,O,201.5
"Jan 2, 2018",@ Cleveland,REG,L,127-110,L,8.5,O,216.5
"Jan 5, 2018",vs Atlanta,REG,W,110-89,W,-7.0,U,208.0
"Jan 7, 2018",vs San Antonio,REG,W,111-110,P,-1.0,O,196.0
"Jan 9, 2018",@ Oklahoma City,REG,W,117-106,W,8.0,O,204.5
"Jan 10, 2018",@ Houston,REG,L,121-112,L,7.0,O,217.5
"Jan 12, 2018",@ New Orleans,REG,L,119-113,L,3.5,O,218.5
"Jan 14, 2018",@ Minnesota,REG,L,120-103,L,6.0,O,213.0
"Jan 16, 2018",vs Phoenix,REG,W,118-111,L,-11.0,O,217.0
"Jan 18, 2018",vs Indiana,REG,W,100-86,W,-4.5,U,214.5
"Jan 20, 2018",vs Dallas,REG,W,117-108,W,-5.5,O,210.5
"Jan 22, 2018",@ Denver,REG,L,104-101,P,3.0,U,211.0
"Jan 24, 2018",vs Minnesota,REG,W,123-114,W,-3.5,O,210.5
"Jan 26, 2018",@ Dallas,REG,W,107-93,W,-1.5,U,208.0
"Jan 30, 2018",@ LA Clippers,REG,W,104-96,W,-2.5,U,221.5
"Jan 31, 2018",vs Chicago,REG,W,124-108,W,-8.0,O,211.5
"Feb 2, 2018",@ Toronto,REG,L,130-105,L,4.5,O,215.5
"Feb 4, 2018",@ Boston,REG,L,97-96,L,-2.0,U,199.0
"Feb 5, 2018",@ Detroit,REG,L,111-91,L,2.5,U,211.5
"Feb 8, 2018",vs Charlotte,REG,W,109-103,W,-3.0,U,212.5
"Feb 9, 2018",@ Sacramento,REG,W,118-100,W,-4.5,O,206.5
"Feb 11, 2018",vs Utah,REG,L,115-96,L,-4.0,O,206.0
"Feb 14, 2018",vs Golden State,REG,W,123-117,W,7.0,O,228.5
"Feb 23, 2018",@ Utah,REG,W,100-81,W,4.5,U,208.0
"Feb 24, 2018",@ Phoenix,REG,W,106-104,L,-6.5,U,222.0
"Feb 27, 2018",vs Sacramento,REG,W,116-99,W,-12.5,O,209.0
"Mar 1, 2018",vs Minnesota,REG,W,108-99,W,-5.5,U,218.5
"Mar 3, 2018",vs Oklahoma City,REG,W,108-100,W,-4.5,U,215.0
"Mar 5, 2018",@ LA Lakers,REG,W,108-103,W,-2.0,U,226.0
"Mar 6, 2018",vs New York,REG,W,111-87,W,-9.5,U,215.5
"Mar 9, 2018",vs Golden State,REG,W,125-108,W,-1.5,O,218.0
"Mar 12, 2018",vs Miami,REG,W,115-99,W,-6.0,O,208.5
"Mar 15, 2018",vs Cleveland,REG,W,113-105,W,-6.0,U,220.5
"Mar 17, 2018",vs Detroit,REG,W,100-87,W,-9.0,U,206.5
"Mar 18, 2018",@ LA Clippers,REG,W,122-109,W,1.0,O,218.0
"Mar 20, 2018",vs Houston,REG,L,115-111,P,4.0,O,219.0
"Mar 23, 2018",vs Boston,REG,L,105-100,L,-7.5,O,203.0
"Mar 25, 2018",@ Oklahoma City,REG,W,108-105,W,4.0,U,218.0
