Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total
"Oct 26, 2016",@ Boston,REG,L,122-117,W,11.5,O,211.5
"Oct 28, 2016",vs Indiana,REG,W,103-94,W,6.0,U,218.5
"Oct 29, 2016",@ Milwaukee,REG,L,110-108,W,8.0,O,204.5
"Oct 31, 2016",vs Chicago,REG,L,118-88,L,6.5,U,210.0
"Nov 2, 2016",vs Detroit,REG,W,109-101,W,4.0,O,204.0
"Nov 4, 2016",vs Charlotte,REG,L,99-95,W,6.5,U,203.5
"Nov 8, 2016",vs Minnesota,REG,W,119-110,W,4.0,O,209.5
"Nov 9, 2016",@ New York,REG,L,110-96,L,8.0,U,215.5
"Nov 12, 2016",@ Phoenix,REG,W,122-104,W,5.0,O,218.5
"Nov 14, 2016",@ LA Clippers,REG,L,127-95,L,14.5,O,214.5
"Nov 15, 2016",@ LA Lakers,REG,L,125-118,P,7.0,O,219.0
"Nov 18, 2016",@ Oklahoma City,REG,L,124-105,L,9.5,O,216.0
"Nov 20, 2016",vs Portland,REG,L,129-109,L,4.5,O,219.0
"Nov 23, 2016",vs Boston,REG,L,111-92,L,7.5,U,215.0
"Nov 25, 2016",@ Indiana,REG,L,118-97,L,6.0,O,213.5
"Nov 27, 2016",vs Sacramento,REG,L,122-105,L,5.0,O,220.5
"Nov 29, 2016",vs LA Clippers,REG,W,127-122,W,10.5,O,213.5
"Dec 1, 2016",vs Milwaukee,REG,L,111-93,L,5.5,U,215.0
"Dec 3, 2016",@ Milwaukee,REG,L,112-103,W,10.0,O,214.5
"Dec 5, 2016",vs Washington,REG,L,118-113,W,6.5,O,218.5
"Dec 7, 2016",vs Denver,REG,W,116-111,W,4.5,O,221.5
"Dec 10, 2016",@ San Antonio,REG,L,130-101,L,15.5,O,210.0
"Dec 12, 2016",@ Houston,REG,L,122-118,W,13.5,O,229.5
"Dec 14, 2016",vs LA Lakers,REG,W,107-97,W,1.0,U,228.0
"Dec 16, 2016",@ Orlando,REG,L,118-111,P,7.0,O,217.0
"Dec 18, 2016",@ Philadelphia,REG,L,108-107,P,1.0,P,215.0
"Dec 20, 2016",@ Toronto,REG,L,116-104,W,15.5,U,224.5
"Dec 22, 2016",vs Golden State,REG,L,117-101,L,13.5,U,231.0
"Dec 23, 2016",@ Cleveland,REG,L,119-99,L,16.5,U,225.0
"Dec 26, 2016",vs Charlotte,REG,W,120-118,W,6.5,O,217.5
"Dec 28, 2016",@ Chicago,REG,L,101-99,W,9.5,U,213.5
"Dec 30, 2016",@ Washington,REG,L,118-95,L,7.0,U,219.5
"Jan 2, 2017",vs Utah,REG,L,101-89,L,6.5,U,204.0
"Jan 5, 2017",@ Indiana,REG,L,121-109,L,10.5,O,218.5
