Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total
"Jan 6, 2017",vs Cleveland,REG,L,116-108,W,13.0,O,221.0
"Jan 8, 2017",vs Philadelphia,REG,L,105-95,L,-1.0,U,216.0
"Jan 10, 2017",vs Atlanta,REG,L,117-97,L,8.5,U,216.5
"Jan 12, 2017",vs New Orleans,REG,L,104-95,L,-2.5,U,214.5
"Jan 13, 2017",@ Toronto,REG,L,132-113,L,15.0,O,224.0
"Jan 15, 2017",vs Houston,REG,L,137-112,L,14.0,O,234.5
"Jan 17, 2017",vs Toronto,REG,L,119-109,L,8.0,O,225.0
"Jan 20, 2017",@ New Orleans,REG,W,143-114,W,10.0,O,221.5
"Jan 21, 2017",@ Charlotte,REG,L,112-105,W,12.0,U,222.0
"Jan 23, 2017",vs San Antonio,REG,L,112-86,L,8.5,U,214.5
"Jan 25, 2017",vs Miami,REG,L,109-106,L,2.5,U,218.0
"Jan 27, 2017",@ Cleveland,REG,L,124-116,W,17.0,O,225.0
"Jan 28, 2017",@ Minnesota,REG,L,129-109,L,10.5,O,220.5
"Jan 30, 2017",@ Miami,REG,L,104-96,L,7.5,U,218.5
"Feb 1, 2017",vs New York,REG,L,95-90,L,2.5,U,224.5
"Feb 3, 2017",vs Indiana,REG,L,106-97,L,6.5,U,218.5
"Feb 5, 2017",vs Toronto,REG,L,103-95,L,6.5,U,216.0
"Feb 7, 2017",@ Charlotte,REG,L,111-107,W,10.0,U,219.5
"Feb 8, 2017",vs Washington,REG,L,114-110,W,10.0,O,222.0
"Feb 10, 2017",vs Miami,REG,L,108-99,L,5.5,U,214.5
"Feb 13, 2017",vs Memphis,REG,L,112-103,L,8.0,O,211.0
"Feb 15, 2017",vs Milwaukee,REG,L,129-125,W,5.0,O,218.5
"Feb 24, 2017",@ Denver,REG,L,129-109,L,10.0,O,234.0
"Feb 25, 2017",@ Golden State,REG,L,112-95,W,21.0,U,234.5
"Mar 1, 2017",@ Sacramento,REG,W,109-100,W,2.5,U,216.0
"Mar 3, 2017",@ Utah,REG,L,112-97,L,12.5,O,206.0
"Mar 4, 2017",@ Portland,REG,L,130-116,L,11.0,O,224.0
"Mar 6, 2017",@ Memphis,REG,W,122-109,W,10.0,O,212.5
"Mar 8, 2017",@ Atlanta,REG,L,110-105,W,10.0,U,219.5
"Mar 10, 2017",@ Dallas,REG,L,105-96,W,10.0,U,212.0
"Mar 12, 2017",vs New York,REG,W,120-112,W,-1.0,O,221.0
"Mar 14, 2017",vs Oklahoma City,REG,L,122-104,L,6.5,P,226.0
"Mar 16, 2017",@ New York,REG,W,121-110,W,5.0,O,222.0
"Mar 17, 2017",vs Boston,REG,L,98-95,W,8.5,U,214.0
"Mar 19, 2017",vs Dallas,REG,L,111-104,L,5.0,O,208.0
"Mar 21, 2017",vs Detroit,REG,W,98-96,W,5.5,U,215.0
"Mar 23, 2017",vs Phoenix,REG,W,126-98,W,-5.5,U,227.0
"Mar 24, 2017",@ Washington,REG,L,129-108,L,10.5,O,221.0
"Mar 26, 2017",@ Atlanta,REG,W,107-92,W,6.5,U,216.5
"Mar 28, 2017",vs Philadelphia,REG,L,106-101,L,-4.5,U,224.0
"Mar 30, 2017",@ Detroit,REG,L,90-89,W,6.5,U,214.0
"Apr 1, 2017",vs Orlando,REG,W,121-111,W,-4.0,O,222.0
"Apr 2, 2017",vs Atlanta,REG,W,91-82,W,3.0,U,216.0
"Apr 4, 2017",@ Philadelphia,REG,W,141-118,W,-2.0,O,222.5
"Apr 6, 2017",@ Orlando,REG,L,115-107,L,1.0,P,222.0
"Apr 8, 2017",vs Chicago,REG,W,107-106,W,3.0,U,215.0
"Apr 10, 2017",@ Boston,REG,L,114-105,W,10.5,U,222.5
"Apr 12, 2017",@ Chicago,REG,L,112-73,L,14.5,U,212.5
