Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total
"Oct 26, 2016",@ Memphis,REG,L,102-98,L,-1.5,O,199.5
"Oct 29, 2016",@ Sacramento,REG,L,106-103,L,1.0,O,202.5
"Nov 1, 2016",vs Memphis,REG,W,116-80,W,-7.0,U,198.0
"Nov 3, 2016",vs Denver,REG,L,102-99,L,-3.5,U,204.5
"Nov 5, 2016",@ Oklahoma City,REG,L,112-92,L,4.5,U,210.0
"Nov 8, 2016",@ Brooklyn,REG,L,119-110,L,-4.0,O,209.5
"Nov 9, 2016",@ Orlando,REG,W,123-107,W,2.5,O,201.0
"Nov 12, 2016",vs LA Clippers,REG,L,119-105,L,5.5,O,207.5
"Nov 13, 2016",vs LA Lakers,REG,W,125-99,W,-1.0,O,213.5
"Nov 15, 2016",vs Charlotte,REG,L,115-108,L,1.0,O,205.0
"Nov 17, 2016",vs Philadelphia,REG,W,110-86,W,-11.5,U,211.0
"Nov 19, 2016",@ Memphis,REG,L,93-71,L,-1.0,U,199.5
"Nov 21, 2016",vs Boston,REG,L,99-93,L,1.5,U,207.5
"Nov 23, 2016",@ New Orleans,REG,L,117-96,L,-2.0,O,210.0
"Nov 25, 2016",@ Phoenix,REG,W,98-85,W,-2.0,U,214.0
"Nov 26, 2016",@ Golden State,REG,L,115-102,L,12.5,U,222.5
"Nov 28, 2016",vs Utah,REG,L,112-103,L,3.0,O,193.5
"Nov 30, 2016",vs New York,REG,L,106-104,L,-3.5,U,211.0
"Dec 2, 2016",@ New York,REG,L,118-114,L,-2.5,O,211.0
"Dec 3, 2016",@ Charlotte,REG,W,125-120,W,6.0,O,209.0
"Dec 6, 2016",vs San Antonio,REG,L,105-91,L,4.0,U,205.5
"Dec 8, 2016",@ Toronto,REG,L,124-110,L,9.5,O,213.5
"Dec 9, 2016",vs Detroit,REG,L,117-90,L,3.5,O,203.0
"Dec 11, 2016",vs Golden State,REG,L,116-108,W,10.0,U,225.5
"Dec 13, 2016",@ Chicago,REG,W,99-94,W,6.0,U,207.5
"Dec 17, 2016",vs Houston,REG,L,111-109,W,2.5,U,220.5
"Dec 19, 2016",vs Phoenix,REG,W,115-108,W,-6.0,O,214.5
"Dec 21, 2016",@ Atlanta,REG,W,92-84,W,4.0,U,215.5
"Dec 23, 2016",vs Sacramento,REG,L,109-105,L,-5.0,O,206.0
"Dec 25, 2016",@ Oklahoma City,REG,L,112-100,L,4.0,P,212.0
"Dec 26, 2016",vs Atlanta,REG,W,104-90,W,2.0,U,208.0
"Dec 28, 2016",@ Denver,REG,L,105-103,W,4.0,U,217.0
"Dec 30, 2016",vs Milwaukee,REG,W,116-99,W,0.0,O,209.0
"Jan 1, 2017",vs Portland,REG,L,95-89,L,-6.0,U,208.0
"Jan 3, 2017",@ Philadelphia,REG,L,93-91,L,-4.5,U,206.0
"Jan 6, 2017",@ Washington,REG,L,112-105,L,4.5,O,211.5
"Jan 7, 2017",vs Utah,REG,L,94-92,W,4.5,U,193.0
"Jan 9, 2017",vs Dallas,REG,W,101-92,W,-4.5,U,195.0
"Jan 11, 2017",vs Houston,REG,W,119-105,W,3.0,O,218.5
"Jan 13, 2017",vs Oklahoma City,REG,W,96-86,W,2.0,U,208.5
"Jan 15, 2017",@ Dallas,REG,L,98-87,L,0.0,U,197.5
"Jan 17, 2017",@ San Antonio,REG,L,122-114,W,12.0,O,202.0
"Jan 19, 2017",@ LA Clippers,REG,W,104-101,W,-1.5,U,207.5
"Jan 22, 2017",vs Denver,REG,W,111-108,L,-3.5,U,221.0
"Jan 24, 2017",@ Phoenix,REG,W,112-111,L,-1.5,O,215.5
"Jan 26, 2017",vs Indiana,REG,L,109-103,L,-3.0,U,213.0
"Jan 28, 2017",vs Brooklyn,REG,W,129-109,W,-10.5,O,220.5
"Jan 30, 2017",vs Orlando,REG,W,111-105,L,-8.0,O,212.5
"Feb 1, 2017",@ Cleveland,REG,L,125-97,L,6.5,O,216.5
"Feb 3, 2017",@ Detroit,REG,L,116-108,L,4.5,O,209.0
"Feb 4, 2017",vs Memphis,REG,L,107-99,L,-4.5,O,203.5
"Feb 6, 2017",vs Miami,REG,L,115-113,L,-1.0,O,204.5
"Feb 8, 2017",vs Toronto,REG,W,112-109,W,3.0,O,210.5
"Feb 10, 2017",vs New Orleans,REG,L,122-106,L,-5.0,O,210.5
"Feb 12, 2017",vs Chicago,REG,W,117-89,W,-7.0,O,204.5
"Feb 14, 2017",vs Cleveland,REG,L,116-108,L,3.5,O,219.0
"Feb 15, 2017",@ Denver,REG,W,112-99,W,6.5,U,225.5
"Feb 24, 2017",vs Dallas,REG,W,97-84,W,-4.0,U,204.5
"Feb 25, 2017",@ Houston,REG,L,142-130,W,12.5,O,229.5
"Feb 27, 2017",@ Sacramento,REG,W,102-88,W,-4.0,U,209.5
"Mar 1, 2017",@ Utah,REG,W,107-80,W,6.5,U,199.5
"Mar 4, 2017",@ San Antonio,REG,L,97-90,W,7.5,U,204.5
"Mar 8, 2017",vs LA Clippers,REG,W,107-91,W,3.5,U,211.5
"Mar 10, 2017",vs Golden State,REG,W,103-102,W,5.5,U,213.0
"Mar 11, 2017",@ Milwaukee,REG,L,102-95,L,3.0,U,203.0
"Mar 13, 2017",vs Washington,REG,W,119-104,W,-2.5,O,214.0
"Mar 15, 2017",@ Boston,REG,L,117-104,L,6.0,O,210.0
"Mar 17, 2017",@ Miami,REG,L,123-105,L,4.0,O,205.0
"Mar 19, 2017",@ New Orleans,REG,L,123-109,L,3.5,O,208.5
"Mar 21, 2017",vs San Antonio,REG,L,100-93,L,4.5,U,205.5
"Mar 24, 2017",@ LA Lakers,REG,L,130-119,L,-6.5,O,219.5
"Mar 25, 2017",@ Portland,REG,L,112-100,L,6.0,U,212.5
"Mar 28, 2017",@ Indiana,REG,W,115-114,W,4.0,O,207.5
"Mar 30, 2017",vs LA Lakers,REG,W,119-104,W,-11.5,O,218.0
"Apr 1, 2017",vs Sacramento,REG,L,123-117,L,-13.0,O,207.5
"Apr 3, 2017",vs Portland,REG,W,110-109,L,-2.0,O,216.0
"Apr 4, 2017",@ Golden State,REG,L,121-107,P,14.0,O,217.5
