Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total
"Oct 26, 2016",vs Sacramento,REG,L,113-94,L,-3.0,U,211.5
"Oct 28, 2016",@ Oklahoma City,REG,L,113-110,W,8.0,O,208.5
"Oct 30, 2016",vs Golden State,REG,L,106-100,W,11.5,U,226.5
"Oct 31, 2016",@ LA Clippers,REG,L,116-98,L,12.5,O,204.5
"Nov 2, 2016",vs Portland,REG,W,118-115,W,2.5,O,216.5
"Nov 4, 2016",@ New Orleans,REG,W,112-111,W,2.5,O,210.5
"Nov 6, 2016",@ LA Lakers,REG,L,119-108,L,3.5,O,216.0
"Nov 8, 2016",@ Portland,REG,L,124-121,W,8.5,O,219.5
"Nov 9, 2016",vs Detroit,REG,W,107-100,W,4.5,O,206.0
"Nov 12, 2016",vs Brooklyn,REG,L,122-104,L,-5.0,O,218.5
"Nov 13, 2016",@ Golden State,REG,L,133-120,W,16.5,O,226.0
"Nov 16, 2016",@ Denver,REG,L,120-104,L,4.5,O,220.0
"Nov 18, 2016",@ Indiana,REG,W,116-96,W,4.0,U,216.0
"Nov 19, 2016",@ Philadelphia,REG,L,120-105,L,-2.0,O,211.0
"Nov 21, 2016",@ Washington,REG,L,106-101,W,7.5,U,219.0
"Nov 23, 2016",@ Orlando,REG,W,92-87,W,4.0,U,209.5
"Nov 25, 2016",vs Minnesota,REG,L,98-85,L,2.0,U,214.0
"Nov 27, 2016",vs Denver,REG,L,120-114,L,-2.5,O,213.5
"Nov 30, 2016",vs Atlanta,REG,W,109-107,W,5.5,O,208.0
"Dec 3, 2016",@ Golden State,REG,L,138-109,L,16.5,O,228.0
"Dec 6, 2016",@ Utah,REG,L,112-105,L,6.5,O,204.0
"Dec 7, 2016",vs Indiana,REG,L,109-94,L,4.0,U,214.5
"Dec 9, 2016",@ LA Lakers,REG,W,119-115,W,1.5,O,221.5
"Dec 11, 2016",vs New Orleans,REG,L,120-119,L,-2.0,O,216.0
"Dec 13, 2016",vs New York,REG,W,113-111,W,2.0,O,219.0
"Dec 15, 2016",vs San Antonio,REG,L,107-92,L,8.0,U,211.0
"Dec 17, 2016",@ Oklahoma City,REG,L,114-101,L,6.0,U,215.5
