Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total
"Oct 27, 2016",vs Boston,REG,W,105-99,W,-1.0,U,209.0
"Oct 29, 2016",vs Indiana,REG,W,118-101,W,-3.5,O,209.5
"Oct 31, 2016",@ Brooklyn,REG,W,118-88,W,-6.5,U,210.0
"Nov 2, 2016",@ Boston,REG,L,107-100,L,3.0,U,207.5
"Nov 4, 2016",vs New York,REG,L,117-104,L,-7.0,O,210.0
"Nov 5, 2016",@ Indiana,REG,L,111-94,L,3.0,U,210.0
"Nov 7, 2016",vs Orlando,REG,W,112-80,W,-6.5,U,198.5
"Nov 9, 2016",@ Atlanta,REG,L,115-107,L,3.5,O,202.5
"Nov 10, 2016",@ Miami,REG,W,98-95,W,1.0,U,201.0
"Nov 12, 2016",vs Washington,REG,W,106-95,W,-10.0,O,199.0
"Nov 15, 2016",@ Portland,REG,W,113-88,W,4.5,U,211.0
"Nov 17, 2016",@ Utah,REG,W,85-77,W,3.0,U,193.0
"Nov 19, 2016",@ LA Clippers,REG,L,102-95,W,8.0,U,202.5
"Nov 20, 2016",@ LA Lakers,REG,W,118-110,W,2.5,O,209.5
"Nov 22, 2016",@ Denver,REG,L,110-107,L,-1.5,O,208.0
"Nov 25, 2016",@ Philadelphia,REG,W,105-89,W,-9.0,U,205.5
"Nov 30, 2016",vs LA Lakers,REG,L,96-90,L,-10.5,U,210.5
"Dec 2, 2016",vs Cleveland,REG,W,111-105,W,2.0,O,209.5
"Dec 3, 2016",@ Dallas,REG,L,107-82,L,-3.5,U,190.0
"Dec 5, 2016",vs Portland,REG,L,112-110,L,-3.5,O,213.0
"Dec 6, 2016",@ Detroit,REG,L,102-91,L,5.5,U,201.0
"Dec 8, 2016",vs San Antonio,REG,W,95-91,W,3.5,U,200.5
"Dec 10, 2016",vs Miami,REG,W,105-100,L,-9.5,O,201.0
"Dec 13, 2016",vs Minnesota,REG,L,99-94,L,-6.0,U,207.5
"Dec 15, 2016",@ Milwaukee,REG,L,108-97,L,0.0,U,206.5
"Dec 16, 2016",vs Milwaukee,REG,L,95-69,L,-5.5,U,204.0
"Dec 19, 2016",vs Detroit,REG,W,113-82,W,-2.5,U,197.0
"Dec 21, 2016",vs Washington,REG,L,107-97,L,-4.0,U,209.5
"Dec 23, 2016",@ Charlotte,REG,L,103-91,L,4.5,U,205.0
"Dec 25, 2016",@ San Antonio,REG,L,119-100,L,8.5,O,199.0
"Dec 26, 2016",vs Indiana,REG,W,90-85,W,-2.0,U,206.0
"Dec 28, 2016",vs Brooklyn,REG,W,101-99,L,-9.5,U,213.5
"Dec 30, 2016",@ Indiana,REG,L,111-101,L,4.0,O,201.0
"Dec 31, 2016",vs Milwaukee,REG,L,116-96,L,-3.0,O,204.0
"Jan 2, 2017",vs Charlotte,REG,W,118-111,W,1.0,O,199.0
