Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total
"Oct 25, 2016",@ Golden State,REG,W,129-100,W,8.0,O,211.5
"Oct 27, 2016",@ Sacramento,REG,W,102-94,P,-8.0,U,203.0
"Oct 29, 2016",vs New Orleans,REG,W,98-79,W,-13.5,U,203.5
"Oct 30, 2016",@ Miami,REG,W,106-99,W,-6.5,O,193.5
"Nov 1, 2016",vs Utah,REG,L,106-91,L,-9.5,O,186.0
"Nov 4, 2016",@ Utah,REG,W,100-86,W,-3.5,O,183.5
"Nov 5, 2016",vs LA Clippers,REG,L,116-92,L,-5.0,O,197.0
"Nov 9, 2016",vs Houston,REG,L,101-99,L,-8.5,U,212.0
"Nov 11, 2016",vs Detroit,REG,W,96-86,W,-9.0,U,194.0
"Nov 12, 2016",@ Houston,REG,W,106-100,W,-1.5,U,208.0
"Nov 14, 2016",vs Miami,REG,W,94-90,L,-11.0,U,193.5
"Nov 16, 2016",@ Sacramento,REG,W,110-105,L,-5.5,O,197.5
"Nov 18, 2016",@ LA Lakers,REG,W,116-107,W,-7.5,O,209.5
"Nov 21, 2016",vs Dallas,REG,W,96-91,L,-13.5,O,186.0
"Nov 23, 2016",@ Charlotte,REG,W,119-114,L,-5.5,O,200.5
"Nov 25, 2016",@ Boston,REG,W,109-103,W,-3.0,O,200.0
"Nov 26, 2016",@ Washington,REG,W,112-100,W,-6.0,O,205.5
"Nov 29, 2016",vs Orlando,REG,L,95-83,L,-12.5,U,194.5
"Nov 30, 2016",@ Dallas,REG,W,94-87,L,-8.5,U,189.0
"Dec 2, 2016",vs Washington,REG,W,107-105,L,-9.0,O,204.0
"Dec 5, 2016",@ Milwaukee,REG,W,97-96,L,-6.5,U,203.0
"Dec 6, 2016",@ Minnesota,REG,W,105-91,W,-4.0,U,205.5
"Dec 8, 2016",@ Chicago,REG,L,95-91,L,-3.5,U,200.5
"Dec 10, 2016",vs Brooklyn,REG,W,130-101,W,-15.5,O,210.0
"Dec 14, 2016",vs Boston,REG,W,108-101,W,-6.0,O,196.0
"Dec 15, 2016",@ Phoenix,REG,W,107-92,W,-8.0,U,211.0
"Dec 18, 2016",vs New Orleans,REG,W,113-100,W,-12.0,O,208.0
"Dec 20, 2016",@ Houston,REG,W,102-100,W,1.0,U,213.5
"Dec 22, 2016",@ LA Clippers,REG,L,106-101,L,-2.0,O,205.5
"Dec 23, 2016",@ Portland,REG,W,110-90,W,-2.0,U,211.5
"Dec 25, 2016",vs Chicago,REG,W,119-100,W,-8.5,O,199.0
"Dec 28, 2016",vs Phoenix,REG,W,119-98,W,-11.0,O,214.5
"Dec 30, 2016",vs Portland,REG,W,110-94,W,-10.0,O,202.5
"Jan 1, 2017",@ Atlanta,REG,L,114-112,L,-5.0,O,199.5
"Jan 3, 2017",vs Toronto,REG,W,110-82,W,-5.5,U,206.5
