Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total
"Oct 26, 2016",@ Orlando,REG,W,108-96,W,3.5,O,199.0
"Oct 28, 2016",vs Charlotte,REG,L,97-91,L,1.0,U,197.0
"Oct 30, 2016",vs San Antonio,REG,L,106-99,L,6.5,O,193.5
"Nov 1, 2016",vs Sacramento,REG,W,108-96,W,-3.5,O,199.5
"Nov 4, 2016",@ Toronto,REG,L,96-87,L,7.0,U,202.5
"Nov 7, 2016",@ Oklahoma City,REG,L,97-85,L,5.5,U,203.0
"Nov 10, 2016",vs Chicago,REG,L,98-95,L,-1.0,U,201.0
"Nov 12, 2016",vs Utah,REG,L,102-91,L,1.5,O,187.0
"Nov 14, 2016",@ San Antonio,REG,L,94-90,W,11.0,U,193.5
"Nov 15, 2016",vs Atlanta,REG,L,93-90,W,6.5,U,199.0
"Nov 17, 2016",vs Milwaukee,REG,W,96-73,W,-4.0,U,202.0
"Nov 19, 2016",@ Washington,REG,W,114-111,W,4.5,O,197.5
"Nov 21, 2016",@ Philadelphia,REG,L,101-94,L,-4.5,U,201.5
"Nov 23, 2016",@ Detroit,REG,L,107-84,L,4.5,O,189.0
"Nov 25, 2016",@ Memphis,REG,W,90-81,W,5.0,U,185.0
"Nov 26, 2016",vs Memphis,REG,L,110-107,L,1.5,O,186.5
"Nov 28, 2016",vs Boston,REG,L,112-104,L,4.0,O,201.5
"Nov 30, 2016",@ Denver,REG,W,106-98,W,6.0,U,204.5
"Dec 1, 2016",@ Utah,REG,W,111-110,W,7.0,O,186.5
"Dec 3, 2016",@ Portland,REG,L,99-92,L,6.0,U,215.0
"Dec 6, 2016",vs New York,REG,L,114-103,L,-1.5,O,205.5
"Dec 7, 2016",@ Atlanta,REG,L,103-95,W,9.0,U,203.5
"Dec 9, 2016",@ Cleveland,REG,L,114-84,L,12.0,U,207.5
"Dec 10, 2016",@ Chicago,REG,L,105-100,W,9.5,O,201.0
"Dec 12, 2016",vs Washington,REG,W,112-101,W,1.5,O,207.5
"Dec 14, 2016",vs Indiana,REG,W,95-89,W,1.5,U,204.0
"Dec 16, 2016",vs LA Clippers,REG,L,102-98,W,8.0,U,206.5
"Dec 18, 2016",vs Boston,REG,L,105-95,L,4.5,U,202.5
"Dec 20, 2016",vs Orlando,REG,L,136-130,L,-3.5,O,199.0
"Dec 22, 2016",vs LA Lakers,REG,W,115-107,W,-6.0,O,211.5
"Dec 23, 2016",@ New Orleans,REG,L,91-87,W,5.0,U,205.5
"Dec 27, 2016",vs Oklahoma City,REG,L,106-94,L,5.0,U,203.0
"Dec 29, 2016",@ Charlotte,REG,L,91-82,L,6.0,U,205.0
"Dec 30, 2016",@ Boston,REG,L,117-114,W,9.5,O,203.5
"Jan 1, 2017",vs Detroit,REG,L,107-98,L,6.5,O,198.0
"Jan 3, 2017",@ Phoenix,REG,L,99-90,L,5.0,U,212.5
"Jan 4, 2017",@ Sacramento,REG,W,107-102,W,8.0,O,204.0
"Jan 6, 2017",@ LA Lakers,REG,L,127-100,L,2.5,O,213.5
"Jan 8, 2017",@ LA Clippers,REG,L,98-86,L,9.0,U,207.0
"Jan 10, 2017",@ Golden State,REG,L,107-95,W,14.5,U,218.0
"Jan 13, 2017",@ Milwaukee,REG,L,116-108,L,7.5,O,205.0
"Jan 17, 2017",vs Houston,REG,W,109-103,W,7.0,U,221.0
"Jan 19, 2017",vs Dallas,REG,W,99-95,W,-2.0,U,200.5
"Jan 21, 2017",vs Milwaukee,REG,W,109-97,W,2.0,O,205.0
"Jan 23, 2017",vs Golden State,REG,W,105-102,W,11.0,U,217.5
"Jan 25, 2017",@ Brooklyn,REG,W,109-106,W,-2.5,U,218.0
"Jan 27, 2017",@ Chicago,REG,W,100-88,W,7.0,U,204.0
"Jan 28, 2017",vs Detroit,REG,W,116-103,W,3.0,O,202.0
"Jan 30, 2017",vs Brooklyn,REG,W,104-96,W,-7.5,U,218.5
"Feb 1, 2017",vs Atlanta,REG,W,116-93,W,-1.5,O,205.0
"Feb 4, 2017",vs Philadelphia,REG,W,125-102,W,-9.5,O,208.5
"Feb 6, 2017",@ Minnesota,REG,W,115-113,W,1.0,O,204.5
"Feb 8, 2017",@ Milwaukee,REG,W,106-88,W,4.0,U,208.0
"Feb 10, 2017",@ Brooklyn,REG,W,108-99,W,-5.5,U,214.5
"Feb 11, 2017",@ Philadelphia,REG,L,117-109,L,-3.0,O,208.5
"Feb 13, 2017",vs Orlando,REG,L,116-107,L,-7.5,O,207.5
"Feb 15, 2017",@ Houston,REG,W,117-109,W,10.5,O,224.5
"Feb 24, 2017",@ Atlanta,REG,W,108-90,W,3.0,U,206.0
"Feb 25, 2017",vs Indiana,REG,W,113-95,W,-4.5,U,208.5
"Feb 27, 2017",@ Dallas,REG,L,96-89,L,-1.0,U,201.5
"Mar 1, 2017",vs Philadelphia,REG,W,125-98,W,-9.5,O,213.0
"Mar 3, 2017",@ Orlando,REG,L,110-99,L,-4.5,U,210.0
"Mar 4, 2017",vs Cleveland,REG,W,120-92,W,-8.0,O,209.5
"Mar 6, 2017",@ Cleveland,REG,W,106-98,W,9.5,U,214.0
"Mar 8, 2017",vs Charlotte,REG,W,108-101,W,-4.0,O,203.5
"Mar 11, 2017",vs Toronto,REG,W,104-89,W,-6.0,U,202.0
"Mar 12, 2017",@ Indiana,REG,L,102-98,W,6.5,U,201.0
