Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total
"Oct 26, 2016",vs Dallas,REG,W,130-121,W,-5.5,O,205.5
"Oct 28, 2016",@ Brooklyn,REG,L,103-94,L,-6.0,U,218.5
"Oct 29, 2016",@ Chicago,REG,L,118-101,L,3.5,O,209.5
"Nov 1, 2016",vs LA Lakers,REG,W,115-108,L,-9.0,O,213.0
"Nov 3, 2016",@ Milwaukee,REG,L,125-107,L,-3.0,O,211.0
"Nov 5, 2016",vs Chicago,REG,W,111-94,W,-3.0,U,210.0
"Nov 7, 2016",@ Charlotte,REG,L,122-100,L,3.0,O,206.0
"Nov 9, 2016",vs Philadelphia,REG,W,122-115,L,-11.5,O,212.0
"Nov 11, 2016",@ Philadelphia,REG,L,109-105,L,-5.0,O,212.5
"Nov 12, 2016",vs Boston,REG,L,105-99,L,2.0,U,211.0
"Nov 14, 2016",vs Orlando,REG,W,88-69,W,-8.0,U,206.5
"Nov 16, 2016",vs Cleveland,REG,W,103-93,W,-2.5,U,208.5
"Nov 18, 2016",vs Phoenix,REG,L,116-96,L,-4.0,U,216.0
"Nov 20, 2016",@ Oklahoma City,REG,W,115-111,W,9.5,O,210.5
"Nov 21, 2016",vs Golden State,REG,L,120-83,L,14.5,U,218.0
"Nov 23, 2016",vs Atlanta,REG,L,96-85,L,1.0,U,204.5
"Nov 25, 2016",vs Brooklyn,REG,W,118-97,W,-6.0,O,213.5
"Nov 27, 2016",vs LA Clippers,REG,W,91-70,W,11.5,U,207.0
"Nov 30, 2016",@ Portland,REG,L,131-109,L,7.5,O,213.5
"Dec 4, 2016",@ LA Clippers,REG,W,111-102,W,11.0,O,207.5
"Dec 5, 2016",@ Golden State,REG,L,142-106,L,15.0,O,224.5
"Dec 7, 2016",@ Phoenix,REG,W,109-94,W,-4.0,U,214.5
"Dec 9, 2016",@ Dallas,REG,L,111-103,L,-3.5,O,199.5
"Dec 10, 2016",vs Portland,REG,W,118-111,W,1.5,O,217.5
"Dec 12, 2016",vs Charlotte,REG,W,110-94,W,1.5,U,208.0
"Dec 14, 2016",@ Miami,REG,L,95-89,L,-1.5,U,204.0
"Dec 15, 2016",@ New Orleans,REG,L,102-95,L,2.5,U,209.0
"Dec 17, 2016",@ Detroit,REG,W,105-90,W,4.5,U,200.5
"Dec 19, 2016",vs Washington,REG,W,107-105,L,-5.0,O,211.5
"Dec 20, 2016",@ New York,REG,L,118-111,L,4.5,O,210.5
"Dec 22, 2016",vs Boston,REG,L,109-102,L,1.5,O,209.0
"Dec 26, 2016",@ Chicago,REG,L,90-85,L,2.0,U,206.0
"Dec 28, 2016",@ Washington,REG,L,111-105,L,4.0,O,214.5
"Dec 30, 2016",vs Chicago,REG,W,111-101,W,-4.0,O,201.0
"Jan 1, 2017",vs Orlando,REG,W,117-104,W,-5.5,O,209.5
"Jan 3, 2017",@ Detroit,REG,W,121-116,W,5.0,O,205.0
"Jan 5, 2017",vs Brooklyn,REG,W,121-109,W,-10.5,O,218.5
"Jan 7, 2017",vs New York,REG,W,123-109,W,-7.0,O,216.5
"Jan 12, 2017",@ Denver,REG,L,140-112,L,-4.5,O,226.0
"Jan 16, 2017",vs New Orleans,REG,W,98-95,L,-5.0,U,214.0
"Jan 18, 2017",@ Sacramento,REG,W,106-100,W,2.5,U,213.0
"Jan 20, 2017",@ LA Lakers,REG,L,108-96,L,-4.0,U,220.5
"Jan 21, 2017",@ Utah,REG,L,109-100,L,6.5,O,200.5
"Jan 23, 2017",vs New York,REG,L,109-103,L,-5.0,U,217.0
"Jan 26, 2017",@ Minnesota,REG,W,109-103,W,3.0,U,213.0
"Jan 27, 2017",vs Sacramento,REG,W,115-111,L,-4.5,O,211.5
"Jan 29, 2017",vs Houston,REG,W,120-101,W,3.0,U,229.0
"Feb 1, 2017",@ Orlando,REG,W,98-88,W,-2.5,U,212.5
"Feb 3, 2017",@ Brooklyn,REG,W,106-97,W,-6.5,U,218.5
"Feb 4, 2017",vs Detroit,REG,W,105-84,W,-3.0,U,209.5
"Feb 6, 2017",vs Oklahoma City,REG,W,93-90,L,-5.0,U,211.5
"Feb 8, 2017",vs Cleveland,REG,L,132-117,L,3.5,O,216.0
"Feb 10, 2017",@ Washington,REG,L,112-107,W,5.5,O,215.0
"Feb 11, 2017",vs Milwaukee,REG,L,116-100,L,-6.0,O,210.0
"Feb 13, 2017",vs San Antonio,REG,L,110-106,W,5.0,O,208.0
"Feb 15, 2017",@ Cleveland,REG,L,113-104,L,6.0,U,219.0
"Feb 16, 2017",vs Washington,REG,L,111-98,L,3.0,U,215.5
"Feb 24, 2017",vs Memphis,REG,W,102-92,W,1.0,U,204.0
"Feb 25, 2017",@ Miami,REG,L,113-95,L,4.5,U,208.5
"Feb 27, 2017",@ Houston,REG,W,117-108,W,10.0,U,230.0
"Mar 1, 2017",@ San Antonio,REG,L,100-99,W,9.5,U,206.5
"Mar 5, 2017",@ Atlanta,REG,W,97-96,W,3.0,U,209.5
"Mar 6, 2017",@ Charlotte,REG,L,100-88,L,4.5,U,205.0
"Mar 8, 2017",vs Detroit,REG,W,115-98,W,-4.0,O,208.0
"Mar 10, 2017",@ Milwaukee,REG,L,99-85,L,1.5,U,204.0
"Mar 12, 2017",vs Miami,REG,W,102-98,L,-6.5,U,201.0
"Mar 14, 2017",@ New York,REG,L,87-81,L,-3.5,U,211.0
"Mar 15, 2017",vs Charlotte,REG,W,98-77,W,-3.0,U,203.5
"Mar 19, 2017",@ Toronto,REG,L,116-91,L,2.5,O,197.0
"Mar 20, 2017",vs Utah,REG,W,107-100,W,2.0,O,194.0
"Mar 22, 2017",@ Boston,REG,L,109-100,L,6.5,O,208.5
"Mar 24, 2017",vs Denver,REG,L,125-117,L,-1.5,O,215.5
"Mar 26, 2017",vs Philadelphia,REG,W,107-94,W,-9.0,U,213.5
"Mar 28, 2017",vs Minnesota,REG,L,115-114,L,-4.0,O,207.5
"Mar 29, 2017",@ Memphis,REG,L,110-97,L,4.0,O,197.0
"Mar 31, 2017",@ Toronto,REG,L,111-100,L,5.5,O,204.5
"Apr 2, 2017",@ Cleveland,REG,L,135-130,W,8.0,O,214.0
"Apr 4, 2017",vs Toronto,REG,W,108-90,W,-3.0,U,202.5
"Apr 6, 2017",vs Milwaukee,REG,W,104-89,W,-4.5,U,203.5
"Apr 8, 2017",@ Orlando,REG,W,127-112,W,-4.5,O,212.5
"Apr 10, 2017",@ Philadelphia,REG,W,120-111,W,-8.5,O,211.5
"Apr 12, 2017",vs Atlanta,REG,W,104-86,W,-15.0,U,200.0
"Apr 15, 2017",@ Cleveland,PST,L,109-108,W,9.0,O,208.5
"Apr 17, 2017",@ Cleveland,PST,L,117-111,W,9.0,O,209.5
"Apr 20, 2017",vs Cleveland,PST,L,119-114,L,1.5,O,210.0
"Apr 23, 2017",vs Cleveland,PST,L,106-102,P,4.0,U,214.0
