Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total
"Jan 14, 2017",vs Philadelphia,REG,W,109-93,W,-10.0,U,210.5
"Jan 16, 2017",vs Portland,REG,W,120-101,W,-3.5,O,219.0
"Jan 18, 2017",vs Memphis,REG,W,104-101,W,-2.0,U,208.0
"Jan 19, 2017",@ New York,REG,W,113-110,W,-1.5,O,221.0
"Jan 21, 2017",@ Detroit,REG,L,113-112,W,2.5,O,208.0
"Jan 23, 2017",@ Charlotte,REG,W,109-99,W,6.5,U,212.5
"Jan 24, 2017",vs Boston,REG,W,123-108,W,-1.5,O,216.5
"Jan 27, 2017",@ Atlanta,REG,W,112-86,W,3.0,U,214.0
"Jan 29, 2017",@ New Orleans,REG,W,107-94,W,-1.0,U,221.5
"Jan 31, 2017",vs New York,REG,W,117-101,W,-8.5,O,215.0
"Feb 2, 2017",vs LA Lakers,REG,W,116-108,L,-10.5,O,219.5
"Feb 4, 2017",vs New Orleans,REG,W,105-91,W,-6.5,U,216.5
"Feb 6, 2017",vs Cleveland,REG,L,140-135,L,1.5,O,218.5
"Feb 8, 2017",@ Brooklyn,REG,W,114-110,L,-10.0,O,222.0
"Feb 10, 2017",vs Indiana,REG,W,112-107,L,-5.5,O,215.0
"Feb 13, 2017",vs Oklahoma City,REG,W,120-98,W,-5.5,P,218.0
"Feb 16, 2017",@ Indiana,REG,W,111-98,W,-3.0,U,215.5
"Feb 24, 2017",@ Philadelphia,REG,L,120-112,L,-8.5,O,217.5
"Feb 26, 2017",vs Utah,REG,L,102-92,L,-2.0,U,204.0
"Feb 28, 2017",vs Golden State,REG,W,112-108,W,7.0,U,232.0
"Mar 1, 2017",@ Toronto,REG,W,105-96,W,4.5,U,208.0
"Mar 3, 2017",vs Toronto,REG,L,114-106,L,-5.0,O,207.5
"Mar 5, 2017",vs Orlando,REG,W,115-114,L,-12.0,O,217.0
"Mar 7, 2017",@ Phoenix,REG,W,131-127,L,-5.5,O,229.0
"Mar 8, 2017",@ Denver,REG,W,123-113,W,-2.0,O,223.5
"Mar 10, 2017",@ Sacramento,REG,W,130-122,P,-8.0,O,214.0
"Mar 11, 2017",@ Portland,REG,W,125-124,W,5.0,O,222.5
"Mar 13, 2017",@ Minnesota,REG,L,119-104,L,2.5,O,214.0
"Mar 15, 2017",vs Dallas,REG,L,112-107,L,-7.5,O,207.0
"Mar 17, 2017",vs Chicago,REG,W,112-107,L,-7.5,O,211.5
"Mar 18, 2017",@ Charlotte,REG,L,98-93,L,3.5,U,214.5
"Mar 20, 2017",@ Boston,REG,L,110-102,L,4.0,U,216.0
"Mar 22, 2017",vs Atlanta,REG,W,104-100,L,-8.0,U,215.5
"Mar 24, 2017",vs Brooklyn,REG,W,129-108,W,-10.5,O,221.0
"Mar 25, 2017",@ Cleveland,REG,W,127-115,W,6.0,O,224.5
"Mar 28, 2017",@ LA Lakers,REG,W,119-108,W,-9.0,O,225.5
"Mar 29, 2017",@ LA Clippers,REG,L,133-124,L,6.5,O,219.0
"Mar 31, 2017",@ Utah,REG,L,95-88,L,2.5,U,208.5
"Apr 2, 2017",@ Golden State,REG,L,139-115,L,9.5,O,224.0
"Apr 4, 2017",vs Charlotte,REG,W,118-111,W,-3.0,O,219.5
"Apr 6, 2017",@ New York,REG,W,106-103,L,-6.0,U,217.0
"Apr 8, 2017",vs Miami,REG,L,106-103,L,-3.5,U,216.5
"Apr 10, 2017",@ Detroit,REG,W,105-101,W,5.5,U,208.5
"Apr 12, 2017",@ Miami,REG,L,110-102,W,11.5,O,206.0
"Apr 16, 2017",vs Atlanta,PST,W,114-107,W,-5.5,O,209.5
"Apr 19, 2017",vs Atlanta,PST,W,109-101,W,-6.0,U,212.0
"Apr 22, 2017",@ Atlanta,PST,L,116-98,L,2.5,O,211.0
"Apr 24, 2017",@ Atlanta,PST,L,111-101,L,2.5,P,212.0
"Apr 26, 2017",vs Atlanta,PST,W,103-99,L,-6.5,U,211.5
"Apr 28, 2017",@ Atlanta,PST,W,115-99,W,3.0,O,209.0
"Apr 30, 2017",@ Boston,PST,L,123-111,L,4.0,O,216.0
"May 2, 2017",@ Boston,PST,L,129-119,L,5.0,O,218.5
"May 4, 2017",vs Boston,PST,W,116-89,W,-5.5,U,218.5
"May 7, 2017",vs Boston,PST,W,121-102,W,-5.0,O,214.5
"May 10, 2017",@ Boston,PST,L,123-101,L,4.0,O,217.5
"May 12, 2017",vs Boston,PST,W,92-91,L,-5.0,U,214.5
"May 15, 2017",@ Boston,PST,L,115-105,L,5.0,O,211.0
