Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total
"Oct 26, 2016",@ Indiana,REG,L,130-121,L,5.5,O,205.5
"Oct 28, 2016",vs Houston,REG,L,106-98,L,2.0,U,218.5
"Oct 30, 2016",@ Houston,REG,L,93-92,W,4.5,U,214.5
"Nov 2, 2016",@ Utah,REG,L,97-81,L,3.5,U,185.5
"Nov 4, 2016",vs Portland,REG,L,105-95,L,2.5,U,208.0
"Nov 6, 2016",vs Milwaukee,REG,W,86-75,W,-2.5,U,199.0
"Nov 8, 2016",@ LA Lakers,REG,W,109-97,W,4.5,O,203.0
"Nov 9, 2016",@ Golden State,REG,L,116-95,L,18.5,O,206.0
"Nov 14, 2016",@ New York,REG,L,93-77,L,4.0,U,202.5
"Nov 16, 2016",@ Boston,REG,L,90-83,L,6.0,U,200.0
"Nov 18, 2016",vs Memphis,REG,L,80-64,L,3.5,U,185.5
"Nov 19, 2016",@ Orlando,REG,L,95-87,L,7.5,O,179.0
"Nov 21, 2016",@ San Antonio,REG,L,96-91,W,13.5,O,186.0
"Nov 23, 2016",vs LA Clippers,REG,L,124-104,L,10.0,O,192.0
"Nov 25, 2016",@ Cleveland,REG,L,128-90,L,13.0,O,201.0
"Nov 27, 2016",vs New Orleans,REG,W,91-81,W,5.5,U,197.0
"Nov 30, 2016",vs San Antonio,REG,L,94-87,W,8.5,U,189.0
"Dec 1, 2016",@ Charlotte,REG,L,97-87,W,12.0,U,193.5
"Dec 3, 2016",vs Chicago,REG,W,107-82,W,3.5,U,190.0
"Dec 5, 2016",vs Charlotte,REG,L,109-101,L,3.5,O,193.5
"Dec 7, 2016",vs Sacramento,REG,L,120-89,L,3.0,O,196.0
"Dec 9, 2016",vs Indiana,REG,W,111-103,W,3.5,O,199.5
"Dec 10, 2016",@ Houston,REG,L,109-87,L,12.5,U,209.0
"Dec 12, 2016",vs Denver,REG,W,112-92,W,2.5,O,203.5
"Dec 14, 2016",vs Detroit,REG,L,95-85,L,6.0,U,190.0
"Dec 16, 2016",@ Utah,REG,L,103-100,W,11.0,O,186.0
"Dec 18, 2016",vs Sacramento,REG,W,99-79,W,1.0,U,194.5
"Dec 19, 2016",@ Denver,REG,L,117-107,L,8.0,O,207.0
"Dec 21, 2016",@ Portland,REG,W,96-95,W,6.0,U,210.5
"Dec 23, 2016",@ LA Clippers,REG,W,90-88,W,3.5,U,195.0
