Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total
"Oct 26, 2016",vs Detroit,REG,W,109-91,W,-6.5,O,196.5
"Oct 28, 2016",vs Cleveland,REG,L,94-91,L,2.5,U,205.5
"Oct 31, 2016",vs Denver,REG,W,105-102,L,-6.5,O,206.5
"Nov 2, 2016",@ Washington,REG,W,113-103,W,0.0,O,205.0
"Nov 4, 2016",vs Miami,REG,W,96-87,W,-7.0,U,202.5
"Nov 6, 2016",vs Sacramento,REG,L,96-91,L,-7.5,U,198.0
"Nov 9, 2016",@ Oklahoma City,REG,W,112-102,W,4.0,O,204.0
"Nov 11, 2016",@ Charlotte,REG,W,113-111,W,0.0,O,203.0
"Nov 12, 2016",vs New York,REG,W,118-107,W,-7.5,O,208.5
"Nov 15, 2016",@ Cleveland,REG,L,121-117,W,6.0,O,210.0
"Nov 16, 2016",vs Golden State,REG,L,127-121,P,6.0,O,222.5
"Nov 18, 2016",@ Denver,REG,W,113-111,L,-3.5,O,212.5
"Nov 20, 2016",@ Sacramento,REG,L,102-99,L,-4.0,U,211.0
"Nov 21, 2016",@ LA Clippers,REG,L,123-115,W,9.0,O,207.5
"Nov 23, 2016",@ Houston,REG,W,115-102,W,4.0,O,216.5
"Nov 25, 2016",@ Milwaukee,REG,W,105-99,W,-3.5,U,207.5
"Nov 28, 2016",vs Philadelphia,REG,W,122-95,W,-15.0,O,206.5
"Nov 30, 2016",vs Memphis,REG,W,120-105,W,-12.0,O,195.5
"Dec 2, 2016",vs LA Lakers,REG,W,113-80,W,-10.0,U,214.5
"Dec 3, 2016",vs Atlanta,REG,W,128-84,W,-8.5,O,207.0
"Dec 5, 2016",vs Cleveland,REG,L,116-112,L,-2.0,O,214.5
"Dec 8, 2016",vs Minnesota,REG,W,124-110,W,-9.5,O,213.5
"Dec 9, 2016",@ Boston,REG,W,101-94,W,2.5,U,207.5
"Dec 12, 2016",vs Milwaukee,REG,W,122-100,W,-8.0,O,212.5
"Dec 14, 2016",@ Philadelphia,REG,W,123-114,W,-8.0,O,205.0
"Dec 16, 2016",vs Atlanta,REG,L,125-121,L,-6.5,O,214.0
"Dec 18, 2016",@ Orlando,REG,W,109-79,W,-6.0,U,212.5
"Dec 20, 2016",vs Brooklyn,REG,W,116-104,L,-15.5,U,224.5
"Dec 23, 2016",@ Utah,REG,W,104-98,W,-1.0,O,198.5
"Dec 26, 2016",@ Portland,REG,W,95-91,L,-8.0,U,215.5
"Dec 28, 2016",@ Golden State,REG,L,121-111,L,9.5,O,227.5
"Dec 29, 2016",@ Phoenix,REG,L,99-91,L,-8.5,U,223.5
"Jan 1, 2017",@ LA Lakers,REG,W,123-114,W,-8.0,O,218.0
"Jan 3, 2017",@ San Antonio,REG,L,110-82,L,5.5,U,206.5
"Jan 5, 2017",vs Utah,REG,W,101-93,W,-4.5,U,197.0
"Jan 7, 2017",@ Chicago,REG,L,123-118,L,-1.5,O,207.0
"Jan 8, 2017",vs Houston,REG,L,129-122,L,2.0,O,227.5
"Jan 10, 2017",vs Boston,REG,W,114-106,W,-5.5,O,217.5
"Jan 13, 2017",vs Brooklyn,REG,W,132-113,W,-15.0,O,224.0
"Jan 15, 2017",vs New York,REG,W,116-101,W,-10.0,U,219.5
"Jan 17, 2017",@ Brooklyn,REG,W,119-109,W,-8.0,O,225.0
"Jan 18, 2017",@ Philadelphia,REG,L,94-89,L,-5.5,U,215.5
"Jan 20, 2017",@ Charlotte,REG,L,113-78,L,1.5,U,216.0
"Jan 22, 2017",vs Phoenix,REG,L,115-103,L,-12.5,U,219.5
"Jan 24, 2017",vs San Antonio,REG,L,108-106,L,-2.5,O,203.0
"Jan 25, 2017",@ Memphis,REG,L,101-99,W,5.0,P,200.0
"Jan 27, 2017",vs Milwaukee,REG,W,102-86,W,-6.0,U,213.5
"Jan 29, 2017",vs Orlando,REG,L,114-113,L,-11.0,O,211.5
"Jan 31, 2017",vs New Orleans,REG,W,108-106,L,-7.5,O,212.0
"Feb 1, 2017",@ Boston,REG,L,109-104,W,6.0,U,213.5
"Feb 3, 2017",@ Orlando,REG,L,102-94,L,-5.0,U,206.5
"Feb 5, 2017",@ Brooklyn,REG,W,103-95,W,-6.5,U,216.0
"Feb 6, 2017",vs LA Clippers,REG,W,118-109,W,-6.5,O,217.5
"Feb 8, 2017",@ Minnesota,REG,L,112-109,L,-3.0,O,210.5
"Feb 12, 2017",vs Detroit,REG,L,102-101,L,-7.0,U,213.0
"Feb 14, 2017",@ Chicago,REG,L,105-94,L,-4.0,U,209.5
"Feb 15, 2017",vs Charlotte,REG,W,90-85,L,-6.0,U,213.0
"Feb 24, 2017",vs Boston,REG,W,107-97,W,-1.5,U,213.0
"Feb 26, 2017",vs Portland,REG,W,112-106,W,-5.0,O,208.5
"Feb 27, 2017",@ New York,REG,W,92-91,L,-3.5,U,210.5
"Mar 1, 2017",vs Washington,REG,L,105-96,L,-4.5,U,208.0
"Mar 3, 2017",@ Washington,REG,W,114-106,W,5.0,O,207.5
"Mar 4, 2017",@ Milwaukee,REG,L,101-94,L,0.0,U,203.0
"Mar 8, 2017",@ New Orleans,REG,W,94-87,W,3.5,U,204.0
"Mar 10, 2017",@ Atlanta,REG,L,105-99,L,3.0,O,203.5
"Mar 11, 2017",@ Miami,REG,L,104-89,L,6.0,U,202.0
"Mar 13, 2017",vs Dallas,REG,W,100-78,W,-5.0,U,196.0
"Mar 16, 2017",vs Oklahoma City,REG,L,123-102,L,-2.0,O,207.5
"Mar 17, 2017",@ Detroit,REG,W,87-75,W,3.5,U,201.0
"Mar 19, 2017",vs Indiana,REG,W,116-91,W,-2.5,O,197.0
"Mar 21, 2017",vs Chicago,REG,W,122-120,L,-7.5,O,197.5
"Mar 23, 2017",@ Miami,REG,W,101-84,W,4.0,U,199.5
"Mar 25, 2017",@ Dallas,REG,W,94-86,W,0.0,U,196.0
"Mar 27, 2017",vs Orlando,REG,W,131-112,W,-7.0,O,208.5
"Mar 29, 2017",vs Charlotte,REG,L,110-106,L,-5.5,O,202.0
"Mar 31, 2017",vs Indiana,REG,W,111-100,W,-5.5,O,204.5
"Apr 2, 2017",vs Philadelphia,REG,W,113-105,L,-11.5,O,211.5
"Apr 4, 2017",@ Indiana,REG,L,108-90,L,3.0,U,202.5
"Apr 5, 2017",@ Detroit,REG,W,105-102,P,-3.0,O,201.5
"Apr 7, 2017",vs Miami,REG,W,96-94,L,-4.5,U,207.0
"Apr 9, 2017",@ New York,REG,W,110-97,W,-9.0,O,201.0
"Apr 12, 2017",@ Cleveland,REG,W,98-83,W,-4.0,U,201.5
"Apr 15, 2017",vs Milwaukee,PST,L,97-83,L,-7.5,U,197.5
"Apr 18, 2017",vs Milwaukee,PST,W,106-100,L,-8.0,O,194.5
"Apr 20, 2017",@ Milwaukee,PST,L,104-77,L,2.0,U,197.0
"Apr 22, 2017",@ Milwaukee,PST,W,87-76,W,2.0,U,195.0
"Apr 24, 2017",vs Milwaukee,PST,W,118-93,W,-6.0,O,193.5
"Apr 27, 2017",@ Milwaukee,PST,W,92-89,W,1.0,U,197.0
"May 1, 2017",@ Cleveland,PST,L,116-105,L,7.0,O,211.0
"May 3, 2017",@ Cleveland,PST,L,125-103,L,7.0,O,214.0
"May 5, 2017",vs Cleveland,PST,L,115-94,L,3.0,U,215.5
"May 7, 2017",vs Cleveland,PST,L,109-102,P,7.0,O,209.5
