Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total
"Oct 17, 2018",@ Indiana,REG,L,111-83,L,7.5,U,204.5
"Oct 19, 2018",vs Atlanta,REG,W,131-117,W,-7.0,O,216.0
"Oct 22, 2018",@ Utah,REG,W,92-84,W,10.5,U,213.5
"Oct 24, 2018",@ Sacramento,REG,L,97-92,L,-2.5,U,220.5
"Oct 27, 2018",vs Phoenix,REG,W,117-96,W,-7.5,O,207.0
"Oct 30, 2018",vs Washington,REG,W,107-95,W,-1.5,U,220.0
"Nov 2, 2018",@ Utah,REG,W,110-100,W,8.0,O,201.5
"Nov 4, 2018",@ Phoenix,REG,L,102-100,L,-4.0,U,211.0
"Nov 5, 2018",@ Golden State,REG,L,117-101,L,14.0,U,220.5
"Nov 7, 2018",vs Denver,REG,W,89-87,W,3.5,U,203.5
"Nov 10, 2018",vs Philadelphia,REG,W,112-106,W,-5.0,O,211.0
"Nov 12, 2018",vs Utah,REG,L,96-88,L,3.5,U,202.5
"Nov 14, 2018",@ Milwaukee,REG,W,116-113,W,9.5,O,212.5
"Nov 16, 2018",vs Sacramento,REG,W,112-104,W,-6.5,O,212.0
"Nov 18, 2018",@ Minnesota,REG,W,100-87,W,5.0,U,209.0
"Nov 19, 2018",vs Dallas,REG,W,98-88,W,-3.0,U,200.5
"Nov 21, 2018",@ San Antonio,REG,W,104-103,W,3.0,O,199.5
"Nov 23, 2018",@ LA Clippers,REG,L,112-107,L,4.5,O,210.0
"Nov 25, 2018",vs New York,REG,L,103-98,L,-8.0,U,205.5
"Nov 27, 2018",vs Toronto,REG,L,122-114,L,5.5,O,208.5
"Nov 30, 2018",@ Brooklyn,REG,W,131-125,W,-2.5,O,207.0
"Dec 2, 2018",@ Philadelphia,REG,L,103-95,L,6.5,U,212.0
"Dec 5, 2018",vs LA Clippers,REG,W,96-86,W,-2.0,U,209.5
"Dec 7, 2018",@ New Orleans,REG,W,107-103,W,5.0,U,214.0
"Dec 8, 2018",vs LA Lakers,REG,L,111-88,L,-2.5,U,208.5
"Dec 10, 2018",@ Denver,REG,L,105-99,L,3.0,O,197.5
"Dec 12, 2018",vs Portland,REG,W,92-83,W,-3.5,U,201.5
"Dec 14, 2018",vs Miami,REG,L,100-97,L,-4.0,O,195.0
"Dec 15, 2018",vs Houston,REG,L,105-97,L,5.0,O,201.5
"Dec 17, 2018",@ Golden State,REG,L,110-93,L,13.0,U,210.0
"Dec 19, 2018",@ Portland,REG,L,99-92,L,5.5,U,201.5
"Dec 21, 2018",@ Sacramento,REG,L,102-99,L,2.0,U,212.5
"Dec 23, 2018",@ LA Lakers,REG,W,107-99,W,5.0,U,210.5
"Dec 26, 2018",vs Cleveland,REG,W,95-87,L,-9.5,U,196.5
"Dec 29, 2018",vs Boston,REG,L,112-103,L,3.5,O,202.0
"Dec 31, 2018",@ Houston,REG,L,113-101,L,4.0,O,201.0
"Jan 2, 2019",vs Detroit,REG,L,101-94,L,-6.5,U,198.0
"Jan 4, 2019",vs Brooklyn,REG,L,109-100,L,-4.0,O,204.0
"Jan 5, 2019",@ San Antonio,REG,L,108-88,L,8.5,U,204.0
"Jan 7, 2019",@ New Orleans,REG,L,114-95,L,4.5,U,214.0
"Jan 9, 2019",vs San Antonio,REG,W,96-86,W,2.5,U,205.5
"Jan 12, 2019",@ Miami,REG,L,112-108,L,3.5,O,195.5
"Jan 14, 2019",@ Houston,REG,L,112-94,L,3.5,U,208.5
"Jan 16, 2019",vs Milwaukee,REG,L,111-101,L,6.0,U,213.0
"Jan 18, 2019",@ Boston,REG,L,122-116,W,10.0,O,207.0
"Jan 19, 2019",@ Toronto,REG,L,119-90,L,10.5,U,213.0
"Jan 21, 2019",vs New Orleans,REG,L,105-85,L,-3.0,U,222.0
"Jan 23, 2019",vs Charlotte,REG,L,118-107,L,-2.0,O,208.5
"Jan 25, 2019",vs Sacramento,REG,L,99-96,L,-2.0,U,214.0
"Jan 26, 2019",vs Indiana,REG,W,106-103,W,5.0,O,202.5
"Jan 28, 2019",vs Denver,REG,L,95-92,W,5.5,U,205.0
"Jan 30, 2019",@ Minnesota,REG,L,99-97,W,3.0,U,208.0
"Feb 1, 2019",@ Charlotte,REG,L,100-92,P,8.0,U,202.5
"Feb 3, 2019",@ New York,REG,W,96-84,W,-2.5,U,199.5
"Feb 5, 2019",vs Minnesota,REG,W,108-106,W,4.0,O,206.5
"Feb 7, 2019",@ Oklahoma City,REG,L,117-95,L,13.5,U,215.0
"Feb 9, 2019",vs New Orleans,REG,W,99-90,W,-1.0,U,214.5
"Feb 12, 2019",vs San Antonio,REG,L,108-107,W,7.0,O,207.5
"Feb 13, 2019",@ Chicago,REG,L,122-110,L,1.5,O,207.5
"Feb 22, 2019",vs LA Clippers,REG,L,112-106,L,3.0,O,217.0
"Feb 23, 2019",@ Cleveland,REG,L,112-107,L,1.5,O,209.0
"Feb 25, 2019",vs LA Lakers,REG,W,110-105,W,5.5,U,222.0
"Feb 27, 2019",vs Chicago,REG,L,109-107,L,-3.0,U,216.5
"Mar 2, 2019",@ Dallas,REG,W,111-81,W,4.5,U,215.0
"Mar 3, 2019",@ Oklahoma City,REG,L,99-95,W,10.0,U,218.0
"Mar 5, 2019",vs Portland,REG,W,120-111,W,5.5,O,215.5
"Mar 8, 2019",vs Utah,REG,W,114-104,W,4.5,O,209.0
"Mar 10, 2019",vs Orlando,REG,W,105-97,W,-1.0,U,208.0
"Mar 13, 2019",@ Atlanta,REG,L,132-111,L,-1.5,O,223.5
"Mar 16, 2019",@ Washington,REG,L,135-128,L,1.5,O,225.0
"Mar 20, 2019",vs Houston,REG,W,126-125,W,5.5,O,215.0
"Mar 22, 2019",@ Orlando,REG,L,123-119,W,10.5,O,205.5
"Mar 23, 2019",vs Minnesota,REG,L,112-99,L,-1.0,U,217.5
"Mar 25, 2019",vs Oklahoma City,REG,W,115-103,W,7.5,O,216.0
"Mar 27, 2019",vs Golden State,REG,L,118-103,L,9.5,O,220.0
"Mar 30, 2019",@ Phoenix,REG,W,120-115,W,-2.5,O,220.5
"Mar 31, 2019",@ LA Clippers,REG,L,113-96,L,10.0,U,223.5
"Apr 3, 2019",@ Portland,REG,L,116-89,L,10.5,U,216.5
"Apr 5, 2019",@ Dallas,REG,W,122-112,W,4.0,O,211.5
"Apr 7, 2019",vs Dallas,REG,L,129-127,L,1.0,O,214.0
"Apr 9, 2019",@ Detroit,REG,L,100-93,W,11.5,U,210.0
"Apr 10, 2019",vs Golden State,REG,W,132-117,W,5.0,O,214.0
