Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total
"Oct 18, 2018",@ Portland,REG,L,128-119,L,3.0,O,224.0
"Oct 20, 2018",vs Houston,REG,L,124-115,L,3.5,O,238.0
"Oct 22, 2018",vs San Antonio,REG,L,143-142,L,-1.5,O,225.5
"Oct 24, 2018",@ Phoenix,REG,W,131-113,W,-5.5,O,238.0
"Oct 25, 2018",vs Denver,REG,W,121-114,W,1.0,P,235.0
"Oct 27, 2018",@ San Antonio,REG,L,110-106,L,-1.0,U,232.5
"Oct 29, 2018",@ Minnesota,REG,L,124-120,L,-1.5,O,240.0
"Oct 31, 2018",vs Dallas,REG,W,114-113,L,-7.5,U,234.0
"Nov 3, 2018",@ Portland,REG,W,114-110,W,3.5,U,236.0
"Nov 4, 2018",vs Toronto,REG,L,121-107,L,-1.5,U,235.5
"Nov 7, 2018",vs Minnesota,REG,W,114-110,L,-5.5,U,239.0
"Nov 10, 2018",@ Sacramento,REG,W,101-86,W,-5.5,U,237.0
"Nov 11, 2018",vs Atlanta,REG,W,107-106,L,-11.5,U,236.5
"Nov 14, 2018",vs Portland,REG,W,126-117,W,-2.5,O,223.0
"Nov 17, 2018",@ Orlando,REG,L,130-117,L,-4.0,O,222.5
"Nov 18, 2018",@ Miami,REG,W,113-97,W,-1.0,U,224.5
"Nov 21, 2018",@ Cleveland,REG,W,109-105,L,-9.0,U,222.0
"Nov 23, 2018",vs Utah,REG,W,90-83,W,-2.5,U,220.0
"Nov 25, 2018",vs Orlando,REG,L,108-104,L,-7.5,U,217.5
"Nov 27, 2018",@ Denver,REG,L,117-85,L,3.0,U,219.0
"Nov 29, 2018",vs Indiana,REG,W,104-96,W,-5.0,U,220.5
"Nov 30, 2018",vs Dallas,REG,W,114-103,W,-4.0,U,223.5
"Dec 2, 2018",vs Phoenix,REG,W,120-96,W,-11.5,U,221.0
"Dec 5, 2018",vs San Antonio,REG,W,121-113,W,-7.5,O,225.0
"Dec 7, 2018",@ San Antonio,REG,L,133-120,L,-1.0,O,224.0
"Dec 8, 2018",@ Memphis,REG,W,111-88,W,2.5,U,208.5
"Dec 10, 2018",vs Miami,REG,W,108-105,L,-5.5,U,222.0
"Dec 13, 2018",@ Houston,REG,L,126-111,L,6.0,O,226.0
"Dec 15, 2018",@ Charlotte,REG,W,128-100,W,-1.0,O,226.0
"Dec 16, 2018",@ Washington,REG,L,128-110,L,-3.5,O,231.5
"Dec 18, 2018",@ Brooklyn,REG,L,115-110,L,-1.5,U,229.0
"Dec 21, 2018",vs New Orleans,REG,W,112-104,W,-5.0,U,235.0
"Dec 23, 2018",vs Memphis,REG,L,107-99,L,-5.0,U,210.5
"Dec 25, 2018",@ Golden State,REG,W,127-101,W,9.0,U,233.5
"Dec 27, 2018",@ Sacramento,REG,L,117-116,W,4.5,O,229.5
"Dec 28, 2018",vs LA Clippers,REG,L,118-107,L,7.0,U,229.0
"Dec 30, 2018",vs Sacramento,REG,W,121-114,W,-2.0,O,233.5
