Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total
"Oct 17, 2018",@ Houston,REG,W,131-112,W,8.0,O,232.0
"Oct 19, 2018",vs Sacramento,REG,W,149-129,W,-11.5,O,232.0
"Oct 23, 2018",vs LA Clippers,REG,W,116-109,W,-5.5,U,237.0
"Oct 26, 2018",vs Brooklyn,REG,W,117-115,L,-8.5,O,231.5
"Oct 27, 2018",vs Utah,REG,L,132-111,L,6.0,O,220.0
"Oct 29, 2018",@ Denver,REG,L,116-111,W,9.5,U,230.0
"Oct 31, 2018",@ Golden State,REG,L,131-121,L,9.0,O,241.0
"Nov 1, 2018",@ Portland,REG,L,132-119,L,8.0,O,230.0
"Nov 3, 2018",@ San Antonio,REG,L,109-95,L,2.0,U,227.5
"Nov 5, 2018",@ Oklahoma City,REG,L,122-116,L,3.5,O,235.5
"Nov 7, 2018",vs Chicago,REG,W,107-98,L,-11.0,U,228.0
"Nov 10, 2018",vs Phoenix,REG,W,119-99,W,-9.0,U,228.5
"Nov 12, 2018",@ Toronto,REG,W,126-110,W,9.5,O,228.5
"Nov 14, 2018",@ Minnesota,REG,L,107-100,L,-1.5,U,234.0
"Nov 16, 2018",vs New York,REG,W,129-124,L,-11.0,O,227.0
"Nov 17, 2018",vs Denver,REG,W,125-115,W,0.0,O,227.0
"Nov 19, 2018",vs San Antonio,REG,W,140-126,W,-7.5,O,222.0
"Nov 21, 2018",@ Philadelphia,REG,L,121-120,W,3.5,O,237.5
"Nov 23, 2018",@ New York,REG,L,114-109,L,-7.5,U,235.0
"Nov 24, 2018",@ Washington,REG,L,124-114,L,3.5,O,237.5
"Nov 26, 2018",vs Boston,REG,L,124-107,L,-2.0,O,228.5
"Nov 28, 2018",vs Washington,REG,W,125-104,W,-6.5,U,241.0
"Nov 30, 2018",@ Miami,REG,L,106-101,L,-3.0,U,228.0
"Dec 2, 2018",@ Charlotte,REG,W,119-109,W,3.0,U,232.5
"Dec 3, 2018",vs LA Clippers,REG,L,129-126,L,-1.5,O,234.5
"Dec 5, 2018",vs Dallas,REG,W,132-106,W,-5.5,O,226.5
"Dec 7, 2018",vs Memphis,REG,L,107-103,L,-5.0,U,214.0
"Dec 9, 2018",@ Detroit,REG,W,116-108,W,-2.5,U,224.5
"Dec 10, 2018",@ Boston,REG,L,113-100,L,2.5,U,222.5
"Dec 12, 2018",vs Oklahoma City,REG,W,118-114,W,2.0,U,234.5
"Dec 16, 2018",vs Miami,REG,L,102-96,L,-5.5,U,221.0
"Dec 19, 2018",@ Milwaukee,REG,L,123-115,W,9.0,O,230.0
"Dec 21, 2018",@ LA Lakers,REG,L,112-104,L,5.0,U,235.0
"Dec 23, 2018",@ Sacramento,REG,L,122-117,L,-1.0,O,237.5
"Dec 26, 2018",@ Dallas,REG,L,122-119,L,2.0,O,228.5
"Dec 28, 2018",vs Dallas,REG,W,114-112,L,-4.0,U,228.5
"Dec 29, 2018",vs Houston,REG,L,108-104,L,3.5,U,229.0
"Dec 31, 2018",vs Minnesota,REG,W,123-114,W,-5.5,O,226.5
"Jan 2, 2019",@ Brooklyn,REG,L,126-121,L,-2.0,O,230.0
"Jan 5, 2019",@ Cleveland,REG,W,133-98,W,-9.5,O,222.0
"Jan 7, 2019",vs Memphis,REG,W,114-95,W,-4.5,U,214.0
"Jan 9, 2019",vs Cleveland,REG,W,140-124,W,-15.0,O,225.0
"Jan 12, 2019",@ Minnesota,REG,L,110-106,L,-2.0,U,237.0
"Jan 14, 2019",@ LA Clippers,REG,W,121-117,W,-1.5,U,240.0
"Jan 16, 2019",@ Golden State,REG,L,147-140,P,7.0,O,242.0
"Jan 18, 2019",@ Portland,REG,L,128-112,L,3.0,O,235.5
"Jan 21, 2019",@ Memphis,REG,W,105-85,W,3.0,U,222.0
"Jan 23, 2019",vs Detroit,REG,L,98-94,L,-5.0,U,222.0
