Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total
"Oct 17, 2018",vs Minnesota,REG,W,112-108,W,-2.5,O,212.0
"Oct 20, 2018",@ Portland,REG,L,121-108,L,4.5,O,213.5
"Oct 22, 2018",@ LA Lakers,REG,W,143-142,W,1.5,O,225.5
"Oct 24, 2018",vs Indiana,REG,L,116-96,L,-1.5,O,210.5
"Oct 27, 2018",vs LA Lakers,REG,W,110-106,W,1.0,U,232.5
"Oct 29, 2018",vs Dallas,REG,W,113-108,L,-7.0,O,214.5
"Oct 31, 2018",@ Phoenix,REG,W,120-90,W,-6.5,U,215.0
"Nov 3, 2018",vs New Orleans,REG,W,109-95,W,-2.0,U,227.5
"Nov 4, 2018",vs Orlando,REG,L,117-110,L,-7.5,O,207.0
"Nov 7, 2018",@ Miami,REG,L,95-88,L,1.5,U,215.5
"Nov 10, 2018",vs Houston,REG,W,96-89,W,3.5,U,212.0
"Nov 12, 2018",@ Sacramento,REG,L,104-99,L,-2.5,U,220.0
"Nov 14, 2018",@ Phoenix,REG,L,116-96,L,-6.0,U,213.0
"Nov 15, 2018",@ LA Clippers,REG,L,116-111,W,6.0,O,217.0
"Nov 18, 2018",vs Golden State,REG,W,104-92,W,-3.0,U,212.0
"Nov 19, 2018",@ New Orleans,REG,L,140-126,L,7.5,O,222.0
"Nov 21, 2018",vs Memphis,REG,L,104-103,L,-3.0,O,199.5
"Nov 23, 2018",@ Indiana,REG,W,111-100,W,1.5,O,208.0
"Nov 24, 2018",@ Milwaukee,REG,L,135-129,W,9.5,O,226.5
"Nov 26, 2018",@ Chicago,REG,W,108-107,L,-6.5,P,215.0
"Nov 28, 2018",@ Minnesota,REG,L,128-89,L,4.5,O,215.0
"Nov 30, 2018",vs Houston,REG,L,136-105,L,3.5,O,216.0
"Dec 2, 2018",vs Portland,REG,W,131-118,W,1.0,O,217.5
"Dec 4, 2018",@ Utah,REG,L,139-105,L,8.0,O,215.5
"Dec 5, 2018",@ LA Lakers,REG,L,121-113,L,7.5,O,225.0
"Dec 7, 2018",vs LA Lakers,REG,W,133-120,W,1.0,O,224.0
"Dec 9, 2018",vs Utah,REG,W,110-97,W,4.0,U,219.0
"Dec 11, 2018",vs Phoenix,REG,W,111-86,W,-12.5,U,217.5
"Dec 13, 2018",vs LA Clippers,REG,W,125-87,W,-3.0,U,221.5
"Dec 15, 2018",vs Chicago,REG,L,98-93,L,-9.5,U,213.5
"Dec 17, 2018",vs Philadelphia,REG,W,123-96,W,-1.0,U,224.5
"Dec 19, 2018",@ Orlando,REG,W,129-90,W,-3.0,O,209.5
"Dec 21, 2018",vs Minnesota,REG,W,124-98,W,-4.0,O,219.5
"Dec 22, 2018",@ Houston,REG,L,108-101,L,4.5,U,217.5
"Dec 26, 2018",vs Denver,REG,W,111-103,W,-4.0,U,216.0
"Dec 28, 2018",@ Denver,REG,L,102-99,W,4.5,U,216.5
"Dec 29, 2018",@ LA Clippers,REG,W,122-111,W,3.0,O,227.0
"Dec 31, 2018",vs Boston,REG,W,120-111,W,1.5,O,217.5
"Jan 3, 2019",vs Toronto,REG,W,125-107,W,-3.5,O,218.0
"Jan 5, 2019",vs Memphis,REG,W,108-88,W,-8.5,U,204.0
"Jan 7, 2019",@ Detroit,REG,W,119-107,W,-2.5,O,214.0
"Jan 9, 2019",@ Memphis,REG,L,96-86,L,-2.5,U,205.5
"Jan 10, 2019",vs Oklahoma City,REG,W,154-147,W,1.5,O,224.5
"Jan 12, 2019",@ Oklahoma City,REG,L,122-112,L,6.0,O,226.5
"Jan 14, 2019",vs Charlotte,REG,L,108-93,L,-7.5,U,220.5
"Jan 16, 2019",@ Dallas,REG,W,105-101,W,1.0,U,217.0
"Jan 18, 2019",@ Minnesota,REG,W,116-113,W,1.5,O,226.5
"Jan 20, 2019",vs LA Clippers,REG,L,103-95,L,-9.5,U,220.5
"Jan 23, 2019",@ Philadelphia,REG,L,122-120,W,3.5,O,225.0
"Jan 26, 2019",@ New Orleans,REG,W,126-114,W,-4.5,O,228.0
"Jan 27, 2019",vs Washington,REG,W,132-119,W,-4.0,O,222.0
"Jan 29, 2019",vs Phoenix,REG,W,126-124,L,-13.5,O,226.0
"Jan 31, 2019",vs Brooklyn,REG,W,117-114,L,-8.0,O,226.0
"Feb 2, 2019",vs New Orleans,REG,W,113-108,L,-10.5,U,230.0
"Feb 4, 2019",@ Sacramento,REG,L,127-112,L,-2.0,O,231.0
"Feb 6, 2019",@ Golden State,REG,L,141-102,L,15.0,O,232.0
"Feb 7, 2019",@ Portland,REG,L,127-118,L,6.0,O,226.5
"Feb 9, 2019",@ Utah,REG,L,125-105,L,8.0,O,220.0
"Feb 12, 2019",@ Memphis,REG,W,108-107,L,-7.0,O,207.5
"Feb 22, 2019",@ Toronto,REG,L,120-117,W,8.0,O,226.5
"Feb 24, 2019",@ New York,REG,L,130-118,L,-9.0,O,226.0
"Feb 25, 2019",@ Brooklyn,REG,L,101-85,L,1.5,U,233.5
"Feb 27, 2019",vs Detroit,REG,W,105-93,W,-4.5,U,220.5
"Mar 2, 2019",vs Oklahoma City,REG,W,116-102,W,-5.0,U,229.0
"Mar 4, 2019",vs Denver,REG,W,104-103,L,-1.5,U,229.5
"Mar 6, 2019",@ Atlanta,REG,W,111-104,W,-5.5,U,234.0
"Mar 10, 2019",vs Milwaukee,REG,W,121-114,W,2.0,O,229.0
"Mar 12, 2019",@ Dallas,REG,W,112-105,W,-3.5,U,219.0
"Mar 15, 2019",vs New York,REG,W,109-83,W,-13.5,U,214.0
"Mar 16, 2019",vs Portland,REG,W,108-103,W,-2.5,U,223.0
"Mar 18, 2019",vs Golden State,REG,W,111-105,W,3.0,U,226.5
"Mar 20, 2019",vs Miami,REG,L,110-105,L,-5.5,O,211.5
"Mar 22, 2019",@ Houston,REG,L,111-105,P,6.0,U,221.0
"Mar 24, 2019",@ Boston,REG,W,115-96,W,-1.5,U,221.5
"Mar 26, 2019",@ Charlotte,REG,L,125-116,L,-4.5,O,220.0
"Mar 28, 2019",vs Cleveland,REG,W,116-110,L,-12.0,O,217.0
"Mar 31, 2019",vs Sacramento,REG,L,113-106,L,-10.5,U,224.0
