Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total
"Oct 17, 2018",vs Dallas,REG,W,121-100,W,2.5,O,213.0
"Oct 20, 2018",@ Denver,REG,L,119-91,L,10.0,U,224.5
"Oct 22, 2018",@ Golden State,REG,L,123-103,L,12.5,U,227.5
"Oct 24, 2018",vs LA Lakers,REG,L,131-113,L,5.5,O,238.0
"Oct 27, 2018",@ Memphis,REG,L,117-96,L,7.5,O,207.0
"Oct 28, 2018",@ Oklahoma City,REG,L,117-110,W,13.5,O,219.0
"Oct 31, 2018",vs San Antonio,REG,L,120-90,L,6.5,U,215.0
"Nov 2, 2018",vs Toronto,REG,L,107-98,W,10.0,U,226.5
"Nov 4, 2018",vs Memphis,REG,W,102-100,W,4.0,U,211.0
"Nov 6, 2018",vs Brooklyn,REG,L,104-82,L,2.5,U,221.0
"Nov 8, 2018",vs Boston,REG,L,116-109,W,9.5,O,214.5
"Nov 10, 2018",@ New Orleans,REG,L,119-99,L,9.0,U,228.5
"Nov 12, 2018",@ Oklahoma City,REG,L,118-101,L,8.0,O,214.5
"Nov 14, 2018",vs San Antonio,REG,W,116-96,W,6.0,U,213.0
"Nov 17, 2018",vs Oklahoma City,REG,L,110-100,L,5.0,U,217.0
"Nov 19, 2018",@ Philadelphia,REG,L,119-114,W,11.0,O,219.5
"Nov 21, 2018",@ Chicago,REG,L,124-116,L,-1.5,O,217.0
"Nov 23, 2018",@ Milwaukee,REG,W,116-114,W,13.5,U,232.5
"Nov 25, 2018",@ Detroit,REG,L,118-107,L,8.5,O,221.0
"Nov 27, 2018",vs Indiana,REG,L,109-104,L,2.5,U,216.5
"Nov 28, 2018",@ LA Clippers,REG,L,115-99,L,12.0,U,230.0
"Nov 30, 2018",vs Orlando,REG,L,99-85,L,4.5,U,215.5
"Dec 2, 2018",@ LA Lakers,REG,L,120-96,L,11.5,U,221.0
"Dec 4, 2018",vs Sacramento,REG,L,122-105,L,5.5,O,223.0
"Dec 6, 2018",@ Portland,REG,L,108-86,L,12.5,U,211.0
"Dec 7, 2018",vs Miami,REG,L,115-98,L,8.5,O,210.5
"Dec 10, 2018",vs LA Clippers,REG,L,123-119,W,9.5,O,222.5
"Dec 11, 2018",@ San Antonio,REG,L,111-86,L,12.5,U,217.5
"Dec 13, 2018",vs Dallas,REG,W,99-89,W,6.0,U,210.0
"Dec 15, 2018",vs Minnesota,REG,W,107-99,W,7.5,U,219.0
"Dec 17, 2018",@ New York,REG,W,128-110,W,-1.5,O,221.5
"Dec 19, 2018",@ Boston,REG,W,111-103,W,11.5,U,222.5
"Dec 22, 2018",@ Washington,REG,L,149-146,W,5.0,O,226.5
"Dec 23, 2018",@ Brooklyn,REG,L,111-103,W,9.0,U,219.0
"Dec 26, 2018",@ Orlando,REG,W,122-120,W,5.5,O,211.5
"Dec 28, 2018",vs Oklahoma City,REG,L,118-102,L,4.5,U,226.0
"Dec 29, 2018",vs Denver,REG,L,122-118,W,4.5,O,215.5
"Dec 31, 2018",vs Golden State,REG,L,132-109,L,10.0,O,230.5
"Jan 2, 2019",vs Philadelphia,REG,L,132-127,L,3.5,O,229.0
