Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total
"Oct 17, 2018",vs New Orleans,REG,L,131-112,L,-8.0,O,232.0
"Oct 20, 2018",@ LA Lakers,REG,W,124-115,W,-3.5,O,238.0
"Oct 21, 2018",@ LA Clippers,REG,L,115-112,L,2.0,O,220.5
"Oct 24, 2018",vs Utah,REG,L,100-89,L,-1.0,U,217.0
"Oct 26, 2018",vs LA Clippers,REG,L,133-113,L,-4.0,O,217.5
"Oct 30, 2018",vs Portland,REG,L,104-85,L,-4.5,U,222.5
"Nov 2, 2018",@ Brooklyn,REG,W,119-111,W,-4.0,O,220.5
"Nov 3, 2018",@ Chicago,REG,W,96-88,L,-8.5,U,223.0
"Nov 5, 2018",@ Indiana,REG,W,98-94,W,1.0,U,215.5
"Nov 8, 2018",@ Oklahoma City,REG,L,98-80,L,-5.0,U,213.5
"Nov 10, 2018",@ San Antonio,REG,L,96-89,L,-3.5,U,212.0
"Nov 11, 2018",vs Indiana,REG,W,115-103,W,-2.5,O,209.5
"Nov 13, 2018",@ Denver,REG,W,109-99,W,4.5,U,216.5
"Nov 15, 2018",vs Golden State,REG,W,107-86,W,-4.0,U,217.5
"Nov 17, 2018",vs Sacramento,REG,W,132-112,W,-12.0,O,220.0
"Nov 21, 2018",vs Detroit,REG,W,126-124,L,-9.0,O,214.5
"Nov 23, 2018",@ Detroit,REG,L,116-111,L,-4.0,O,215.0
"Nov 24, 2018",@ Cleveland,REG,L,117-108,L,-6.5,O,208.5
"Nov 26, 2018",@ Washington,REG,L,135-131,L,1.5,O,223.0
"Nov 28, 2018",vs Dallas,REG,L,128-108,L,-5.5,O,217.0
"Nov 30, 2018",@ San Antonio,REG,W,136-105,W,-3.5,O,216.0
"Dec 1, 2018",vs Chicago,REG,W,121-105,W,-13.0,O,219.0
"Dec 3, 2018",@ Minnesota,REG,L,103-91,L,-2.5,U,223.0
"Dec 6, 2018",@ Utah,REG,L,118-91,L,1.5,U,215.5
"Dec 8, 2018",@ Dallas,REG,L,107-104,L,-3.5,U,219.0
"Dec 11, 2018",vs Portland,REG,W,111-103,W,-6.5,U,220.5
"Dec 13, 2018",vs LA Lakers,REG,W,126-111,W,-6.0,O,226.0
"Dec 15, 2018",@ Memphis,REG,W,105-97,W,-5.0,O,201.5
"Dec 17, 2018",vs Utah,REG,W,102-97,P,-5.0,U,212.0
"Dec 19, 2018",vs Washington,REG,W,136-118,W,-11.0,O,225.0
"Dec 20, 2018",@ Miami,REG,L,101-99,L,-3.0,U,211.0
"Dec 22, 2018",vs San Antonio,REG,W,108-101,W,-4.5,U,217.5
"Dec 25, 2018",vs Oklahoma City,REG,W,113-109,W,1.0,P,222.0
"Dec 27, 2018",vs Boston,REG,W,127-113,W,2.5,O,214.0
"Dec 29, 2018",@ New Orleans,REG,W,108-104,W,-3.5,U,229.0
"Dec 31, 2018",vs Memphis,REG,W,113-101,W,-4.0,O,201.0
"Jan 3, 2019",@ Golden State,REG,W,135-134,W,8.5,O,226.0
"Jan 5, 2019",@ Portland,REG,L,110-101,L,2.0,U,219.0
"Jan 7, 2019",vs Denver,REG,W,125-113,W,-1.0,O,215.5
"Jan 9, 2019",vs Milwaukee,REG,L,116-109,L,1.5,U,229.5
"Jan 11, 2019",vs Cleveland,REG,W,141-113,W,-14.0,O,217.0
"Jan 13, 2019",@ Orlando,REG,L,116-109,L,-5.5,O,214.5
"Jan 14, 2019",vs Memphis,REG,W,112-94,W,-3.5,U,208.5
"Jan 16, 2019",vs Brooklyn,REG,L,145-142,L,-5.5,O,226.0
"Jan 19, 2019",vs LA Lakers,REG,W,138-134,L,-7.0,O,229.5
"Jan 21, 2019",@ Philadelphia,REG,L,121-93,L,4.5,U,234.0
"Jan 23, 2019",@ New York,REG,W,114-110,L,-8.0,U,226.5
"Jan 25, 2019",vs Toronto,REG,W,121-119,W,3.5,O,228.5
"Jan 27, 2019",vs Orlando,REG,W,103-98,L,-8.5,U,221.5
"Jan 29, 2019",vs New Orleans,REG,L,121-116,L,-13.5,O,233.5
"Feb 1, 2019",@ Denver,REG,L,136-122,L,3.5,O,223.5
"Feb 2, 2019",@ Utah,REG,W,125-98,W,7.0,O,222.0
"Feb 4, 2019",@ Phoenix,REG,W,118-110,L,-8.5,O,227.5
"Feb 6, 2019",@ Sacramento,REG,W,127-101,W,-4.0,U,236.0
"Feb 9, 2019",vs Oklahoma City,REG,L,117-112,L,-2.5,U,238.0
"Feb 11, 2019",vs Dallas,REG,W,120-104,W,-11.0,P,224.0
"Feb 13, 2019",@ Minnesota,REG,L,121-111,L,-4.0,O,231.5
"Feb 21, 2019",@ LA Lakers,REG,L,111-106,L,-3.0,U,233.5
"Feb 23, 2019",@ Golden State,REG,W,118-112,W,12.0,U,231.5
"Feb 25, 2019",vs Atlanta,REG,W,119-111,L,-12.5,U,234.5
"Feb 27, 2019",@ Charlotte,REG,W,118-113,P,-5.0,O,227.5
"Feb 28, 2019",vs Miami,REG,W,121-118,L,-9.5,O,219.0
"Mar 3, 2019",@ Boston,REG,W,115-104,W,2.0,U,225.5
