Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total
"Oct 16, 2018",vs Oklahoma City,REG,W,108-100,L,-13.0,U,220.0
"Oct 19, 2018",@ Utah,REG,W,124-123,L,-2.5,O,218.0
"Oct 21, 2018",@ Denver,REG,L,100-98,L,-4.5,U,230.0
"Oct 22, 2018",vs Phoenix,REG,W,123-103,W,-12.5,U,227.5
"Oct 24, 2018",vs Washington,REG,W,144-122,W,-10.0,O,236.0
"Oct 26, 2018",@ New York,REG,W,128-100,W,-11.5,O,225.0
"Oct 28, 2018",@ Brooklyn,REG,W,120-114,L,-9.5,O,227.0
"Oct 29, 2018",@ Chicago,REG,W,149-124,W,-11.0,O,227.0
"Oct 31, 2018",vs New Orleans,REG,W,131-121,W,-9.0,O,241.0
"Nov 2, 2018",vs Minnesota,REG,W,116-99,W,-10.5,U,243.5
"Nov 5, 2018",vs Memphis,REG,W,117-101,W,-14.0,U,220.5
"Nov 8, 2018",vs Milwaukee,REG,L,134-111,L,-5.5,O,242.5
"Nov 10, 2018",vs Brooklyn,REG,W,116-100,W,-8.0,U,223.5
"Nov 12, 2018",@ LA Clippers,REG,L,121-116,L,-3.5,O,226.5
"Nov 13, 2018",vs Atlanta,REG,W,110-103,L,-11.5,U,230.0
"Nov 15, 2018",@ Houston,REG,L,107-86,L,4.0,U,217.5
"Nov 17, 2018",@ Dallas,REG,L,112-109,L,-2.0,O,215.5
"Nov 18, 2018",@ San Antonio,REG,L,104-92,L,3.0,U,212.0
"Nov 21, 2018",vs Oklahoma City,REG,L,123-95,L,1.0,U,223.0
"Nov 23, 2018",vs Portland,REG,W,125-97,W,-1.0,O,218.5
"Nov 24, 2018",vs Sacramento,REG,W,117-116,L,-6.5,O,225.5
"Nov 26, 2018",vs Orlando,REG,W,116-110,L,-7.0,O,215.5
"Nov 29, 2018",@ Toronto,REG,L,131-128,W,9.5,O,223.0
"Dec 1, 2018",@ Detroit,REG,L,111-102,L,-4.5,U,229.0
"Dec 3, 2018",@ Atlanta,REG,W,128-111,W,-10.5,O,235.5
"Dec 5, 2018",@ Cleveland,REG,W,129-105,W,-11.0,O,219.5
"Dec 7, 2018",@ Milwaukee,REG,W,105-95,W,2.0,U,241.5
"Dec 10, 2018",vs Minnesota,REG,W,116-108,L,-9.5,U,228.5
"Dec 12, 2018",vs Toronto,REG,L,113-93,L,-8.0,U,226.5
"Dec 14, 2018",@ Sacramento,REG,W,130-125,L,-7.0,O,236.0
"Dec 17, 2018",vs Memphis,REG,W,110-93,W,-13.0,U,210.0
"Dec 19, 2018",@ Utah,REG,L,108-103,L,-2.0,U,222.5
"Dec 22, 2018",vs Dallas,REG,W,120-116,L,-11.0,O,227.0
"Dec 23, 2018",vs LA Clippers,REG,W,129-127,L,-11.0,O,233.5
"Dec 25, 2018",vs LA Lakers,REG,L,127-101,L,-9.0,U,233.5
"Dec 27, 2018",vs Portland,REG,L,110-109,L,-9.0,U,227.0
"Dec 29, 2018",@ Portland,REG,W,115-105,W,-5.0,U,226.5
"Dec 31, 2018",@ Phoenix,REG,W,132-109,W,-10.0,O,230.5
"Jan 3, 2019",vs Houston,REG,L,135-134,L,-8.5,O,226.0
"Jan 5, 2019",@ Sacramento,REG,W,127-123,L,-7.5,O,238.5
"Jan 8, 2019",vs New York,REG,W,122-95,W,-17.0,U,232.5
"Jan 11, 2019",vs Chicago,REG,W,146-109,W,-15.5,O,220.5
"Jan 13, 2019",@ Dallas,REG,W,119-114,L,-6.0,O,227.0
"Jan 15, 2019",@ Denver,REG,W,142-111,W,-2.5,O,228.0
"Jan 16, 2019",vs New Orleans,REG,W,147-140,P,-7.0,O,242.0
"Jan 18, 2019",@ LA Clippers,REG,W,112-94,W,-7.5,U,242.0
"Jan 21, 2019",@ LA Lakers,REG,W,130-111,W,-13.5,O,233.0
"Jan 24, 2019",@ Washington,REG,W,126-118,L,-9.5,O,234.5
"Jan 26, 2019",@ Boston,REG,W,115-111,W,-3.5,U,233.0
"Jan 28, 2019",@ Indiana,REG,W,132-100,W,-7.0,O,228.5
"Jan 31, 2019",vs Philadelphia,REG,L,113-104,L,-8.0,U,240.5
"Feb 2, 2019",vs LA Lakers,REG,W,115-101,L,-15.0,U,234.0
"Feb 6, 2019",vs San Antonio,REG,W,141-102,W,-15.0,O,232.0
"Feb 8, 2019",@ Phoenix,REG,W,117-107,L,-16.5,U,229.5
"Feb 10, 2019",vs Miami,REG,W,120-118,L,-13.5,O,221.5
"Feb 12, 2019",vs Utah,REG,W,115-108,L,-9.0,U,229.5
"Feb 13, 2019",@ Portland,REG,L,129-107,L,-2.5,O,235.0
"Feb 21, 2019",vs Sacramento,REG,W,125-123,L,-12.5,O,239.0
"Feb 23, 2019",vs Houston,REG,L,118-112,L,-12.0,U,231.5
"Feb 25, 2019",@ Charlotte,REG,W,121-110,W,-8.5,U,233.5
"Feb 27, 2019",@ Miami,REG,L,126-125,L,-9.5,O,225.5
"Feb 28, 2019",@ Orlando,REG,L,103-96,L,-4.5,U,224.0
"Mar 2, 2019",@ Philadelphia,REG,W,120-117,L,-5.0,U,238.0
"Mar 5, 2019",vs Boston,REG,L,128-95,L,-6.5,U,228.0
"Mar 8, 2019",vs Denver,REG,W,122-105,W,-7.0,U,235.0
"Mar 10, 2019",vs Phoenix,REG,L,115-111,L,-17.0,U,234.0
"Mar 13, 2019",@ Houston,REG,W,106-104,W,4.0,U,228.0
"Mar 16, 2019",@ Oklahoma City,REG,W,110-88,W,2.0,U,228.5
"Mar 18, 2019",@ San Antonio,REG,L,111-105,L,-3.0,U,226.5
"Mar 19, 2019",@ Minnesota,REG,W,117-107,W,-6.5,U,229.5
"Mar 21, 2019",vs Indiana,REG,W,112-89,W,-10.5,U,218.5
"Mar 23, 2019",vs Dallas,REG,L,126-91,L,-13.5,U,219.0
"Mar 24, 2019",vs Detroit,REG,W,121-114,L,-10.0,O,219.0
"Mar 27, 2019",@ Memphis,REG,W,118-103,W,-9.5,O,220.0
"Mar 29, 2019",@ Minnesota,REG,L,131-130,L,-10.0,O,228.5
"Mar 31, 2019",vs Charlotte,REG,W,137-90,W,-11.0,U,230.0
"Apr 2, 2019",vs Denver,REG,W,116-102,W,-8.5,U,220.0
"Apr 4, 2019",@ LA Lakers,REG,W,108-90,W,-13.5,U,227.0
"Apr 5, 2019",vs Cleveland,REG,W,120-114,L,-15.5,O,225.5
"Apr 7, 2019",vs LA Clippers,REG,W,131-104,W,-11.5,U,237.5
"Apr 9, 2019",@ New Orleans,REG,W,112-103,L,-9.5,U,235.0
"Apr 10, 2019",@ Memphis,REG,L,132-117,L,-5.0,O,214.0
