Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total
"Feb 23, 2019",@ Washington,REG,W,119-112,W,1.0,O,227.0
"Feb 25, 2019",@ Detroit,REG,L,113-109,L,2.5,O,211.0
"Feb 27, 2019",@ Dallas,REG,L,110-101,L,-1.0,U,214.5
"Feb 28, 2019",vs Minnesota,REG,W,122-115,W,-3.5,O,221.5
"Mar 2, 2019",vs Orlando,REG,L,117-112,L,-3.0,O,209.0
"Mar 5, 2019",vs Chicago,REG,W,105-96,W,-6.5,U,218.0
"Mar 7, 2019",@ Milwaukee,REG,L,117-98,L,10.0,U,223.0
"Mar 10, 2019",@ Philadelphia,REG,L,106-89,L,6.0,U,217.5
"Mar 12, 2019",vs New York,REG,W,103-98,L,-11.0,U,208.5
"Mar 14, 2019",vs Oklahoma City,REG,W,108-106,W,-1.0,U,218.0
"Mar 16, 2019",@ Denver,REG,L,102-100,W,7.0,U,214.5
"Mar 18, 2019",@ Portland,REG,L,106-98,L,4.5,U,211.0
"Mar 19, 2019",@ LA Clippers,REG,L,115-109,L,5.5,O,219.5
"Mar 21, 2019",@ Golden State,REG,L,112-89,L,10.5,U,218.5
"Mar 24, 2019",vs Denver,REG,W,124-88,W,1.5,O,210.0
"Mar 27, 2019",@ Oklahoma City,REG,L,107-99,L,6.5,U,217.5
"Mar 29, 2019",@ Boston,REG,L,114-112,W,7.0,O,212.5
"Mar 30, 2019",vs Orlando,REG,L,121-116,L,-1.5,O,205.5
"Apr 1, 2019",vs Detroit,REG,W,111-102,W,-5.5,O,203.5
"Apr 3, 2019",@ Detroit,REG,W,108-89,W,2.5,U,205.5
"Apr 5, 2019",vs Boston,REG,L,117-97,L,1.0,O,213.5
"Apr 7, 2019",vs Brooklyn,REG,L,108-96,L,-3.0,U,220.0
"Apr 10, 2019",@ Atlanta,REG,W,135-134,W,5.5,O,226.0
"Apr 14, 2019",@ Boston,PST,L,84-74,L,7.5,U,210.5
"Apr 17, 2019",@ Boston,PST,L,99-91,L,7.5,U,206.5
"Apr 19, 2019",vs Boston,PST,L,104-96,L,-2.5,U,205.0
"Apr 21, 2019",vs Boston,PST,L,110-106,L,3.5,O,204.0
